# -*- coding: utf-8 -*-,,,,,,,,
,,,,,,,,
# A datafile created by Gustav!,,,,,,,,
# ,,,,,,,,
# Experiment: lateralization-matching,,,,,,,,
# ,,,,,,,,
,,,,,,,,
S,Trial,Date,Block,Condition,cue,location,Stim,Resp
latpilot5,70,2024-09-23,70,10,ild,400,$user[az],41.752067629017
latpilot5,71,2024-09-23,71,9,ild,200,$user[az],38.0440687276833
latpilot5,72,2024-09-23,72,4,ild,-200,$user[az],-38.0440687276833
latpilot6,1,2024-09-24,1,10,ild,400,$user[az],-84.4352549821467
latpilot6,2,2024-09-24,2,6,ild,-50,$user[az],-71.4435254982147
latpilot6,3,2024-09-24,3,8,ild,100,$user[az],-75.157017731254
latpilot6,4,2024-09-24,4,3,ild,-400,$user[az],-73.3002716147343
latpilot6,5,2024-09-24,5,12,ild,800,$user[az],82.578508865627
latpilot6,6,2024-09-24,6,5,ild,-100,$user[az],-82.578508865627
latpilot6,7,2024-09-24,7,11,ild,500,$user[az],84.4352549821467
latpilot6,8,2024-09-24,8,2,ild,-500,$user[az],-86.2920010986664
latpilot6,9,2024-09-24,9,9,ild,200,$user[az],86.2920010986663
latpilot6,10,2024-09-24,10,7,ild,50,$user[az],51.0303048799097
latpilot6,11,2024-09-24,11,1,ild,-800,$user[az],-88.148747215186
latpilot6,12,2024-09-24,12,4,ild,-200,$user[az],-84.4352549821467
latpilot6,13,2024-09-24,13,5,ild,-100,$user[az],-82.578508865627
latpilot6,14,2024-09-24,14,10,ild,400,$user[az],73.3002716147343
latpilot6,15,2024-09-24,15,7,ild,50,$user[az],78.8705099642934
latpilot6,16,2024-09-24,16,1,ild,-800,$user[az],-84.4352549821467
latpilot6,17,2024-09-24,17,6,ild,-50,$user[az],69.5922727134007
latpilot6,18,2024-09-24,18,12,ild,800,$user[az],82.578508865627
latpilot6,19,2024-09-24,19,3,ild,-400,$user[az],-90
latpilot6,20,2024-09-24,20,9,ild,200,$user[az],82.578508865627
latpilot6,21,2024-09-24,21,2,ild,-500,$user[az],-84.4352549821467
latpilot6,22,2024-09-24,22,4,ild,-200,$user[az],-64.0220343638417
latpilot6,23,2024-09-24,23,8,ild,100,$user[az],77.0137638477737
latpilot6,24,2024-09-24,24,11,ild,500,$user[az],90
latpilot6,25,2024-09-24,25,4,ild,-200,$user[az],-86.2920010986664
latpilot6,26,2024-09-24,26,12,ild,800,$user[az],90
latpilot6,27,2024-09-24,27,1,ild,-800,$user[az],-88.148747215186
latpilot6,28,2024-09-24,28,7,ild,50,$user[az],78.8705099642934
latpilot6,29,2024-09-24,29,11,ild,500,$user[az],90
latpilot6,30,2024-09-24,30,5,ild,-100,$user[az],-45.4655598620563
latpilot6,31,2024-09-24,31,9,ild,200,$user[az],90
latpilot6,32,2024-09-24,32,10,ild,400,$user[az],84.4352549821467
latpilot6,33,2024-09-24,33,3,ild,-400,$user[az],-73.3002716147343
latpilot6,34,2024-09-24,34,6,ild,-50,$user[az],69.5922727134007
latpilot6,35,2024-09-24,35,8,ild,100,$user[az],84.4352549821467
latpilot6,36,2024-09-24,36,2,ild,-500,$user[az],-80.7217627491073
latpilot6,37,2024-09-24,37,11,ild,500,$user[az],80.7217627491073
latpilot6,38,2024-09-24,38,8,ild,100,$user[az],80.7217627491073
latpilot6,39,2024-09-24,39,4,ild,-200,$user[az],-88.148747215186
latpilot6,40,2024-09-24,40,1,ild,-800,$user[az],-75.157017731254
latpilot6,41,2024-09-24,41,10,ild,400,$user[az],71.4435254982147
latpilot6,42,2024-09-24,42,2,ild,-500,$user[az],-84.4352549821467
latpilot6,43,2024-09-24,43,7,ild,50,$user[az],78.8705099642934
latpilot6,44,2024-09-24,44,9,ild,200,$user[az],82.578508865627
latpilot6,45,2024-09-24,45,5,ild,-100,$user[az],75.157017731254
latpilot6,46,2024-09-24,46,6,ild,-50,$user[az],38.0440687276833
latpilot6,47,2024-09-24,47,3,ild,-400,$user[az],-77.0137638477737
latpilot6,48,2024-09-24,48,12,ild,800,$user[az],77.0137638477737
latpilot6,49,2024-09-24,49,9,ild,200,$user[az],80.7217627491073
latpilot6,50,2024-09-24,50,4,ild,-200,$user[az],-84.4352549821467
latpilot6,51,2024-09-24,51,10,ild,400,$user[az],69.5922727134007
latpilot6,52,2024-09-24,52,11,ild,500,$user[az],78.8705099642934
latpilot6,53,2024-09-24,53,8,ild,100,$user[az],80.7217627491073
latpilot6,54,2024-09-24,54,1,ild,-800,$user[az],-78.8705099642934
latpilot6,55,2024-09-24,55,5,ild,-100,$user[az],-65.8787804803613
latpilot6,56,2024-09-24,56,3,ild,-400,$user[az],-80.7217627491073
latpilot6,57,2024-09-24,57,2,ild,-500,$user[az],-82.578508865627
latpilot6,58,2024-09-24,58,6,ild,-50,$user[az],41.752067629017
latpilot6,59,2024-09-24,59,7,ild,50,$user[az],82.578508865627
latpilot6,60,2024-09-24,60,12,ild,800,$user[az],90
latpilot6,61,2024-09-24,61,9,ild,200,$user[az],49.1790520950957
latpilot6,62,2024-09-24,62,7,ild,50,$user[az],51.0303048799097
latpilot6,63,2024-09-24,63,8,ild,100,$user[az],86.2920010986663
latpilot6,64,2024-09-24,64,12,ild,800,$user[az],90
latpilot6,65,2024-09-24,65,3,ild,-400,$user[az],-77.0137638477737
latpilot6,66,2024-09-24,66,6,ild,-50,$user[az],36.1873226111637
latpilot6,67,2024-09-24,67,5,ild,-100,$user[az],-54.743797112949
latpilot6,68,2024-09-24,68,11,ild,500,$user[az],32.4738303781243
latpilot6,69,2024-09-24,69,2,ild,-500,$user[az],-82.578508865627
latpilot6,70,2024-09-24,70,1,ild,-800,$user[az],-90
latpilot6,71,2024-09-24,71,4,ild,-200,$user[az],-41.752067629017
latpilot6,72,2024-09-24,72,10,ild,400,$user[az],58.4572893459883
lateralization_1_matching,1,2024-11-15,1,11,ild,500,$user[az],73.30027161473433
lateralization_1_matching,2,2024-11-15,2,10,ild,400,$user[az],-84.43525498214667
lateralization_1_matching,3,2024-11-15,3,3,ild,-400,$user[az],-64.02203436384167
lateralization_1_matching,4,2024-11-15,4,1,ild,-800,$user[az],-73.30027161473433
lateralization_1_matching,5,2024-11-15,5,8,ild,100,$user[az],-43.608813745536665
lateralization_1_matching,6,2024-11-15,6,2,ild,-500,$user[az],-21.338847010712
lateralization_1_matching,7,2024-11-15,7,12,ild,800,$user[az],-43.608813745536665
lateralization_1_matching,8,2024-11-15,8,4,ild,-200,$user[az],-28.765831476790673
lateralization_1_matching,9,2024-11-15,9,6,ild,-50,$user[az],-36.18732261116367
lateralization_1_matching,10,2024-11-15,10,9,ild,200,$user[az],-36.18732261116367
lateralization_1_matching,11,2024-11-15,11,7,ild,50,$user[az],-38.04406872768334
lateralization_1_matching,12,2024-11-15,12,5,ild,-100,$user[az],-23.19559312723166
lateralization_1_matching,13,2024-11-15,13,10,ild,400,$user[az],-30.61708426160466
lateralization_1_matching,14,2024-11-15,14,9,ild,200,$user[az],-28.765831476790673
lateralization_1_matching,15,2024-11-15,15,1,ild,-800,$user[az],-43.608813745536665
lateralization_1_matching,16,2024-11-15,16,5,ild,-100,$user[az],-30.61708426160466
lateralization_1_matching,17,2024-11-15,17,7,ild,50,$user[az],-36.18732261116367
lateralization_1_matching,18,2024-11-15,18,2,ild,-500,$user[az],-32.473830378124326
lateralization_1_matching,19,2024-11-15,19,4,ild,-200,$user[az],-26.909085360271007
lateralization_1_matching,20,2024-11-15,20,3,ild,-400,$user[az],-23.19559312723166
lateralization_1_matching,21,2024-11-15,21,6,ild,-50,$user[az],-15.774101992858675
lateralization_1_matching,22,2024-11-15,22,11,ild,500,$user[az],-41.752067629017
lateralization_1_matching,23,2024-11-15,23,8,ild,100,$user[az],-80.72176274910734
lateralization_1_matching,24,2024-11-15,24,12,ild,800,$user[az],-64.02203436384167
lateralization_1_matching,25,2024-11-15,25,4,ild,-200,$user[az],-71.44352549821467
lateralization_1_matching,26,2024-11-15,26,9,ild,200,$user[az],-58.45728934598834
lateralization_1_matching,27,2024-11-15,27,8,ild,100,$user[az],-52.88705099642934
lateralization_1_matching,28,2024-11-15,28,11,ild,500,$user[az],28.76583147679068
lateralization_1_matching,29,2024-11-15,29,6,ild,-50,$user[az],45.46555986205635
lateralization_1_matching,30,2024-11-15,30,7,ild,50,$user[az],26.909085360270993
lateralization_1_matching,31,2024-11-15,31,12,ild,800,$user[az],-56.60054322946867
lateralization_1_matching,32,2024-11-15,32,1,ild,-800,$user[az],-58.45728934598834
lateralization_1_matching,33,2024-11-15,33,2,ild,-500,$user[az],-34.330576494644006
lateralization_1_matching,34,2024-11-15,34,10,ild,400,$user[az],-28.765831476790673
lateralization_1_matching,35,2024-11-15,35,5,ild,-100,$user[az],-65.87878048036134
lateralization_1_matching,36,2024-11-15,36,3,ild,-400,$user[az],-71.44352549821467
lateralization_1_matching,37,2024-11-15,37,2,ild,-500,$user[az],-56.60054322946867
lateralization_1_matching,38,2024-11-15,38,6,ild,-50,$user[az],-77.01376384777367
lateralization_1_matching,39,2024-11-15,39,7,ild,50,$user[az],-60.30854213080233
lateralization_1_matching,40,2024-11-15,40,3,ild,-400,$user[az],-69.59227271340067
lateralization_1_matching,41,2024-11-15,41,5,ild,-100,$user[az],-38.04406872768334
lateralization_1_matching,42,2024-11-15,42,9,ild,200,$user[az],-28.765831476790673
lateralization_1_matching,43,2024-11-15,43,10,ild,400,$user[az],-30.61708426160466
lateralization_1_matching,44,2024-11-15,44,4,ild,-200,$user[az],-28.765831476790673
lateralization_1_matching,45,2024-11-15,45,1,ild,-800,$user[az],-28.765831476790673
lateralization_1_matching,46,2024-11-15,46,8,ild,100,$user[az],-47.322305978576004
lateralization_1_matching,47,2024-11-15,47,11,ild,500,$user[az],-47.322305978576004
lateralization_1_matching,48,2024-11-15,48,12,ild,800,$user[az],-43.608813745536665
lateralization_1_matching,49,2024-11-15,49,5,ild,-100,$user[az],-58.45728934598834
lateralization_1_matching,50,2024-11-15,50,1,ild,-800,$user[az],-62.165288247322
lateralization_1_matching,51,2024-11-15,51,4,ild,-200,$user[az],-49.17905209509568
lateralization_1_matching,52,2024-11-15,52,11,ild,500,$user[az],-36.18732261116367
lateralization_1_matching,53,2024-11-15,53,10,ild,400,$user[az],-65.87878048036134
lateralization_1_matching,54,2024-11-15,54,2,ild,-500,$user[az],-60.30854213080233
lateralization_1_matching,55,2024-11-15,55,6,ild,-50,$user[az],-82.578508865627
lateralization_1_matching,56,2024-11-15,56,7,ild,50,$user[az],-86.29200109866635
lateralization_1_matching,57,2024-11-15,57,12,ild,800,$user[az],-65.87878048036134
lateralization_1_matching,58,2024-11-15,58,3,ild,-400,$user[az],-71.44352549821467
lateralization_1_matching,59,2024-11-15,59,9,ild,200,$user[az],-64.02203436384167
lateralization_1_matching,60,2024-11-15,60,8,ild,100,$user[az],-64.02203436384167
lateralization_1_matching,61,2024-11-15,61,2,ild,-500,$user[az],-56.60054322946867
lateralization_1_matching,62,2024-11-15,62,5,ild,-100,$user[az],-67.73552659688102
lateralization_1_matching,63,2024-11-15,63,7,ild,50,$user[az],-86.29200109866635
lateralization_1_matching,64,2024-11-15,64,12,ild,800,$user[az],-78.87050996429335
lateralization_1_matching,65,2024-11-15,65,8,ild,100,$user[az],-69.59227271340067
lateralization_1_matching,66,2024-11-15,66,3,ild,-400,$user[az],-84.43525498214667
lateralization_1_matching,67,2024-11-15,67,11,ild,500,$user[az],-65.87878048036134
lateralization_1_matching,68,2024-11-15,68,6,ild,-50,$user[az],-60.30854213080233
lateralization_1_matching,69,2024-11-15,69,1,ild,-800,$user[az],-67.73552659688102
lateralization_1_matching,70,2024-11-15,70,9,ild,200,$user[az],-77.01376384777367
lateralization_1_matching,71,2024-11-15,71,10,ild,400,$user[az],-73.30027161473433
lateralization_1_matching,72,2024-11-15,72,4,ild,-200,$user[az],-69.59227271340067
