# -*- coding: utf-8 -*-,,,,,,,,,,,,,
,,,,,,,,,,,,,
# A datafile created by Gustav!,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# Experiment: mild-master,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# Vocoded speech in spatially-separated speech or noise maskers.,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# $comments,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
,,,,,,,,,,,,,
S,Trial,Date,Block,Condition,masker,Soundfile,Times,,,,,,
itd_pilot4,41,9/16/2024,41,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=r_itd=200_az=0_mag=0/14__side=r_itd=200_az=0_mag=0__l=gash-gash-gash-gash-gash-dash-dash-bash-gash-dash-gash-bash__r=dash-dash-bash-gash-gash-gash-bash-dash-bash-dash-bash-gash.wav,3330.274776,6602.341484,8370.894047,10125.69174,,,
itd_pilot4,42,9/16/2024,42,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=l_itd=400_az=0_mag=0/14__side=l_itd=400_az=0_mag=0__l=gash-gash-dash-gash-dash-dash-dash-gash-dash-bash-dash-bash__r=gash-bash-gash-bash-dash-gash-dash-bash-dash-dash-bash-dash.wav,6071.088131,9114.72405,10850.71234,,,,
itd_pilot4,43,9/16/2024,43,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=l_itd=200_az=0_mag=0/14__side=l_itd=200_az=0_mag=0__l=dash-gash-bash-gash-gash-gash-gash-gash-bash-gash-gash-gash__r=gash-bash-dash-gash-dash-bash-gash-bash-gash-dash-gash-bash.wav,3618.241812,8506.181977,,,,,
itd_pilot4,44,9/16/2024,44,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=r_itd=50_az=0_mag=0/14__side=r_itd=50_az=0_mag=0__l=dash-gash-dash-bash-gash-dash-dash-bash-gash-dash-dash-gash__r=dash-bash-gash-dash-dash-gash-bash-dash-bash-gash-dash-bash.wav,2981.386109,6822.969494,8781.370806,10869.39144,,,
itd_pilot4,45,9/16/2024,45,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=l_itd=50_az=0_mag=0/14__side=l_itd=50_az=0_mag=0__l=dash-dash-dash-gash-gash-bash-gash-dash-dash-gash-bash-dash__r=dash-dash-bash-gash-bash-gash-gash-bash-dash-bash-gash-gash.wav,6183.324327,10719.38549,,,,,
itd_pilot4,46,9/16/2024,46,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=l_itd=100_az=0_mag=0/14__side=l_itd=100_az=0_mag=0__l=gash-dash-dash-gash-dash-bash-dash-dash-bash-dash-bash-dash__r=gash-dash-dash-bash-dash-dash-bash-gash-dash-gash-gash-bash.wav,6006.986196,8235.34604,9772.66872,,,,
itd_pilot4,47,9/16/2024,47,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=r_itd=400_az=0_mag=0/14__side=r_itd=400_az=0_mag=0__l=gash-dash-bash-dash-gash-dash-dash-gash-bash-gash-gash-bash__r=gash-bash-dash-dash-gash-dash-bash-dash-dash-gash-bash-dash.wav,2600.907406,6557.431729,10031.48249,,,,
itd_pilot4,48,9/16/2024,48,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=r_itd=100_az=0_mag=0/14__side=r_itd=100_az=0_mag=0__l=gash-gash-dash-dash-gash-gash-dash-bash-gash-gash-gash-bash__r=gash-gash-gash-bash-gash-bash-gash-gash-bash-dash-bash-gash.wav,4813.961512,7422.027318,10147.00985,,,,
itd_pilot4,49,9/16/2024,49,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=l_itd=100_az=0_mag=0/15__side=l_itd=100_az=0_mag=0__l=dash-dash-bash-dash-gash-dash-bash-gash-gash-bash-dash-gash__r=dash-dash-dash-gash-dash-bash-gash-bash-dash-gash-gash-bash.wav,3837.025339,6657.186663,9197.782615,,,,
itd_pilot4,50,9/16/2024,50,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=r_itd=400_az=0_mag=0/15__side=r_itd=400_az=0_mag=0__l=gash-dash-dash-dash-dash-gash-bash-dash-dash-gash-bash-dash__r=dash-bash-dash-bash-gash-gash-gash-bash-gash-gash-gash-bash.wav,2731.514263,4155.494649,7491.524663,10603.51444,,,
itd_pilot4,51,9/16/2024,51,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=l_itd=200_az=0_mag=0/15__side=l_itd=200_az=0_mag=0__l=dash-gash-bash-dash-dash-gash-gash-dash-dash-bash-gash-bash__r=gash-bash-gash-dash-gash-bash-dash-bash-dash-gash-dash-dash.wav,3482.429417,7482.434089,10892.35095,,,,
itd_pilot4,52,9/16/2024,52,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=r_itd=100_az=0_mag=0/15__side=r_itd=100_az=0_mag=0__l=dash-gash-gash-bash-dash-dash-gash-gash-gash-dash-bash-dash__r=gash-bash-gash-gash-gash-gash-dash-bash-gash-bash-gash-bash.wav,2830.642802,7366.578641,9177.670638,,,,
itd_pilot4,53,9/16/2024,53,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=l_itd=400_az=0_mag=0/15__side=l_itd=400_az=0_mag=0__l=dash-bash-dash-dash-gash-dash-dash-bash-dash-dash-gash-dash__r=gash-dash-gash-dash-bash-gash-bash-gash-gash-bash-dash-bash.wav,2742.388634,7671.260562,,,,,
itd_pilot4,54,9/16/2024,54,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=r_itd=200_az=0_mag=0/15__side=r_itd=200_az=0_mag=0__l=dash-bash-gash-dash-bash-gash-dash-gash-dash-gash-gash-dash__r=gash-dash-bash-dash-dash-dash-bash-dash-dash-bash-dash-bash.wav,3782.618191,6878.745387,9498.37909,,,,
itd_pilot4,55,9/16/2024,55,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=l_itd=50_az=0_mag=0/15__side=l_itd=50_az=0_mag=0__l=dash-bash-gash-dash-gash-dash-dash-bash-gash-dash-gash-gash__r=dash-dash-bash-gash-bash-dash-gash-gash-bash-dash-dash-bash.wav,5287.631223,7480.37452,,,,,
itd_pilot4,56,9/16/2024,56,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=r_itd=50_az=0_mag=0/15__side=r_itd=50_az=0_mag=0__l=dash-gash-dash-bash-gash-dash-dash-gash-gash-bash-dash-dash__r=gash-bash-dash-dash-bash-dash-bash-gash-bash-gash-gash-gash.wav,2800.140065,5365.788237,6777.649995,8429.897968,,,
itd_pilot4,57,9/16/2024,57,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=l_itd=400_az=0_mag=0/16__side=l_itd=400_az=0_mag=0__l=dash-dash-gash-bash-gash-gash-dash-gash-bash-gash-dash-gash__r=gash-bash-dash-dash-bash-gash-dash-bash-gash-bash-gash-gash.wav,4468.598107,8263.806681,,,,,
itd_pilot4,58,9/16/2024,58,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=r_itd=400_az=0_mag=0/16__side=r_itd=400_az=0_mag=0__l=gash-bash-gash-bash-gash-gash-bash-dash-gash-dash-dash-gash__r=gash-dash-dash-gash-gash-bash-gash-dash-gash-bash-gash-bash.wav,6002.045631,9410.501289,10922.00348,,,,
itd_pilot4,59,9/16/2024,59,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=r_itd=100_az=0_mag=0/16__side=r_itd=100_az=0_mag=0__l=gash-gash-bash-gash-gash-gash-dash-dash-gash-dash-bash-gash__r=gash-gash-dash-dash-bash-dash-dash-bash-gash-bash-gash-bash.wav,3818.667268,9792.974205,,,,,
itd_pilot4,60,9/16/2024,60,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=r_itd=200_az=0_mag=0/16__side=r_itd=200_az=0_mag=0__l=gash-bash-dash-gash-bash-dash-dash-dash-bash-dash-dash-dash__r=dash-gash-bash-gash-dash-bash-gash-gash-gash-gash-bash-dash.wav,3681.335359,6057.293816,10049.26793,,,,
itd_pilot4,61,9/16/2024,61,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=l_itd=200_az=0_mag=0/16__side=l_itd=200_az=0_mag=0__l=dash-dash-gash-gash-dash-dash-dash-bash-gash-dash-dash-bash__r=dash-bash-dash-bash-gash-dash-bash-dash-bash-gash-dash-gash.wav,7700.097016,10754.76414,,,,,
itd_pilot4,62,9/16/2024,62,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=r_itd=50_az=0_mag=0/16__side=r_itd=50_az=0_mag=0__l=dash-bash-gash-gash-gash-dash-gash-gash-gash-bash-gash-gash__r=dash-dash-bash-gash-bash-dash-gash-bash-gash-dash-dash-bash.wav,3483.338486,5416.29968,9280.215172,,,,
itd_pilot4,63,9/16/2024,63,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot4/side=l_itd=50_az=0_mag=0/16__side=l_itd=50_az=0_mag=0__l=gash-gash-gash-gash-gash-bash-gash-dash-dash-dash-bash-dash__r=gash-gash-bash-dash-bash-gash-bash-gash-bash-dash-gash-dash.wav,5836.994361,8549.093965,9932.971296,,,,
itdpilot_4_5,1,9/16/2024,1,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=50_az=0_mag=0/0__side=r_itd=50_az=0_mag=0__l=gash-gash-bash-dash-gash-gash-gash-dash-dash-bash-dash-dash__r=gash-bash-gash-bash-dash-gash-bash-dash-gash-dash-bash-gash.wav,2998.807597,6618.393376,10086.90422,,,,
itdpilot_4_5,2,9/16/2024,2,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=100_az=0_mag=0/0__side=l_itd=100_az=0_mag=0__l=dash-gash-bash-dash-gash-dash-dash-dash-dash-dash-dash-bash__r=dash-bash-gash-bash-dash-bash-dash-gash-gash-dash-bash-gash.wav,3527.297054,10783.28171,,,,,
itdpilot_4_5,3,9/16/2024,3,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=100_az=0_mag=0/0__side=r_itd=100_az=0_mag=0__l=gash-dash-bash-dash-bash-gash-gash-dash-gash-gash-gash-gash__r=gash-bash-gash-bash-gash-gash-gash-bash-gash-gash-bash-dash.wav,2729.366707,4513.442927,7627.520019,9785.29878,,,
itdpilot_4_5,4,9/16/2024,4,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=400_az=0_mag=0/0__side=l_itd=400_az=0_mag=0__l=dash-dash-bash-gash-gash-gash-dash-gash-bash-gash-gash-gash__r=dash-gash-gash-bash-gash-gash-dash-bash-dash-bash-gash-bash.wav,3363.95424,8403.853239,,,,,
itdpilot_4_5,5,9/16/2024,5,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=200_az=0_mag=0/0__side=l_itd=200_az=0_mag=0__l=gash-bash-dash-gash-dash-gash-gash-gash-bash-dash-dash-dash__r=dash-gash-dash-gash-bash-dash-bash-gash-gash-bash-dash-bash.wav,2780.548264,8188.098162,,,,,
itdpilot_4_5,6,9/16/2024,6,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=400_az=0_mag=0/0__side=r_itd=400_az=0_mag=0__l=gash-dash-gash-dash-gash-bash-dash-dash-bash-gash-dash-gash__r=dash-bash-gash-bash-gash-dash-bash-gash-dash-gash-dash-bash.wav,2805.04458,4164.909694,6821.033576,10645.03114,,,
itdpilot_4_5,7,9/16/2024,7,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=200_az=0_mag=0/0__side=r_itd=200_az=0_mag=0__l=dash-gash-gash-gash-bash-gash-gash-gash-bash-gash-dash-gash__r=gash-bash-dash-bash-dash-dash-dash-bash-gash-gash-gash-bash.wav,2789.576156,4204.638599,7612.614111,10684.62766,,,
itdpilot_4_5,8,9/16/2024,8,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=50_az=0_mag=0/0__side=l_itd=50_az=0_mag=0__l=gash-dash-gash-dash-gash-bash-dash-gash-dash-dash-dash-bash__r=dash-bash-gash-dash-bash-dash-gash-bash-gash-bash-dash-gash.wav,3040.734753,6269.359429,7845.298501,9439.77058,,,
itdpilot_4_5,9,9/16/2024,9,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=100_az=0_mag=0/10__side=l_itd=100_az=0_mag=0__l=dash-dash-dash-dash-dash-dash-bash-gash-gash-bash-gash-dash__r=gash-dash-bash-gash-bash-dash-gash-dash-bash-dash-dash-bash.wav,6587.854106,9289.554187,,,,,
itdpilot_4_5,10,9/16/2024,10,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=400_az=0_mag=0/10__side=l_itd=400_az=0_mag=0__l=dash-gash-dash-gash-gash-gash-dash-dash-gash-bash-dash-bash__r=dash-bash-dash-bash-dash-gash-bash-dash-bash-dash-gash-dash.wav,8177.159837,10745.2778,,,,,
itdpilot_4_5,11,9/16/2024,11,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=50_az=0_mag=0/10__side=r_itd=50_az=0_mag=0__l=gash-dash-gash-gash-bash-gash-gash-bash-gash-gash-gash-dash__r=gash-bash-dash-dash-dash-bash-dash-dash-dash-bash-dash-bash.wav,2738.861993,5066.832424,6346.860536,9166.341786,10655.6892,,
itdpilot_4_5,12,9/16/2024,12,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=100_az=0_mag=0/10__side=r_itd=100_az=0_mag=0__l=gash-bash-gash-dash-dash-dash-dash-dash-gash-bash-gash-dash__r=dash-gash-bash-gash-bash-dash-dash-dash-bash-dash-dash-bash.wav,3459.153276,5227.130636,8589.392652,10868.0025,,,
itdpilot_4_5,13,9/16/2024,13,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=200_az=0_mag=0/10__side=r_itd=200_az=0_mag=0__l=dash-gash-bash-gash-gash-gash-gash-dash-dash-gash-gash-bash__r=gash-bash-dash-gash-bash-gash-gash-bash-dash-bash-gash-gash.wav,2852.765733,4967.752208,7516.776393,9252.594496,,,
itdpilot_4_5,14,9/16/2024,14,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=200_az=0_mag=0/10__side=l_itd=200_az=0_mag=0__l=dash-dash-bash-dash-dash-gash-dash-gash-dash-gash-bash-dash__r=dash-dash-gash-bash-dash-bash-gash-gash-bash-dash-dash-bash.wav,3629.825368,6197.863692,9981.82716,,,,
itdpilot_4_5,15,9/16/2024,15,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=50_az=0_mag=0/10__side=l_itd=50_az=0_mag=0__l=gash-bash-gash-bash-gash-dash-gash-bash-dash-dash-dash-gash__r=gash-dash-dash-gash-bash-dash-dash-gash-gash-bash-gash-bash.wav,2840.183404,4512.455285,7493.696765,,,,
itdpilot_4_5,16,9/16/2024,16,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=400_az=0_mag=0/10__side=r_itd=400_az=0_mag=0__l=gash-bash-dash-dash-dash-gash-gash-gash-gash-dash-bash-gash__r=dash-gash-bash-gash-gash-bash-gash-bash-gash-bash-gash-dash.wav,3638.911889,6086.939932,7690.182991,9191.350339,,,
itdpilot_4_5,17,9/16/2024,17,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=50_az=0_mag=0/11__side=l_itd=50_az=0_mag=0__l=dash-gash-gash-bash-gash-dash-dash-bash-gash-gash-gash-dash__r=gash-gash-bash-dash-bash-dash-gash-gash-gash-bash-gash-bash.wav,4324.809853,7660.800657,9328.220092,,,,
itdpilot_4_5,18,9/16/2024,18,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=400_az=0_mag=0/11__side=l_itd=400_az=0_mag=0__l=dash-gash-bash-gash-dash-dash-gash-gash-dash-gash-dash-bash__r=dash-bash-dash-dash-dash-bash-dash-bash-gash-bash-dash-gash.wav,3422.544423,10950.73125,,,,,
itdpilot_4_5,19,9/16/2024,19,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=100_az=0_mag=0/11__side=r_itd=100_az=0_mag=0__l=dash-bash-gash-gash-gash-dash-gash-gash-dash-bash-dash-gash__r=dash-dash-gash-bash-dash-bash-gash-bash-dash-gash-bash-dash.wav,4420.651503,5912.926496,7564.639396,9913.051214,,,
itdpilot_4_5,20,9/16/2024,20,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=50_az=0_mag=0/11__side=r_itd=50_az=0_mag=0__l=dash-bash-dash-gash-gash-gash-bash-dash-dash-dash-gash-gash__r=gash-gash-gash-bash-dash-bash-gash-gash-bash-gash-gash-bash.wav,2823.708973,5944.144214,10493.10851,,,,
itdpilot_4_5,21,9/16/2024,21,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=100_az=0_mag=0/11__side=l_itd=100_az=0_mag=0__l=gash-gash-dash-dash-dash-gash-dash-gash-bash-gash-dash-bash__r=dash-bash-gash-dash-bash-dash-gash-bash-dash-gash-bash-dash.wav,8165.851603,10597.14661,,,,,
itdpilot_4_5,22,9/16/2024,22,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=400_az=0_mag=0/11__side=r_itd=400_az=0_mag=0__l=gash-dash-bash-dash-dash-gash-bash-gash-dash-gash-gash-dash__r=gash-gash-dash-bash-gash-bash-gash-gash-bash-gash-bash-gash.wav,4216.246751,6188.734415,8540.706224,10137.16134,,,
itdpilot_4_5,23,9/16/2024,23,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=200_az=0_mag=0/11__side=l_itd=200_az=0_mag=0__l=dash-bash-dash-dash-gash-dash-bash-gash-dash-dash-gash-dash__r=gash-gash-gash-bash-dash-bash-gash-bash-dash-dash-bash-gash.wav,3072.283986,6625.791943,,,,,
itdpilot_4_5,24,9/16/2024,24,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=200_az=0_mag=0/11__side=r_itd=200_az=0_mag=0__l=dash-gash-bash-dash-dash-gash-bash-dash-dash-dash-bash-gash__r=dash-bash-gash-gash-dash-dash-gash-dash-gash-bash-gash-bash.wav,2614.429699,9086.605226,10654.43519,,,,
itdpilot_4_5,25,9/16/2024,25,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=100_az=0_mag=0/12__side=r_itd=100_az=0_mag=0__l=gash-gash-gash-dash-gash-dash-dash-bash-gash-gash-gash-bash__r=gash-dash-bash-gash-dash-gash-bash-gash-bash-gash-bash-gash.wav,6806.121448,9103.119598,,,,,
itdpilot_4_5,26,9/16/2024,26,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=200_az=0_mag=0/12__side=r_itd=200_az=0_mag=0__l=dash-gash-gash-bash-gash-gash-gash-dash-gash-bash-dash-gash__r=gash-gash-bash-dash-dash-bash-dash-gash-bash-dash-bash-gash.wav,3326.598162,6031.535208,8382.739741,10158.6349,,,
itdpilot_4_5,27,9/16/2024,27,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=100_az=0_mag=0/12__side=l_itd=100_az=0_mag=0__l=gash-gash-gash-gash-gash-dash-bash-dash-dash-bash-gash-dash__r=gash-bash-dash-bash-dash-gash-gash-gash-bash-gash-gash-bash.wav,7149.321138,,,,,,
itdpilot_4_5,28,9/16/2024,28,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=400_az=0_mag=0/12__side=r_itd=400_az=0_mag=0__l=dash-dash-dash-gash-dash-dash-gash-bash-gash-dash-dash-bash__r=dash-bash-dash-bash-gash-dash-bash-gash-bash-gash-gash-gash.wav,2642.707057,4353.694576,6766.173802,8651.86712,,,
itdpilot_4_5,29,9/16/2024,29,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=50_az=0_mag=0/12__side=r_itd=50_az=0_mag=0__l=dash-gash-dash-gash-bash-dash-dash-gash-bash-dash-bash-dash__r=gash-bash-dash-bash-gash-dash-bash-dash-gash-dash-gash-dash.wav,2990.295742,5372.340732,8220.424166,9823.340134,,,
itdpilot_4_5,30,9/16/2024,30,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=400_az=0_mag=0/12__side=l_itd=400_az=0_mag=0__l=dash-gash-dash-bash-gash-dash-bash-gash-gash-dash-gash-gash__r=gash-dash-bash-gash-dash-bash-gash-gash-gash-bash-dash-bash.wav,4279.257193,6839.184072,,,,,
itdpilot_4_5,31,9/16/2024,31,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=200_az=0_mag=0/12__side=l_itd=200_az=0_mag=0__l=gash-gash-dash-dash-dash-bash-gash-dash-gash-dash-gash-bash__r=dash-gash-bash-dash-bash-gash-dash-bash-gash-bash-gash-dash.wav,6073.202725,10913.24932,,,,,
itdpilot_4_5,32,9/16/2024,32,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=50_az=0_mag=0/12__side=l_itd=50_az=0_mag=0__l=gash-dash-bash-gash-dash-gash-bash-gash-bash-gash-gash-dash__r=gash-dash-gash-dash-bash-dash-dash-bash-gash-bash-dash-dash.wav,3348.71307,5316.755061,6692.696247,8612.849846,,,
itdpilot_4_5,33,9/16/2024,33,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=200_az=0_mag=0/13__side=r_itd=200_az=0_mag=0__l=gash-gash-dash-bash-dash-bash-gash-dash-gash-dash-gash-dash__r=gash-bash-gash-dash-bash-gash-gash-dash-bash-gash-bash-dash.wav,2539.092125,4971.065493,8171.014399,10060.18568,,,
itdpilot_4_5,34,9/16/2024,34,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=100_az=0_mag=0/13__side=r_itd=100_az=0_mag=0__l=gash-bash-gash-dash-dash-gash-bash-dash-gash-dash-dash-dash__r=gash-dash-bash-gash-gash-bash-gash-bash-dash-dash-dash-bash.wav,2821.927829,5938.721547,7450.789883,10658.73575,,,
itdpilot_4_5,35,9/16/2024,35,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=50_az=0_mag=0/13__side=r_itd=50_az=0_mag=0__l=dash-gash-dash-dash-gash-dash-bash-dash-gash-dash-gash-bash__r=dash-bash-dash-bash-gash-dash-dash-bash-dash-dash-bash-gash.wav,2823.177672,7456.898533,9764.108564,,,,
itdpilot_4_5,36,9/16/2024,36,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=400_az=0_mag=0/13__side=r_itd=400_az=0_mag=0__l=gash-dash-bash-dash-dash-gash-gash-bash-dash-dash-gash-gash__r=dash-bash-dash-dash-dash-dash-bash-dash-dash-bash-dash-bash.wav,2732.2569,6572.312927,9276.134446,10676.20711,,,
itdpilot_4_5,37,9/16/2024,37,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=400_az=0_mag=0/13__side=l_itd=400_az=0_mag=0__l=dash-bash-dash-gash-gash-bash-gash-gash-gash-dash-gash-gash__r=dash-gash-dash-gash-bash-dash-bash-dash-bash-gash-dash-bash.wav,2794.928839,5834.889827,,,,,
itdpilot_4_5,38,9/16/2024,38,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=200_az=0_mag=0/13__side=l_itd=200_az=0_mag=0__l=dash-dash-gash-gash-gash-gash-dash-dash-gash-bash-gash-bash__r=gash-bash-dash-gash-bash-gash-bash-dash-bash-dash-gash-gash.wav,6308.116661,9292.764309,10860.06982,,,,
itdpilot_4_5,39,9/16/2024,39,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=50_az=0_mag=0/13__side=l_itd=50_az=0_mag=0__l=dash-dash-bash-dash-dash-dash-bash-gash-gash-gash-gash-dash__r=dash-bash-gash-gash-dash-bash-dash-bash-dash-gash-bash-gash.wav,3393.354515,6775.31629,9735.259906,,,,
itdpilot_4_5,40,9/16/2024,40,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=100_az=0_mag=0/13__side=l_itd=100_az=0_mag=0__l=dash-bash-dash-dash-dash-gash-gash-gash-gash-dash-bash-gash__r=dash-dash-gash-gash-bash-dash-bash-dash-dash-bash-gash-bash.wav,2750.36673,9022.58765,,,,,
itdpilot_4_5,41,9/16/2024,41,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=100_az=0_mag=0/14__side=r_itd=100_az=0_mag=0__l=gash-gash-gash-gash-dash-bash-dash-dash-dash-gash-bash-dash__r=gash-bash-dash-gash-bash-dash-gash-bash-gash-gash-dash-bash.wav,2565.119624,4979.052805,7382.535172,10627.03898,,,
itdpilot_4_5,42,9/16/2024,42,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=400_az=0_mag=0/14__side=r_itd=400_az=0_mag=0__l=dash-gash-dash-gash-gash-gash-dash-gash-dash-bash-dash-bash__r=gash-gash-bash-dash-gash-gash-bash-dash-bash-gash-bash-gash.wav,3400.188697,6576.150945,8344.081767,,,,
itdpilot_4_5,43,9/16/2024,43,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=r_itd=50_az=0_mag=0/14__side=r_itd=50_az=0_mag=0__l=dash-dash-gash-bash-dash-dash-gash-gash-dash-dash-gash-bash__r=dash-bash-dash-gash-gash-bash-gash-bash-dash-bash-dash-gash.wav,2813.521422,4242.919132,7672.514538,10907.08868,,,
itdpilot_4_5,44,9/16/2024,44,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=200_az=0_mag=0/14__side=l_itd=200_az=0_mag=0__l=gash-dash-dash-gash-dash-gash-gash-bash-gash-bash-dash-bash__r=gash-dash-dash-dash-dash-dash-bash-dash-bash-gash-bash-dash.wav,7458.902996,9074.498996,10874.73003,,,,
itdpilot_4_5,45,9/16/2024,45,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=50_az=0_mag=0/14__side=l_itd=50_az=0_mag=0__l=gash-gash-dash-gash-gash-gash-gash-dash-bash-dash-gash-bash__r=gash-gash-bash-dash-bash-dash-dash-bash-dash-gash-bash-dash.wav,7674.569391,8682.505991,10890.58252,,,,
itdpilot_4_5,46,9/16/2024,46,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itdpilot_4_5/side=l_itd=100_az=0_mag=0/14__side=l_itd=100_az=0_mag=0__l=dash-bash-gash-gash-dash-dash-gash-dash-gash-dash-dash-bash__r=gash-gash-bash-dash-gash-bash-gash-gash-bash-gash-bash-dash.wav,2818.359658,10834.32074,,,,,
