# -*- coding: utf-8 -*-,,,,,,,,,,,,,
,,,,,,,,,,,,,
# A datafile created by Gustav!,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# Experiment: mild-master,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# Vocoded speech in spatially-separated speech or noise maskers.,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
# $comments,,,,,,,,,,,,,
# ,,,,,,,,,,,,,
,,,,,,,,,,,,,
S,Trial,Date,Block,Condition,masker,Soundfile,Times,,,,,,
itd_pilot2,25,9/13/2024,25,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/12__side=r_itd=50_az=0_mag=0__l=gash-dash-bash-dash-bash-gash-gash-dash-gash-dash-gash-gash__r=dash-bash-gash-dash-gash-gash-bash-dash-bash-dash-bash-dash.wav,2773.671137,6620.818341,8527.090718,10279.963,,,
itd_pilot2,26,9/13/2024,26,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/12__side=l_itd=100_az=0_mag=0__l=gash-bash-dash-gash-gash-dash-gash-bash-gash-dash-dash-gash__r=dash-dash-gash-bash-dash-gash-bash-gash-gash-bash-dash-bash.wav,2907.456804,7843.490641,10653.38145,,,,
itd_pilot2,27,9/13/2024,27,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/12__side=l_itd=400_az=0_mag=0__l=gash-bash-gash-dash-gash-gash-gash-dash-dash-dash-gash-bash__r=dash-gash-dash-bash-dash-dash-bash-gash-bash-dash-bash-gash.wav,2682.568219,10525.81514,,,,,
itd_pilot2,28,9/13/2024,28,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/12__side=r_itd=200_az=0_mag=0__l=gash-gash-dash-bash-dash-dash-gash-dash-dash-bash-dash-gash__r=dash-bash-gash-dash-bash-gash-dash-dash-bash-gash-bash-dash.wav,2836.485693,8383.617803,10060.38036,,,,
itd_pilot2,29,9/13/2024,29,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/12__side=l_itd=200_az=0_mag=0__l=gash-gash-gash-bash-gash-gash-dash-gash-gash-bash-gash-dash__r=gash-bash-gash-gash-dash-gash-bash-gash-bash-dash-dash-bash.wav,4416.346614,8946.402439,,,,,
itd_pilot2,30,9/13/2024,30,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/12__side=r_itd=400_az=0_mag=0__l=dash-gash-gash-gash-gash-gash-dash-bash-gash-gash-bash-dash__r=gash-dash-gash-bash-gash-gash-bash-gash-gash-bash-gash-bash.wav,4362.197163,6807.071907,9091.539258,,,,
itd_pilot2,31,9/13/2024,31,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/12__side=l_itd=50_az=0_mag=0__l=gash-bash-gash-gash-gash-bash-gash-dash-dash-dash-gash-dash__r=gash-dash-bash-dash-bash-dash-dash-bash-dash-dash-bash-gash.wav,2783.594114,7631.658097,9999.669872,,,,
itd_pilot2,32,9/13/2024,32,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/12__side=r_itd=100_az=0_mag=0__l=dash-gash-dash-dash-bash-dash-gash-gash-gash-dash-gash-bash__r=gash-bash-dash-bash-gash-dash-dash-bash-gash-bash-gash-gash.wav,2573.613211,4129.474629,7557.577718,9049.985725,10938.54855,,
itd_pilot2,33,9/13/2024,33,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/13__side=r_itd=200_az=0_mag=0__l=dash-bash-gash-dash-bash-dash-dash-bash-dash-dash-gash-gash__r=gash-gash-dash-bash-dash-bash-gash-gash-gash-gash-gash-bash.wav,4205.567672,6021.760932,,,,,
itd_pilot2,34,9/13/2024,34,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/13__side=l_itd=400_az=0_mag=0__l=dash-gash-bash-dash-gash-dash-gash-dash-dash-dash-gash-bash__r=gash-bash-gash-dash-bash-gash-bash-dash-bash-dash-gash-dash.wav,3300.438134,10492.51367,,,,,
itd_pilot2,35,9/13/2024,35,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/13__side=r_itd=400_az=0_mag=0__l=gash-dash-gash-dash-gash-bash-dash-gash-dash-gash-bash-dash__r=gash-bash-dash-gash-bash-dash-bash-dash-gash-bash-dash-gash.wav,2832.034445,5007.937256,6913.082122,8951.660754,,,
itd_pilot2,36,9/13/2024,36,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/13__side=l_itd=50_az=0_mag=0__l=gash-gash-dash-dash-dash-gash-dash-bash-gash-gash-dash-bash__r=gash-bash-gash-dash-bash-gash-bash-gash-dash-dash-bash-gash.wav,7830.471085,10941.19908,,,,,
itd_pilot2,37,9/13/2024,37,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/13__side=l_itd=200_az=0_mag=0__l=gash-dash-bash-dash-bash-dash-dash-dash-gash-gash-gash-dash__r=gash-bash-dash-bash-dash-dash-bash-dash-bash-dash-dash-gash.wav,3293.147958,5013.4684,,,,,
itd_pilot2,38,9/13/2024,38,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/13__side=r_itd=50_az=0_mag=0__l=dash-dash-bash-dash-bash-dash-gash-dash-gash-dash-bash-dash__r=gash-dash-gash-dash-dash-gash-dash-bash-dash-bash-dash-bash.wav,8628.149303,9586.9582,10971.08318,,,,
itd_pilot2,39,9/13/2024,39,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/13__side=r_itd=100_az=0_mag=0__l=gash-gash-bash-dash-gash-dash-dash-bash-gash-bash-dash-dash__r=dash-gash-dash-gash-bash-gash-bash-dash-bash-dash-dash-dash.wav,5364.599469,6616.488033,8539.188179,,,,
itd_pilot2,40,9/13/2024,40,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/13__side=l_itd=100_az=0_mag=0__l=gash-bash-dash-gash-gash-dash-dash-dash-gash-dash-gash-bash__r=gash-dash-gash-bash-dash-bash-dash-bash-dash-gash-bash-dash.wav,2588.014811,6187.960699,10763.95874,,,,
itd_pilot2,41,9/13/2024,41,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/14__side=r_itd=400_az=0_mag=0__l=gash-dash-gash-gash-bash-gash-gash-gash-gash-gash-bash-dash__r=gash-bash-gash-gash-gash-gash-dash-bash-gash-bash-dash-bash.wav,2833.767136,7617.836283,8962.787355,10593.68985,,,
itd_pilot2,42,9/13/2024,42,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/14__side=l_itd=200_az=0_mag=0__l=gash-dash-bash-dash-gash-dash-dash-dash-dash-bash-dash-dash__r=gash-dash-gash-bash-dash-bash-dash-bash-gash-dash-bash-dash.wav,3422.653956,9366.626437,,,,,
itd_pilot2,43,9/13/2024,43,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/14__side=r_itd=50_az=0_mag=0__l=gash-bash-dash-dash-gash-bash-dash-gash-dash-dash-dash-bash__r=gash-gash-gash-dash-bash-dash-gash-dash-bash-dash-bash-dash.wav,5345.155773,6180.051922,8809.29496,9937.407732,,,
itd_pilot2,44,9/13/2024,44,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/14__side=l_itd=100_az=0_mag=0__l=dash-dash-bash-dash-gash-dash-bash-dash-gash-gash-gash-gash__r=gash-bash-gash-dash-bash-dash-gash-bash-dash-gash-dash-bash.wav,3630.424773,6938.458594,,,,,
itd_pilot2,45,9/13/2024,45,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/14__side=r_itd=100_az=0_mag=0__l=dash-dash-dash-dash-gash-dash-bash-dash-gash-bash-gash-gash__r=dash-bash-dash-bash-dash-bash-gash-dash-gash-dash-gash-bash.wav,2594.637178,4138.352869,5826.446725,10820.09039,,,
itd_pilot2,46,9/13/2024,46,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/14__side=r_itd=200_az=0_mag=0__l=dash-gash-bash-dash-gash-dash-gash-bash-dash-gash-bash-gash__r=gash-bash-dash-gash-gash-bash-dash-dash-bash-gash-dash-gash.wav,2707.004847,5682.209513,8466.939518,,,,
itd_pilot2,47,9/13/2024,47,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/14__side=l_itd=50_az=0_mag=0__l=dash-dash-bash-gash-gash-gash-bash-dash-gash-dash-gash-dash__r=dash-bash-gash-gash-dash-bash-dash-bash-dash-bash-dash-dash.wav,2780.077182,,,,,,
itd_pilot2,48,9/13/2024,48,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/14__side=l_itd=400_az=0_mag=0__l=dash-gash-gash-gash-dash-bash-dash-dash-dash-gash-dash-bash__r=gash-bash-dash-bash-dash-dash-dash-bash-dash-bash-gash-gash.wav,5770.703067,10547.98489,,,,,
itd_pilot2,49,9/13/2024,49,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/15__side=l_itd=200_az=0_mag=0__l=gash-gash-gash-dash-dash-bash-gash-gash-gash-gash-bash-gash__r=gash-dash-gash-bash-gash-gash-gash-bash-gash-bash-dash-bash.wav,5865.844661,9848.086773,,,,,
itd_pilot2,50,9/13/2024,50,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/15__side=l_itd=100_az=0_mag=0__l=dash-bash-dash-gash-dash-gash-bash-gash-gash-gash-bash-dash__r=gash-dash-bash-gash-gash-gash-dash-dash-bash-gash-dash-bash.wav,3047.748494,6910.347035,10182.33171,,,,
itd_pilot2,51,9/13/2024,51,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/15__side=l_itd=400_az=0_mag=0__l=dash-dash-bash-gash-dash-bash-gash-dash-dash-gash-dash-dash__r=gash-bash-dash-bash-dash-gash-bash-gash-dash-dash-bash-gash.wav,3427.367676,5736.106187,,,,,
itd_pilot2,52,9/13/2024,52,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/15__side=r_itd=200_az=0_mag=0__l=gash-gash-bash-gash-dash-dash-gash-dash-dash-bash-dash-gash__r=gash-bash-gash-bash-gash-bash-gash-gash-dash-dash-bash-dash.wav,3056.090719,4349.44168,5757.538226,8245.398468,9997.403716,,
itd_pilot2,53,9/13/2024,53,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/15__side=r_itd=100_az=0_mag=0__l=dash-gash-gash-gash-gash-bash-dash-gash-bash-dash-gash-dash__r=gash-dash-bash-gash-bash-gash-dash-dash-dash-bash-gash-bash.wav,3611.160398,5058.844025,9357.886931,10814.48081,,,
itd_pilot2,54,9/13/2024,54,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/15__side=r_itd=400_az=0_mag=0__l=dash-dash-dash-bash-gash-dash-gash-dash-gash-dash-gash-bash__r=gash-bash-gash-dash-bash-dash-bash-gash-bash-dash-dash-gash.wav,3431.427041,5231.404541,6831.418781,8231.764921,,,
itd_pilot2,55,9/13/2024,55,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/15__side=l_itd=50_az=0_mag=0__l=dash-gash-bash-dash-gash-gash-dash-bash-gash-dash-gash-dash__r=dash-bash-gash-bash-dash-dash-gash-gash-bash-dash-dash-bash.wav,3555.164943,7760.237002,10630.43029,,,,
itd_pilot2,56,9/13/2024,56,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/15__side=r_itd=50_az=0_mag=0__l=dash-gash-bash-gash-dash-gash-dash-bash-dash-dash-dash-dash__r=gash-bash-dash-dash-dash-dash-bash-dash-bash-dash-gash-bash.wav,6657.327569,8705.197926,10873.13591,,,,
itd_pilot2,57,9/13/2024,57,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/16__side=l_itd=400_az=0_mag=0__l=gash-bash-dash-gash-dash-bash-gash-dash-dash-bash-dash-dash__r=gash-gash-dash-dash-bash-gash-gash-bash-dash-gash-bash-gash.wav,2923.724821,6083.662255,9259.499202,,,,
itd_pilot2,58,9/13/2024,58,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/16__side=r_itd=400_az=0_mag=0__l=dash-dash-gash-dash-dash-gash-dash-bash-gash-gash-bash-gash__r=dash-dash-bash-dash-bash-gash-gash-dash-dash-bash-dash-bash.wav,3422.591007,4976.087036,9222.516096,10798.46727,,,
itd_pilot2,59,9/13/2024,59,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/16__side=l_itd=200_az=0_mag=0__l=gash-bash-gash-dash-gash-dash-bash-gash-dash-gash-gash-dash__r=dash-dash-bash-dash-bash-gash-gash-gash-gash-bash-dash-bash.wav,2672.429657,6844.394646,,,,,
itd_pilot2,60,9/13/2024,60,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/16__side=r_itd=200_az=0_mag=0__l=gash-dash-dash-gash-bash-gash-dash-bash-dash-dash-dash-dash__r=dash-dash-bash-gash-dash-dash-bash-gash-bash-gash-bash-gash.wav,3659.518919,6651.602068,8459.535489,9747.508528,,,
itd_pilot2,61,9/13/2024,61,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/16__side=l_itd=100_az=0_mag=0__l=gash-dash-bash-dash-dash-dash-dash-gash-dash-bash-gash-dash__r=dash-bash-dash-dash-bash-dash-bash-gash-dash-gash-bash-gash.wav,3594.188213,9177.592003,,,,,
itd_pilot2,62,9/13/2024,62,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/16__side=r_itd=100_az=0_mag=0__l=dash-gash-gash-dash-bash-gash-bash-gash-gash-gash-dash-gash__r=dash-bash-gash-dash-dash-bash-dash-bash-gash-dash-bash-gash.wav,3175.056103,5903.018175,7703.000466,10023.00505,,,
itd_pilot2,63,9/13/2024,63,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/16__side=l_itd=50_az=0_mag=0__l=gash-gash-bash-gash-dash-bash-gash-gash-dash-gash-gash-dash__r=dash-bash-dash-dash-bash-gash-bash-dash-gash-dash-dash-bash.wav,3757.539436,6205.572292,,,,,
itd_pilot2,64,9/13/2024,64,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/16__side=r_itd=50_az=0_mag=0__l=dash-gash-dash-dash-bash-dash-bash-dash-dash-gash-gash-gash__r=gash-bash-dash-bash-dash-bash-gash-dash-dash-bash-gash-gash.wav,2995.462993,4257.919108,6114.353009,9224.529113,,,
itd_pilot2,65,9/13/2024,65,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/17__side=r_itd=100_az=0_mag=0__l=dash-gash-dash-gash-dash-bash-gash-gash-dash-gash-dash-bash__r=gash-bash-gash-gash-bash-gash-bash-dash-gash-dash-bash-dash.wav,2665.922368,5037.146946,7218.010139,10145.98912,,,
itd_pilot2,66,9/13/2024,66,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/17__side=l_itd=200_az=0_mag=0__l=gash-gash-bash-dash-dash-dash-gash-bash-dash-gash-gash-dash__r=gash-bash-dash-dash-bash-dash-dash-gash-bash-dash-bash-dash.wav,3421.766711,7026.737621,7826.697806,,,,
itd_pilot2,67,9/13/2024,67,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/17__side=r_itd=200_az=0_mag=0__l=dash-gash-gash-dash-dash-gash-bash-gash-bash-gash-gash-gash__r=dash-bash-gash-bash-dash-bash-dash-bash-dash-gash-gash-dash.wav,2773.17412,4170.741251,5931.549537,7662.812362,,,
itd_pilot2,68,9/13/2024,68,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/17__side=l_itd=50_az=0_mag=0__l=dash-gash-bash-dash-bash-gash-gash-dash-gash-dash-gash-dash__r=gash-bash-gash-gash-gash-bash-dash-dash-bash-gash-dash-bash.wav,3972.594142,5164.60776,9908.585007,,,,
itd_pilot2,69,9/13/2024,69,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/17__side=l_itd=100_az=0_mag=0__l=dash-bash-gash-gash-gash-dash-dash-dash-bash-dash-gash-dash__r=gash-dash-bash-dash-bash-dash-bash-dash-gash-dash-bash-gash.wav,2856.444622,8480.243164,,,,,
itd_pilot2,70,9/13/2024,70,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/17__side=r_itd=50_az=0_mag=0__l=gash-bash-gash-dash-gash-bash-gash-bash-gash-gash-gash-dash__r=dash-gash-bash-dash-dash-dash-dash-dash-bash-gash-bash-dash.wav,3785.411091,8561.031582,9817.001016,,,,
itd_pilot2,71,9/13/2024,71,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/17__side=l_itd=400_az=0_mag=0__l=gash-dash-bash-dash-dash-gash-dash-dash-bash-gash-dash-gash__r=dash-bash-gash-dash-dash-bash-gash-bash-gash-gash-dash-bash.wav,3456.40512,8440.178348,,,,,
itd_pilot2,72,9/13/2024,72,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/17__side=r_itd=400_az=0_mag=0__l=gash-dash-gash-bash-dash-bash-gash-gash-dash-bash-gash-dash__r=dash-dash-bash-dash-dash-dash-dash-dash-bash-dash-gash-bash.wav,3491.135291,8413.325866,10611.13846,,,,
itd_pilot2,73,9/13/2024,73,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/18__side=l_itd=100_az=0_mag=0__l=dash-bash-dash-gash-bash-dash-dash-dash-dash-dash-bash-dash__r=dash-dash-bash-gash-gash-dash-gash-bash-dash-dash-dash-bash.wav,2674.864747,5117.841283,9845.99103,,,,
itd_pilot2,74,9/13/2024,74,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/18__side=l_itd=200_az=0_mag=0__l=gash-bash-dash-dash-gash-gash-gash-dash-gash-gash-bash-gash__r=dash-gash-bash-dash-dash-bash-dash-bash-gash-bash-dash-gash.wav,2583.659309,5233.432704,9838.809157,,,,
itd_pilot2,75,9/13/2024,75,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/18__side=l_itd=400_az=0_mag=0__l=dash-gash-dash-bash-dash-gash-gash-gash-dash-bash-gash-gash__r=gash-dash-bash-dash-bash-gash-bash-dash-dash-gash-bash-gash.wav,4189.868297,8981.795754,,,,,
itd_pilot2,76,9/13/2024,76,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/18__side=r_itd=50_az=0_mag=0__l=dash-dash-dash-dash-bash-gash-bash-gash-dash-dash-dash-dash__r=dash-bash-dash-bash-gash-bash-gash-gash-gash-bash-gash-gash.wav,2914.293417,4178.273335,5786.255119,9338.949876,,,
itd_pilot2,77,9/13/2024,77,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/18__side=r_itd=200_az=0_mag=0__l=dash-bash-dash-dash-dash-dash-gash-dash-dash-gash-bash-dash__r=gash-dash-bash-dash-dash-dash-bash-gash-bash-gash-dash-bash.wav,3452.980172,6884.961164,8517.611103,10832.57555,,,
itd_pilot2,78,9/13/2024,78,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/18__side=l_itd=50_az=0_mag=0__l=dash-bash-dash-gash-gash-bash-dash-dash-dash-gash-gash-gash__r=dash-dash-bash-dash-bash-dash-gash-bash-gash-dash-dash-bash.wav,2905.95983,5813.093896,10685.1079,,,,
itd_pilot2,79,9/13/2024,79,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/18__side=r_itd=100_az=0_mag=0__l=dash-gash-dash-gash-dash-dash-dash-gash-dash-bash-dash-bash__r=dash-dash-gash-dash-bash-gash-bash-gash-bash-dash-bash-dash.wav,5122.402553,8396.224024,9914.371793,,,,
itd_pilot2,80,9/13/2024,80,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/18__side=r_itd=400_az=0_mag=0__l=dash-dash-gash-bash-dash-gash-gash-dash-dash-dash-bash-dash__r=gash-gash-bash-dash-gash-bash-dash-bash-dash-gash-dash-bash.wav,3527.212456,6039.175898,7511.037793,10487.1374,,,
itd_pilot2,81,9/13/2024,81,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/19__side=l_itd=100_az=0_mag=0__l=dash-dash-dash-dash-dash-gash-gash-bash-dash-dash-gash-bash__r=dash-bash-dash-bash-gash-bash-dash-dash-gash-bash-dash-gash.wav,7370.503786,10574.65855,,,,,
itd_pilot2,82,9/13/2024,82,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/19__side=l_itd=200_az=0_mag=0__l=dash-bash-dash-gash-dash-bash-dash-bash-gash-gash-gash-bash__r=gash-dash-gash-gash-gash-gash-bash-gash-dash-dash-bash-dash.wav,2951.658951,6051.794731,7771.772231,10507.85455,,,
itd_pilot2,83,9/13/2024,83,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/19__side=l_itd=400_az=0_mag=0__l=gash-gash-dash-bash-dash-dash-gash-gash-dash-dash-bash-gash__r=dash-gash-bash-dash-dash-gash-bash-dash-bash-gash-dash-bash.wav,4362.917689,9775.706529,,,,,
itd_pilot2,84,9/13/2024,84,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/19__side=r_itd=100_az=0_mag=0__l=dash-gash-gash-gash-bash-dash-gash-dash-bash-gash-dash-dash__r=gash-gash-bash-gash-dash-bash-dash-bash-dash-gash-bash-dash.wav,3730.238325,5834.194864,7362.098642,8922.187678,9906.405785,,
itd_pilot2,85,9/13/2024,85,2,side=l_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=50_az=0_mag=0/19__side=l_itd=50_az=0_mag=0__l=gash-gash-gash-gash-dash-bash-dash-dash-bash-dash-gash-dash__r=dash-bash-gash-bash-gash-dash-bash-gash-gash-dash-gash-bash.wav,5916.581973,8275.829785,,,,,
itd_pilot2,86,9/13/2024,86,7,side=r_itd=50_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=50_az=0_mag=0/19__side=r_itd=50_az=0_mag=0__l=gash-dash-gash-dash-gash-gash-gash-dash-bash-gash-bash-gash__r=dash-dash-dash-bash-dash-dash-bash-gash-gash-bash-dash-bash.wav,4225.843849,6569.82106,10498.90146,,,,
itd_pilot2,87,9/13/2024,87,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/19__side=r_itd=400_az=0_mag=0__l=gash-gash-gash-gash-bash-gash-bash-gash-gash-gash-dash-dash__r=gash-bash-gash-bash-gash-gash-gash-dash-gash-bash-dash-bash.wav,2474.324796,4402.151734,9282.35481,10522.26501,,,
itd_pilot2,88,9/13/2024,88,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/19__side=r_itd=200_az=0_mag=0__l=dash-gash-bash-gash-dash-gash-gash-dash-dash-dash-bash-gash__r=dash-bash-dash-dash-bash-dash-dash-bash-dash-bash-gash-gash.wav,2868.680599,4938.561613,7706.586675,9213.722025,,,
itd_pilot2,89,9/13/2024,89,5,side=r_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=400_az=0_mag=0/1__side=r_itd=400_az=0_mag=0__l=dash-bash-gash-dash-dash-dash-gash-dash-gash-gash-bash-dash__r=dash-gash-bash-dash-gash-bash-dash-dash-gash-bash-gash-bash.wav,3574.577943,5710.615857,8155.545842,9152.597098,,,
itd_pilot2,90,9/13/2024,90,4,side=l_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=200_az=0_mag=0/1__side=l_itd=200_az=0_mag=0__l=gash-gash-bash-dash-gash-gash-bash-dash-dash-dash-dash-gash__r=gash-gash-dash-bash-dash-bash-gash-dash-gash-bash-gash-bash.wav,3435.947354,6624.801079,,,,,
itd_pilot2,91,9/13/2024,91,3,side=l_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=100_az=0_mag=0/1__side=l_itd=100_az=0_mag=0__l=gash-gash-dash-gash-dash-dash-gash-dash-bash-dash-bash-dash__r=dash-dash-bash-dash-bash-dash-gash-gash-gash-bash-gash-bash.wav,8593.605764,10196.94761,,,,,
itd_pilot2,92,9/13/2024,92,6,side=r_itd=200_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=200_az=0_mag=0/1__side=r_itd=200_az=0_mag=0__l=gash-gash-gash-gash-gash-bash-gash-gash-gash-bash-dash-gash__r=gash-bash-dash-bash-dash-gash-bash-gash-gash-dash-bash-gash.wav,2831.103072,4418.841172,6650.7638,9722.726401,,,
itd_pilot2,93,9/13/2024,93,8,side=l_itd=400_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=l_itd=400_az=0_mag=0/1__side=l_itd=400_az=0_mag=0__l=gash-dash-dash-bash-dash-gash-bash-gash-gash-gash-gash-gash__r=dash-dash-gash-dash-dash-bash-gash-bash-gash-bash-gash-bash.wav,4353.965733,6987.942552,,,,,
itd_pilot2,94,9/13/2024,94,1,side=r_itd=100_az=0_mag=0,stim/mild-master/s_itd_pilot2/side=r_itd=100_az=0_mag=0/1__side=r_itd=100_az=0_mag=0__l=gash-dash-gash-dash-gash-bash-gash-bash-dash-dash-gash-gash__r=gash-bash-gash-dash-bash-gash-bash-gash-gash-bash-gash-dash.wav,2539.762696,5022.345053,6635.649183,9051.644173,,,
