0_practice,Target,gash,0,dash,35280,bash,70560,gash,116865,gash,141120,bash,187425,gash,211680,dash,257985,gash,293265,dash,317520,gash,363825,dash,399105
0_practice,Masker,gash,11025,bash,46305,dash,81585,bash,105840,dash,152145,gash,176400,bash,222705,gash,246960,gash,282240,bash,328545,gash,352800,dash,388080
1_practice,Target,gash,0,gash,35280,dash,81585,dash,116865,bash,152145,gash,176400,gash,211680,dash,246960,bash,293265,gash,328545,gash,352800,gash,388080
1_practice,Masker,gash,11025,dash,46305,dash,70560,dash,105840,gash,141120,bash,187425,gash,222705,bash,257985,gash,282240,bash,317520,gash,363825,bash,399105
2_practice,Target,dash,0,gash,46305,dash,81585,dash,105840,dash,152145,dash,176400,bash,222705,gash,257985,bash,293265,gash,328545,gash,352800,gash,399105
2_practice,Masker,gash,11025,dash,35280,gash,70560,bash,116865,gash,141120,bash,187425,gash,211680,bash,246960,dash,282240,bash,317520,dash,363825,gash,388080
3_practice,Target,dash,11025,dash,35280,bash,81585,dash,105840,dash,141120,gash,187425,bash,211680,gash,246960,gash,282240,gash,328545,dash,352800,gash,388080
3_practice,Masker,dash,0,dash,46305,gash,70560,bash,116865,gash,152145,bash,176400,dash,222705,bash,257985,dash,293265,bash,317520,gash,363825,dash,399105
4_practice,Target,gash,0,dash,35280,bash,70560,dash,105840,dash,141120,bash,176400,dash,211680,dash,246960,dash,282240,gash,317520,dash,352800,gash,399105
4_practice,Masker,dash,11025,bash,46305,gash,81585,bash,116865,dash,152145,gash,187425,dash,222705,bash,257985,gash,293265,dash,328545,dash,363825,bash,388080
5_practice,Target,gash,0,dash,46305,gash,70560,dash,105840,gash,152145,bash,187425,dash,222705,gash,246960,bash,293265,dash,317520,dash,352800,bash,399105
5_practice,Masker,dash,11025,dash,35280,gash,81585,dash,116865,bash,141120,gash,176400,bash,211680,dash,257985,gash,282240,bash,328545,dash,363825,gash,388080
6_practice,Target,gash,0,gash,46305,gash,81585,dash,116865,bash,152145,dash,176400,gash,222705,dash,257985,gash,293265,gash,328545,gash,352800,bash,399105
6_practice,Masker,dash,11025,bash,35280,dash,70560,bash,105840,gash,141120,dash,187425,gash,211680,bash,246960,dash,282240,dash,317520,bash,363825,dash,388080
7_practice,Target,dash,0,bash,35280,dash,81585,dash,116865,gash,152145,dash,187425,dash,222705,gash,257985,dash,293265,dash,328545,gash,352800,bash,399105
7_practice,Masker,gash,11025,gash,46305,bash,70560,dash,105840,bash,141120,dash,176400,dash,211680,bash,246960,gash,282240,bash,317520,dash,363825,dash,388080
8_practice,Target,gash,11025,dash,35280,dash,81585,gash,105840,gash,152145,bash,176400,gash,222705,gash,246960,dash,293265,bash,317520,dash,363825,dash,399105
8_practice,Masker,gash,0,bash,46305,dash,70560,dash,116865,bash,141120,gash,187425,gash,211680,dash,257985,bash,282240,dash,328545,bash,352800,dash,388080
9_practice,Target,gash,11025,gash,46305,bash,70560,gash,105840,gash,152145,gash,176400,bash,211680,gash,257985,gash,293265,gash,328545,gash,363825,dash,388080
9_practice,Masker,dash,0,bash,35280,dash,81585,gash,116865,bash,141120,dash,187425,gash,222705,bash,246960,dash,282240,gash,317520,dash,352800,bash,399105
10_practice,Target,dash,11025,gash,46305,dash,81585,dash,116865,dash,141120,dash,176400,bash,211680,gash,246960,dash,282240,dash,328545,bash,363825,gash,388080
10_practice,Masker,dash,0,bash,35280,dash,70560,dash,105840,gash,152145,bash,187425,gash,222705,bash,257985,dash,293265,bash,317520,gash,352800,dash,399105
11_practice,Target,gash,0,bash,35280,gash,70560,dash,116865,gash,141120,gash,176400,bash,211680,dash,257985,dash,293265,dash,328545,bash,363825,dash,388080
11_practice,Masker,gash,11025,gash,46305,gash,81585,bash,105840,gash,152145,dash,187425,dash,222705,gash,246960,bash,282240,gash,317520,dash,352800,bash,399105
12_practice,Target,gash,0,dash,46305,bash,81585,gash,116865,dash,141120,bash,176400,dash,222705,bash,246960,gash,293265,gash,317520,gash,352800,dash,388080
12_practice,Masker,gash,11025,dash,35280,gash,70560,bash,105840,gash,152145,gash,187425,dash,211680,gash,257985,dash,282240,bash,328545,gash,363825,bash,399105
13_practice,Target,dash,11025,dash,46305,gash,70560,bash,116865,dash,141120,dash,176400,dash,222705,dash,246960,dash,293265,bash,317520,dash,363825,dash,399105
13_practice,Masker,gash,0,dash,35280,bash,81585,dash,105840,bash,152145,gash,187425,gash,211680,gash,257985,bash,282240,gash,328545,bash,352800,dash,388080
14_practice,Target,dash,11025,gash,46305,dash,81585,dash,105840,bash,141120,gash,187425,gash,222705,gash,246960,gash,282240,bash,317520,dash,352800,dash,388080
14_practice,Masker,dash,0,bash,35280,dash,70560,bash,116865,dash,152145,gash,176400,dash,211680,bash,257985,gash,293265,dash,328545,dash,363825,bash,399105
15_practice,Target,dash,0,dash,46305,gash,81585,dash,116865,dash,141120,dash,187425,bash,222705,gash,257985,gash,293265,gash,328545,bash,363825,gash,399105
15_practice,Masker,gash,11025,bash,35280,dash,70560,gash,105840,gash,152145,bash,176400,dash,211680,dash,246960,bash,282240,dash,317520,dash,352800,bash,388080
16_practice,Target,dash,0,dash,35280,gash,70560,bash,116865,dash,152145,gash,187425,bash,211680,gash,257985,gash,282240,dash,328545,gash,352800,gash,399105
16_practice,Masker,gash,11025,dash,46305,bash,81585,gash,105840,gash,141120,bash,176400,gash,222705,dash,246960,dash,293265,bash,317520,dash,363825,bash,388080
17_practice,Target,gash,0,gash,35280,bash,81585,dash,105840,bash,152145,dash,176400,gash,211680,dash,246960,dash,293265,gash,317520,dash,352800,bash,399105
17_practice,Masker,dash,11025,bash,46305,gash,70560,bash,116865,gash,141120,dash,187425,gash,222705,gash,257985,dash,282240,bash,328545,gash,363825,gash,388080
18_practice,Target,gash,11025,bash,46305,gash,81585,gash,105840,gash,141120,gash,187425,gash,222705,gash,257985,bash,282240,dash,317520,gash,352800,bash,388080
18_practice,Masker,gash,0,gash,35280,gash,70560,bash,116865,gash,152145,gash,176400,bash,211680,gash,246960,gash,293265,dash,328545,bash,363825,dash,399105
19_practice,Target,dash,11025,dash,35280,gash,70560,bash,105840,dash,152145,gash,187425,dash,222705,bash,257985,gash,282240,dash,317520,dash,352800,dash,399105
19_practice,Masker,gash,0,bash,46305,gash,81585,dash,116865,bash,141120,dash,176400,bash,211680,gash,246960,dash,293265,gash,328545,bash,363825,gash,388080
20_practice,Target,dash,0,gash,46305,bash,70560,gash,116865,dash,141120,dash,187425,dash,222705,dash,257985,dash,282240,dash,328545,bash,352800,dash,388080
20_practice,Masker,dash,11025,dash,35280,dash,81585,gash,105840,gash,152145,bash,176400,gash,211680,bash,246960,dash,293265,bash,317520,gash,363825,bash,399105
21_practice,Target,gash,0,dash,35280,bash,81585,gash,116865,dash,152145,gash,176400,dash,211680,dash,257985,bash,293265,gash,317520,dash,363825,dash,399105
21_practice,Masker,dash,11025,bash,46305,dash,70560,bash,105840,dash,141120,gash,187425,dash,222705,bash,246960,gash,282240,gash,328545,bash,352800,dash,388080
22_practice,Target,gash,0,dash,46305,dash,70560,bash,116865,dash,141120,gash,176400,dash,211680,dash,257985,bash,282240,dash,317520,dash,352800,gash,399105
22_practice,Masker,dash,11025,dash,35280,bash,81585,gash,105840,bash,152145,gash,187425,bash,222705,dash,246960,dash,293265,gash,328545,dash,363825,bash,388080
23_practice,Target,dash,11025,gash,35280,gash,81585,bash,105840,dash,141120,dash,187425,dash,222705,gash,246960,dash,282240,gash,328545,dash,363825,bash,399105
23_practice,Masker,gash,0,gash,46305,bash,70560,gash,116865,bash,152145,dash,176400,bash,211680,gash,257985,bash,293265,gash,317520,gash,352800,dash,388080
24_practice,Target,dash,11025,dash,35280,bash,70560,dash,105840,dash,152145,bash,176400,gash,222705,bash,246960,gash,293265,dash,328545,dash,363825,bash,388080
24_practice,Masker,dash,0,gash,46305,dash,81585,dash,116865,bash,141120,dash,187425,gash,211680,dash,257985,dash,282240,bash,317520,gash,352800,dash,399105
25_practice,Target,gash,11025,bash,46305,dash,81585,gash,105840,dash,152145,dash,187425,gash,211680,dash,257985,bash,293265,gash,317520,dash,352800,gash,388080
25_practice,Masker,gash,0,gash,35280,bash,70560,gash,116865,dash,141120,bash,176400,gash,222705,bash,246960,dash,282240,dash,328545,dash,363825,bash,399105
26_practice,Target,dash,11025,bash,46305,gash,81585,dash,105840,gash,141120,gash,187425,gash,211680,dash,257985,bash,282240,dash,317520,dash,352800,gash,399105
26_practice,Masker,dash,0,dash,35280,gash,70560,bash,116865,dash,152145,bash,176400,dash,222705,bash,246960,gash,293265,gash,328545,bash,363825,dash,388080
27_practice,Target,gash,11025,bash,35280,gash,81585,gash,105840,dash,141120,gash,187425,dash,211680,dash,246960,bash,293265,gash,317520,bash,352800,dash,399105
27_practice,Masker,gash,0,gash,46305,bash,70560,dash,116865,gash,152145,gash,176400,dash,222705,bash,257985,gash,282240,bash,328545,gash,363825,dash,388080
28_practice,Target,gash,0,dash,46305,dash,70560,dash,116865,gash,141120,dash,187425,dash,211680,dash,257985,gash,293265,bash,328545,gash,363825,bash,388080
28_practice,Masker,gash,11025,bash,35280,gash,81585,bash,105840,gash,152145,gash,176400,bash,222705,gash,246960,bash,282240,gash,317520,dash,352800,gash,399105
29_practice,Target,dash,0,dash,46305,gash,70560,bash,105840,gash,141120,dash,176400,gash,222705,gash,246960,dash,282240,dash,317520,bash,352800,dash,399105
29_practice,Masker,gash,11025,bash,35280,gash,81585,gash,116865,dash,152145,bash,187425,gash,211680,dash,257985,dash,293265,bash,328545,dash,363825,bash,388080
30_practice,Target,dash,11025,dash,46305,gash,70560,dash,116865,gash,141120,bash,187425,dash,222705,gash,246960,dash,293265,gash,317520,dash,352800,bash,399105
30_practice,Masker,gash,0,bash,35280,dash,81585,bash,105840,dash,152145,dash,176400,dash,211680,gash,257985,bash,282240,dash,328545,bash,363825,dash,388080
31_practice,Target,dash,0,gash,46305,dash,81585,bash,105840,dash,152145,dash,176400,bash,211680,dash,246960,gash,282240,bash,328545,dash,363825,gash,388080
31_practice,Masker,dash,11025,dash,35280,bash,70560,dash,116865,gash,141120,gash,187425,dash,222705,bash,257985,dash,293265,dash,317520,bash,352800,dash,399105
32_practice,Target,gash,11025,dash,46305,dash,70560,dash,105840,dash,152145,dash,187425,gash,211680,bash,257985,dash,282240,gash,328545,dash,352800,bash,399105
32_practice,Masker,gash,0,bash,35280,gash,81585,bash,116865,dash,141120,gash,176400,bash,222705,dash,246960,gash,293265,gash,317520,bash,363825,gash,388080
33_practice,Target,gash,11025,gash,46305,gash,70560,dash,105840,gash,152145,gash,187425,bash,211680,gash,257985,gash,282240,gash,328545,bash,363825,dash,399105
33_practice,Masker,gash,0,dash,35280,dash,81585,bash,116865,gash,141120,bash,176400,dash,222705,bash,246960,dash,293265,bash,317520,gash,352800,dash,388080
34_practice,Target,dash,0,bash,35280,dash,70560,gash,116865,dash,141120,bash,187425,dash,222705,gash,257985,gash,293265,gash,317520,dash,352800,gash,388080
34_practice,Masker,dash,11025,gash,46305,gash,81585,bash,105840,dash,152145,gash,176400,bash,211680,gash,246960,dash,282240,bash,328545,dash,363825,bash,399105
35_practice,Target,dash,11025,dash,46305,bash,81585,dash,105840,dash,141120,dash,176400,dash,222705,bash,246960,gash,282240,dash,317520,dash,363825,dash,388080
35_practice,Masker,dash,0,gash,35280,dash,70560,gash,116865,bash,152145,gash,187425,bash,211680,dash,257985,bash,293265,gash,328545,bash,352800,gash,399105
36_practice,Target,gash,11025,dash,35280,gash,81585,gash,116865,dash,141120,dash,187425,bash,222705,gash,257985,bash,293265,gash,317520,gash,363825,dash,399105
36_practice,Masker,dash,0,bash,46305,gash,70560,bash,105840,dash,152145,bash,176400,dash,211680,gash,246960,dash,282240,dash,328545,bash,352800,dash,388080
37_practice,Target,gash,0,gash,46305,dash,70560,gash,105840,gash,152145,gash,187425,bash,211680,gash,246960,gash,282240,bash,317520,dash,363825,dash,388080
