0_practice,0__practice__l=g-g-d-d-d-d-b-g-d-b-d-b-d-g-d-g__r=d-g-g-b-d-g-d-d-g-d-g-d-g-b-d-b.wav,Masker,g,0,g,26460,d,52920,d,90405,d,105840,d,143325,b,169785,g,196245,d,222705,b,249165,d,264600,b,302085,d,328545,g,355005,d,381465,g,407925
0_practice,0__practice__l=g-g-d-d-d-d-b-g-d-b-d-b-d-g-d-g__r=d-g-g-b-d-g-d-d-g-d-g-d-g-b-d-b.wav,Target,d,11025,g,37485,g,63945,b,79380,d,116865,g,132300,d,158760,d,185220,g,211680,d,238140,g,275625,d,291060,g,317520,b,343980,d,370440,b,396900
