# -*- coding: utf-8 -*-

# A datafile created by Gustav!
# 
# Experiment: mild-2
# 
# Vocoded speech in spatially-separated speech or noise maskers.
# 
# $comments
# 

S,Trial,Date,Block,Condition,masker,Soundfile,Times
NDARPO357XZ6,41,2024-02-14,41,17,side=r_masker=speech_itd=0_ild=0_az=20_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=20_mag=0_control=0/2_side=r_masker=speech_itd=0_ild=0_az=20_mag=0_control=0.wav,41.63360192881786,70.64354978486766,82.19007845720692,84.3997140084771,90.85814587404288
NDARPO357XZ6,42,2024-02-14,42,4,side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/2_side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,30.59060871508073,34.91981675206354,44.298540680752815,72.5079596955634,88.76464341936533
NDARPO357XZ6,43,2024-02-14,43,12,side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/2_side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,26.86424022647466,43.34467986840988,52.56038676553666,58.05471381171324,68.42109898455536,90.56901479589676,95.2716212966389
NDARPO357XZ6,44,2024-02-14,44,18,side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0/2_side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0.wav,23.74139903195017,31.72848542382737,40.224487209172956,57.571782959742315,61.352734367811394,73.75886759054706
NDARPO357XZ6,45,2024-02-14,45,11,side=r_masker=speech_itd=0_ild=0_az=20_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=20_mag=1_control=0/2_side=r_masker=speech_itd=0_ild=0_az=20_mag=1_control=0.wav,39.83463091745169,59.41016493641334,75.66978867200704,83.88427497977999,90.56744385306659
NDARPO357XZ6,46,2024-02-14,46,16,side=l_masker=speech_itd=50_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=50_ild=0_az=0_mag=0_control=0/2_side=l_masker=speech_itd=50_ild=0_az=0_mag=0_control=0.wav,57.790111892923434,68.38508094125201,78.3526849629186
NDARPO357XZ6,47,2024-02-14,47,1,side=l_masker=speech_itd=0_ild=0_az=20_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=20_mag=1_control=0/2_side=l_masker=speech_itd=0_ild=0_az=20_mag=1_control=0.wav,22.956741746092835,30.506104435137814,52.48317585291604,63.98282706898713,86.07412192772644
NDARPO357XZ6,48,2024-02-14,48,7,side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/2_side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,31.69420382296933,42.137340804852705,45.53635848669143,57.659863074765404,66.2115862810415
NDARPO357XZ6,49,2024-02-14,49,14,side=l_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0/2_side=l_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0.wav,26.94061635509254,28.71704474355888,32.683771217864134,38.349499012689584,44.72695514636239,60.156305000237296,68.31378307703308
NDARPO357XZ6,50,2024-02-14,50,8,side=l_masker=speech_itd=0_ild=0_az=20_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=20_mag=0_control=0/2_side=l_masker=speech_itd=0_ild=0_az=20_mag=0_control=0.wav,27.66059999798241,39.4341143651113,47.4499101462083,56.45634470318299,60.76111281009504,69.60177751954666,90.23634844207545
NDARPO357XZ6,51,2024-02-14,51,15,side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/2_side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,32.53153250663582,35.37116870931451,43.56000016891508,48.539221659560624,63.38317606005533,90.51196775635748,94.55357631136845
NDARPO357XZ6,52,2024-02-14,52,13,side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/2_side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,47.51901933927635,55.84263338517849,70.02237469173397,74.42504869009592,85.18775146556942,90.4557277662549
NDARPO357XZ6,53,2024-02-14,53,5,side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/2_side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,36.88161673530948,39.285773439026364,57.160382164981186,66.39340800823238,74.49334087134322,85.99205671698998,94.54550746686552
NDARPO357XZ6,54,2024-02-14,54,6,side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/2_side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,40.26162351433468,48.889356408930325,53.40322264589569,65.52499180262781,74.47479747673803
NDARPO357XZ6,55,2024-02-14,55,9,side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/3_side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,30.724329174715376,32.42410038584233,38.76830095106001,53.722599360168154,63.91814353816866,80.51504270465894,83.35135777019384,87.02899875808819
NDARPO357XZ6,56,2024-02-14,56,3,side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/3_side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,23.330804773690097,31.60338027048673,48.29104016919914,52.75695333138968,81.97251101411514
NDARPO357XZ6,57,2024-02-14,57,2,side=r_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0/3_side=r_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0.wav,30.482399481433436,56.76537877821756,64.92805325750392,86.90259761598075
NDARPO357XZ6,58,2024-02-14,58,5,side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/3_side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,34.72077020767536,43.619096478606586,69.31452106950185,77.8825855733981,89.64943094418648
NDARPO357XZ6,59,2024-02-14,59,7,side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/3_side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,40.07277669517296,57.72280160131652,76.75556949187154,90.5203727151173,94.76795660368774
NDARPO357XZ6,60,2024-02-14,60,11,side=r_masker=speech_itd=0_ild=0_az=20_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=20_mag=1_control=0/3_side=r_masker=speech_itd=0_ild=0_az=20_mag=1_control=0.wav,24.5670601227268,34.87657939804222,48.30110503248882,81.66519309622538,85.59995640275156,90.4084660408219,95.65699376090043
NDARPO357XZ6,61,2024-02-14,61,8,side=l_masker=speech_itd=0_ild=0_az=20_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=20_mag=0_control=0/3_side=l_masker=speech_itd=0_ild=0_az=20_mag=0_control=0.wav,23.490053718199785,31.250550517193727,57.65956807026556,61.61179121190137,83.13719068062154
NDARPO357XZ6,62,2024-02-14,62,6,side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/3_side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,23.62791146297382,37.30819705941471,48.80739412830394,58.12327465777055,78.99827711890585,86.09637009843748
NDARPO357XZ6,63,2024-02-14,63,17,side=r_masker=speech_itd=0_ild=0_az=20_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=20_mag=0_control=0/3_side=r_masker=speech_itd=0_ild=0_az=20_mag=0_control=0.wav,30.426756106486614,64.01706192151417,79.28146437759904,84.30141249775036,91.06459768691522,95.05801932791076
NDARPO357XZ6,64,2024-02-14,64,18,side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0/3_side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0.wav,27.76072583078847,36.71149447848349,45.26467085613969,50.617047798953784,62.65493732911952,86.34368479258764,95.96402166363423
NDARPO357XZ6,65,2024-02-14,65,13,side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/3_side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,23.57032141523716,41.243444194849666,48.863886250100926,62.57212321098595,75.11697055431222
NDARPO357XZ6,66,2024-02-14,66,1,side=l_masker=speech_itd=0_ild=0_az=20_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=20_mag=1_control=0/3_side=l_masker=speech_itd=0_ild=0_az=20_mag=1_control=0.wav,38.64112898364529,47.15538557105717,55.01484186318004,60.619061305631874,65.4339012910213,76.0260740356976,90.98078154546799
NDARPO357XZ6,67,2024-02-14,67,16,side=l_masker=speech_itd=50_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=50_ild=0_az=0_mag=0_control=0/3_side=l_masker=speech_itd=50_ild=0_az=0_mag=0_control=0.wav,23.51809464762834,36.06765878669612,48.78219377818199,53.31389208625151,66.45584954075248,74.21656621805194,78.06818215002428,91.71701605415919
NDARPO357XZ6,68,2024-02-14,68,14,side=l_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0/3_side=l_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0.wav,32.26511132968,59.68171353701318,74.2388687784314,89.47659758564174
NDARPO357XZ6,69,2024-02-14,69,10,side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/3_side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,23.717559687248414,30.703732465741503,61.48647305346646
NDARPO357XZ6,70,2024-02-14,70,4,side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/3_side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,27.054485619255132,51.38928463270128,61.093890505750835,65.62910534939749,69.55486785380336,74.02748193488794,86.2549422369914
NDARPO357XZ6,71,2024-02-14,71,12,side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/3_side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,25.732841921953163,28.008158010812224,31.170498841037553,52.700207595857215,64.08083368143478,81.52819006721211
NDARPO357XZ6,72,2024-02-14,72,15,side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/3_side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,26.945314371048656,47.450849389720766,51.41540914863163,57.510841805870974,62.00831917086923,79.42553799820936,83.88972683476844
NDARPO357XZ6,73,2024-02-14,73,9,side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/4_side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,45.132994359260586,65.29862492761781,78.94989607004995,92.67078637587173
NDARPO357XZ6,74,2024-02-14,74,6,side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/4_side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,23.737823352038646,26.62687129250756,52.14982988558693,57.327947118761294,91.16096953236068
NDARPO357XZ6,75,2024-02-14,75,7,side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/4_side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,52.44200484737814,70.42096598992225,76.53813582799522,86.35883590406175,94.33383383226965
NDARPO357XZ6,76,2024-02-14,76,4,side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/4_side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,28.06075790571066,36.91540902444183,45.92143654120499,65.294694182464,93.90780210290929
NDARPO357XZ6,77,2024-02-14,77,1,side=l_masker=speech_itd=0_ild=0_az=20_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=20_mag=1_control=0/4_side=l_masker=speech_itd=0_ild=0_az=20_mag=1_control=0.wav,46.45331790718232,48.96318524199103,67.1858240700611,79.87359868412956
NDARPO357XZ6,78,2024-02-14,78,13,side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/4_side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,28.029480122046614,31.851394182918764,52.69719143970909,56.88948045147472,61.19158619662129,94.84134345396747
NDARPO357XZ6,79,2024-02-14,79,3,side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/4_side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,29.29862640623972,32.2490484158817,69.29774336974003,73.33815826667562,86.46439809831871,94.79285135395654
NDARPO357XZ6,80,2024-02-14,80,10,side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/4_side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,35.35420509743034,39.615748667611136,51.446589370814166,62.43482761376341,69.46410293130538,79.43657179045972
NDARPO357XZ6,81,2024-02-14,81,2,side=r_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0/4_side=r_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0.wav,24.420748513749714,36.14602868287583,45.66208293244507,67.1874000825786,74.72538807690424,79.08965166008866,95.6241526318154
NDARPO357XZ6,82,2024-02-14,82,12,side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/4_side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,52.530662244550655,61.31012577055576,65.23800762847696,74.62292047025815,86.18747174069816,92.12493850412294
NDARPO357XZ6,83,2024-02-14,83,15,side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/4_side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,56.559959651029445,74.17675870581655,78.10562495289514
NDARPO357XZ6,84,2024-02-14,84,8,side=l_masker=speech_itd=0_ild=0_az=20_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=20_mag=0_control=0/4_side=l_masker=speech_itd=0_ild=0_az=20_mag=0_control=0.wav,28.378661155265338,44.23915757293981,57.83436203614486,67.64071220822208,87.06307915528384
NDARPO357XZ6,85,2024-02-14,85,16,side=l_masker=speech_itd=50_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=50_ild=0_az=0_mag=0_control=0/4_side=l_masker=speech_itd=50_ild=0_az=0_mag=0_control=0.wav,23.38051190356106,27.4590962499971,64.8426510263889,82.5300295095241,91.29970138714279
NDARPO357XZ6,86,2024-02-14,86,17,side=r_masker=speech_itd=0_ild=0_az=20_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=20_mag=0_control=0/4_side=r_masker=speech_itd=0_ild=0_az=20_mag=0_control=0.wav,22.432393806761176,32.03715481917459,37.161684638671204,64.40509055911997,68.48360616335314,76.66833102501163
NDARPO357XZ6,87,2024-02-14,87,14,side=l_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0/4_side=l_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0.wav,27.19731156010954,32.01218197066573,41.86863142422423,69.14372617618653,82.25601432690837,88.78316739200358
NDARPO357XZ6,88,2024-02-14,88,5,side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/4_side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,36.0093251120379,38.89813797078816,47.28123969023381,63.707989767219175,73.110998604225,86.09309930408033,93.55998180484585
NDARPO357XZ6,89,2024-02-14,89,11,side=r_masker=speech_itd=0_ild=0_az=20_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=20_mag=1_control=0/4_side=r_masker=speech_itd=0_ild=0_az=20_mag=1_control=0.wav,24.22305905099203,27.72635699853715,46.871710412142804,94.45957582373111
NDARPO357XZ6,90,2024-02-14,90,18,side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0/4_side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0.wav,26.083999935224057,28.921519482088897,33.03231803457653,39.82904638981267,43.908258132691564,70.58869964594442,78.51897273922609,96.36098344929195
NDARPO357XZ6,91,2024-02-14,91,12,side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/5_side=r_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,27.160248589857115,41.83166389284072,45.11678587170169,57.12575920565206,69.89078318684284
NDARPO357XZ6,92,2024-02-14,92,9,side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/5_side=l_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,59.329320343615834,64.03041212823788,69.07215881060739,74.63549344376914,85.00243698258501
NDARPO357XZ6,93,2024-02-14,93,3,side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/5_side=r_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,26.093264931397535,28.668201566908397,56.709643072709994,64.99911269513292,74.32867581514044,85.79148424738737
NDARPO357XZ6,94,2024-02-14,94,1,side=l_masker=speech_itd=0_ild=0_az=20_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=20_mag=1_control=0/5_side=l_masker=speech_itd=0_ild=0_az=20_mag=1_control=0.wav,27.82044686410292,30.795228298211473,52.94500965331257,65.97100587362475,78.29657387027675
NDARPO357XZ6,95,2024-02-14,95,5,side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0/5_side=l_masker=speech_itd=0_ild=0_az=30_mag=0_control=0.wav,35.601635030921294,39.88196390870885,49.73800980568541,61.19806182284753,86.33068856388978
NDARPO357XZ6,96,2024-02-14,96,14,side=l_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0/5_side=l_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0.wav,23.901136846678,34.541912042240085,38.96069656863924,50.798310830120585,70.45389137061665,78.10089833147879
NDARPO357XZ6,97,2024-02-14,97,17,side=r_masker=speech_itd=0_ild=0_az=20_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=20_mag=0_control=0/5_side=r_masker=speech_itd=0_ild=0_az=20_mag=0_control=0.wav,27.946877964053236,31.288764659241075,40.6915261439066,61.31002731535477,65.16203195514817,78.26180224038798,87.93344601298716
NDARPO357XZ6,98,2024-02-14,98,2,side=r_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0/5_side=r_masker=speech_itd=0_ild=inf_az=0_mag=0_control=0.wav,45.11801280546347,73.20852922597003,94.61691809712556
NDARPO357XZ6,99,2024-02-14,99,6,side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/5_side=r_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,26.035776022855835,28.14378620020389,31.54708351477061,57.15033751819342,74.37000130010209,90.74013970003492
NDARPO357XZ6,100,2024-02-14,100,16,side=l_masker=speech_itd=50_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=50_ild=0_az=0_mag=0_control=0/5_side=l_masker=speech_itd=50_ild=0_az=0_mag=0_control=0.wav,44.56567179953147,58.083880400571886,62.03405942849629,66.11212476735643,78.1208912785904,90.67304647686089
NDARPO357XZ6,101,2024-02-14,101,18,side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0/5_side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0.wav,31.444245860817666,52.85611437167197,61.52312442495958,85.88059717800543
NDARPO357XZ6,102,2024-02-14,102,4,side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0/5_side=l_masker=speech_itd=0_ild=0_az=30_mag=1_control=0.wav,30.009921204616184,43.43405980850099,58.27509414315284,65.00064370753911,93.57958782883998
NDARPO357XZ6,103,2024-02-14,103,13,side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0/5_side=r_masker=speech_itd=0_ild=0_az=10_mag=1_control=0.wav,27.396967068087708,35.91424934207962,58.044280923626324,65.50391585415085
NDARPO357XZ6,104,2024-02-14,104,8,side=l_masker=speech_itd=0_ild=0_az=20_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=20_mag=0_control=0/5_side=l_masker=speech_itd=0_ild=0_az=20_mag=0_control=0.wav,25.339748842257443,30.09755956738505,47.77073381563988,52.356275531271656,73.54409434025995,81.47431010598648
NDARPO357XZ6,105,2024-02-14,105,10,side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0/5_side=l_masker=speech_itd=500_ild=0_az=0_mag=0_control=0.wav,24.689372846752477,34.97578773543771,56.87142636831496,77.66495007363174
NDARPO357XZ6,106,2024-02-14,106,11,side=r_masker=speech_itd=0_ild=0_az=20_mag=1_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=20_mag=1_control=0/5_side=r_masker=speech_itd=0_ild=0_az=20_mag=1_control=0.wav,23.24620452021848,34.37905842294899,52.30424853161721,64.99297087169245,74.84914763162213,88.55708659997792
NDARPO357XZ6,107,2024-02-14,107,15,side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/5_side=r_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,48.96103081839914,72.41561896218272,80.0585654478363,90.93435836380968
NDARPO357XZ6,108,2024-02-14,108,7,side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0/5_side=l_masker=speech_itd=0_ild=0_az=10_mag=0_control=0.wav,34.40179466388189,44.484373467917926,51.84807193671733,63.74714507867988,73.34866231613864,93.9351669632433
NDARPO357XZ6,109,2024-02-14,109,18,side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0,stim/bobmike/mild-2/s_NDARPO357XZ6/side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0/6_side=r_masker=speech_itd=50_ild=0_az=0_mag=0_control=0.wav,30.521968029550234,46.042508829683484,65.52846402388451,78.73689406132203,94.70168381448569
