0_practice,0__practice__l=dash-bash-gash-gash-gash-gash-dash-gash-bash-dash-gash-gash__r=dash-dash-gash-bash-gash-dash-bash-gash-dash-gash-gash-dash.wav,Target,dash,0,bash,35280,gash,70560,gash,116865,gash,141120,gash,187425,dash,222705,gash,246960,bash,282240,dash,328545,gash,352800,gash,388080
0_practice,0__practice__l=dash-bash-gash-gash-gash-gash-dash-gash-bash-dash-gash-gash__r=dash-dash-gash-bash-gash-dash-bash-gash-dash-gash-gash-dash.wav,Masker,dash,11025,dash,46305,gash,81585,bash,105840,gash,152145,dash,176400,bash,211680,gash,257985,dash,293265,gash,317520,gash,363825,dash,399105
1_practice,1__practice__l=dash-dash-bash-gash-dash-dash-bash-dash-bash-gash-gash-gash__r=gash-dash-dash-gash-bash-gash-dash-dash-gash-dash-dash-dash.wav,Target,dash,11025,dash,35280,bash,70560,gash,116865,dash,141120,dash,176400,bash,211680,dash,246960,bash,282240,gash,328545,gash,352800,gash,399105
1_practice,1__practice__l=dash-dash-bash-gash-dash-dash-bash-dash-bash-gash-gash-gash__r=gash-dash-dash-gash-bash-gash-dash-dash-gash-dash-dash-dash.wav,Masker,gash,0,dash,46305,dash,81585,gash,105840,bash,152145,gash,187425,dash,222705,dash,257985,gash,293265,dash,317520,dash,363825,dash,388080
2_practice,2__practice__l=gash-gash-dash-dash-dash-dash-dash-gash-dash-bash-gash-dash__r=dash-bash-gash-gash-dash-bash-dash-bash-dash-gash-gash-gash.wav,Target,gash,11025,gash,46305,dash,70560,dash,105840,dash,152145,dash,187425,dash,222705,gash,246960,dash,282240,bash,317520,gash,352800,dash,399105
2_practice,2__practice__l=gash-gash-dash-dash-dash-dash-dash-gash-dash-bash-gash-dash__r=dash-bash-gash-gash-dash-bash-dash-bash-dash-gash-gash-gash.wav,Masker,dash,0,bash,35280,gash,81585,gash,116865,dash,141120,bash,176400,dash,211680,bash,257985,dash,293265,gash,328545,gash,363825,gash,388080
0_side=l_itd=0_az=0_mag=0,0__side=l_itd=0_az=0_mag=0__l=dash-dash-gash-gash-gash-gash-gash-gash-bash-gash-gash-dash__r=gash-gash-bash-dash-gash-gash-bash-dash-gash-gash-bash-dash.wav,Target,dash,0,dash,46305,gash,70560,gash,105840,gash,152145,gash,176400,gash,211680,gash,246960,bash,282240,gash,317520,gash,352800,dash,388080
0_side=l_itd=0_az=0_mag=0,0__side=l_itd=0_az=0_mag=0__l=dash-dash-gash-gash-gash-gash-gash-gash-bash-gash-gash-dash__r=gash-gash-bash-dash-gash-gash-bash-dash-gash-gash-bash-dash.wav,Masker,gash,11025,gash,35280,bash,81585,dash,116865,gash,141120,gash,187425,bash,222705,dash,257985,gash,293265,gash,328545,bash,363825,dash,399105
1_side=l_itd=0_az=0_mag=0,1__side=l_itd=0_az=0_mag=0__l=gash-gash-dash-gash-gash-gash-bash-gash-dash-bash-dash-dash__r=dash-bash-gash-bash-dash-gash-gash-dash-gash-dash-dash-dash.wav,Target,gash,11025,gash,46305,dash,70560,gash,105840,gash,141120,gash,187425,bash,222705,gash,246960,dash,282240,bash,317520,dash,363825,dash,399105
1_side=l_itd=0_az=0_mag=0,1__side=l_itd=0_az=0_mag=0__l=gash-gash-dash-gash-gash-gash-bash-gash-dash-bash-dash-dash__r=dash-bash-gash-bash-dash-gash-gash-dash-gash-dash-dash-dash.wav,Masker,dash,0,bash,35280,gash,81585,bash,116865,dash,152145,gash,176400,gash,211680,dash,257985,gash,293265,dash,328545,dash,352800,dash,388080
