0_practice,0__practice__l=dash-dash-dash-dash-gash-dash-bash__r=bash-gash-gash-bash-gash-gash-gash.wav,Target,dash,11025,dash,46305,dash,81585,dash,105840,gash,152145,dash,176400,bash,211680
0_practice,0__practice__l=dash-dash-dash-dash-gash-dash-bash__r=bash-gash-gash-bash-gash-gash-gash.wav,Masker,bash,0,gash,35280,gash,70560,bash,116865,gash,141120,gash,187425,gash,222705
0_side=l_itd=0_az=10_mag=1,0__side=l_itd=0_az=10_mag=1__l=gash-gash-gash-dash-dash-gash-bash__r=bash-dash-bash-gash-dash-dash-dash.wav,Target,gash,11025,gash,35280,gash,81585,dash,116865,dash,152145,gash,187425,bash,211680
0_side=l_itd=0_az=10_mag=1,0__side=l_itd=0_az=10_mag=1__l=gash-gash-gash-dash-dash-gash-bash__r=bash-dash-bash-gash-dash-dash-dash.wav,Masker,bash,0,dash,46305,bash,70560,gash,105840,dash,141120,dash,176400,dash,222705
0_side=l_itd=0_az=60_mag=1,0__side=l_itd=0_az=60_mag=1__l=gash-gash-gash-dash-bash-dash-dash__r=bash-gash-bash-dash-gash-dash-dash.wav,Target,gash,11025,gash,46305,gash,81585,dash,116865,bash,141120,dash,187425,dash,211680
0_side=l_itd=0_az=60_mag=1,0__side=l_itd=0_az=60_mag=1__l=gash-gash-gash-dash-bash-dash-dash__r=bash-gash-bash-dash-gash-dash-dash.wav,Masker,bash,0,gash,35280,bash,70560,dash,105840,gash,152145,dash,176400,dash,222705
