0_practice,0__practice__l=dash-gash-bash-dash-gash-bash-dash-bash-dash-gash-dash-bash__r=bash-gash-gash-gash-gash-gash-gash-dash-dash-bash-dash-dash.wav,Target,dash,11025,gash,46305,bash,81585,dash,105840,gash,141120,bash,176400,dash,222705,bash,246960,dash,282240,gash,317520,dash,352800,bash,399105
0_practice,0__practice__l=dash-gash-bash-dash-gash-bash-dash-bash-dash-gash-dash-bash__r=bash-gash-gash-gash-gash-gash-gash-dash-dash-bash-dash-dash.wav,Masker,bash,0,gash,35280,gash,70560,gash,116865,gash,152145,gash,187425,gash,211680,dash,257985,dash,293265,bash,328545,dash,363825,dash,388080
