0_practice,0__practice__l=gash-bash-gash-dash-gash-gash-gash-gash-dash-dash-dash-gash__r=dash-gash-dash-gash-bash-gash-gash-gash-bash-gash-bash-dash.wav,Target,gash,0,bash,35280,gash,70560,dash,105840,gash,141120,gash,187425,gash,222705,gash,246960,dash,293265,dash,317520,dash,363825,gash,388080
0_practice,0__practice__l=gash-bash-gash-dash-gash-gash-gash-gash-dash-dash-dash-gash__r=dash-gash-dash-gash-bash-gash-gash-gash-bash-gash-bash-dash.wav,Masker,dash,11025,gash,46305,dash,81585,gash,116865,bash,152145,gash,176400,gash,211680,gash,257985,bash,282240,gash,328545,bash,352800,dash,399105
