OriginalVariableNames,Var1,Var2,Var3,Var4
d_primes_collapsed1,1.5900969258349,3.99117158479203,1.7700257634045,2.89414864976328
d_primes_collapsed2,0.707503150707208,1.32580034625939,0.378527803412179,1.42682024836848
d_primes_collapsed3,1.00507694271236,2.02669270644622,0.969467767341938,2.03438393304374
d_primes_collapsed4,-0.0593250637361951,0.752922050485593,0.568616066161722,0.970350433712476
d_primes_collapsed5,2.87181526513928,3.0142722734798,1.8692684275243,4.2676277952761
d_primes_collapsed6,1.38596043499436,2.5502780906104,2.23046735265047,4.20440053843396
d_primes_collapsed7,0.532009135259588,1.04374272133915,0.514279302952343,1.36430930289712
d_primes_collapsed8,1.01545494353317,1.67322737577806,0.485244200149899,1.24530497444412
d_primes_collapsed9,2.5046352458398,4.08189244220122,4.76102848345787,4.44732107293719
d_primes_collapsed10,1.77758811343209,2.02020647459768,0.962365955167234,2.30231587001125
d_primes_collapsed11,2.19401919803471,3.03761665569446,1.49192442963979,3.12684383606535
d_primes_collapsed12,1.68760679291625,2.037610191323,1.1251438880887,2.47973024239287
d_primes_collapsed13,1.40553953830075,1.09498831838857,0.839643950073135,1.65329833862157
d_primes_collapsed14,1.31832603138295,1.52907558673785,0.604541903001546,1.42798084889775
d_primes_collapsed15,1.14873949926511,1.50489265459526,1.23870089074373,2.08168822691821
d_primes_collapsed16,1.87015885335997,2.7907817382563,2.29172920281786,2.63385042181876
d_primes_collapsed17,2.14581810726546,3.20729027341784,1.96718631274705,4.19694096153213
d_primes_collapsed18,2.68535078421602,3.19895009077254,1.86898870580178,3.06355429510243
d_primes_collapsed19,0.920486540029055,2.64522018792463,1.1471388200601,2.23743522782637
d_primes_collapsed20,2.10411189583464,4.4670208698492,3.41164589826592,4.10041560156965
d_primes_collapsed21,0.39287860044165,0.989142723448076,0.709259074778076,2.26707728668554
d_primes_collapsed22,1.36073399172874,1.79213194841704,1.42281600091957,2.07804380992035
d_primes_collapsed23,2.83417819309201,4.62182730349302,2.93389333518816,4.70734527149455
d_primes_collapsed24,0.686377723996982,0.935367481974649,1.276496727125,1.99114633695392
d_primes_collapsed25,3.31829648289649,3.68845044283232,2.25138306402036,3.33201383223405
d_primes_collapsed26,1.02911217415152,1.3328889495031,1.02696652995277,1.85233918806386
d_primes_collapsed27,0.900843548712505,2.04059480833834,0.637110764079276,2.35545495703203
d_primes_collapsed28,2.69250512412357,3.33172699746602,2.1405727472011,3.44480859336514
d_primes_collapsed29,1.93282787587257,3.20195464239421,1.48622351047465,3.08159437533407
d_primes_collapsed30,1.11399786768409,0.923214415762662,1.10122511946104,1.21494700583664
d_primes_collapsed31,-0.469477070498086,0.174191192665476,-0.277618811916416,-0.10065003200159
d_primes_collapsed32,0.0504489769319573,0.0997769737735907,0.151643844371617,-0.011925817330641
d_primes_collapsed33,2.18548049617138,3.81342445872199,2.85531408341948,3.18056966592576
d_primes_collapsed34,1.75191289561938,2.40392527770023,2.14584754512049,3.25360750002655
d_primes_collapsed35,4.51193596141239,4.56208643989476,3.89780094350068,3.88263384857517
d_primes_collapsed36,2.09082669187461,3.5421277346969,1.14426987458307,3.73878281775901
d_primes_collapsed37,3.31944007078542,5.19366534776214,2.19794651183828,4.05835067903419
d_primes_collapsed38,2.84528041860857,2.51994842452078,1.64295961622097,3.52933093791909
d_primes_collapsed39,3.0554826773167,3.69853515909417,2.52505806494282,2.97127021343559
d_primes_collapsed40,1.6766031249942,3.09143695844869,1.63405787058672,2.49884267302332
