,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name,ID,mean_hbo,mean_hbr
3344,4,76.0,1.625534335975797e-16,0.8261113508410587,6.857741032279897e-08,-0.22045062480124616,-0.015117932952912461,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3345,Linear,76.0,1.625534335975797e-16,0.1739586509393817,5.341649434677689e-10,1.3724553560133297,0.000733117537656897,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3346,az_itd=0_az=15,76.0,1.625534335975797e-16,0.03178901359590076,1.2523266788178095e-08,2.18739251099522,0.027393299985655924,7,7,hbo,True,S7_D7 hbo,mild_master_16,0.048243954561668606,
3347,az_itd=0_az=5,76.0,1.625534335975797e-16,0.0007044374798598895,1.2522968915847274e-08,3.5322111357778114,0.04423377025755513,7,7,hbo,True,S7_D7 hbo,mild_master_16,-0.011017266401975895,
3348,az_itd=15_az=0,76.0,1.625534335975797e-16,0.6402866250093039,1.2527291270657093e-08,0.4691765632027256,0.0058775114646064,7,7,hbo,False,S7_D7 hbo,mild_master_16,-0.012071070682969988,
3349,az_itd=5_az=0,76.0,1.625534335975797e-16,1.1888458867028802e-10,1.2538026820304013e-08,7.4586182580874265,0.09351635576230935,7,7,hbo,True,S7_D7 hbo,mild_master_16,-0.009582958391530063,
3350,constant,76.0,1.625534335975797e-16,0.1736908546330463,6.258079240522611e-06,-1.3733201317948969,-8.59434620737742,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3351,drift_1,76.0,1.625534335975797e-16,0.1738502726053821,0.000549187664856897,1.372805212287812,753.9276888397202,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3352,drift_10,76.0,1.625534335975797e-16,0.5307992424806749,7.318937986852201e-07,-0.6296695727184561,-0.4608512554934103,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3353,drift_11,76.0,1.625534335975797e-16,0.21186051671212122,4.66816096015978e-06,1.2590645122697983,5.877515802500486,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3354,drift_12,76.0,1.625534335975797e-16,0.7264041298945401,7.311521741211833e-07,-0.351207924360887,-0.25678643746505064,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3355,drift_13,76.0,1.625534335975797e-16,0.2454828444526311,3.4005391834664926e-06,1.1704354744614427,3.9801116926253313,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3356,drift_14,76.0,1.625534335975797e-16,0.6756663400984728,7.298922897792658e-07,-0.4200056940612027,-0.30655891775866106,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3357,drift_15,76.0,1.625534335975797e-16,0.3381580323327126,2.616157890116139e-06,0.9638901382298051,2.5216887903350407,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3358,drift_16,76.0,1.625534335975797e-16,0.16002792852911,7.286998646311078e-07,-1.4188601695530068,-1.0339232134837466,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3359,drift_17,76.0,1.625534335975797e-16,0.3788472477478284,2.101858481669241e-06,0.8851881728324176,1.860540268941115,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3360,drift_18,76.0,1.625534335975797e-16,0.006542508245475678,7.271403029851916e-07,-2.7963381541313943,-2.0333301726441535,7,7,hbo,True,S7_D7 hbo,mild_master_16,,
3361,drift_19,76.0,1.625534335975797e-16,0.5398212351624665,1.7498764732898973e-06,0.6158688155793778,1.077694351015268,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3362,drift_2,76.0,1.625534335975797e-16,0.819837055401815,7.340713406843412e-07,-0.22854417279751976,-0.1677677273310691,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3363,drift_20,76.0,1.625534335975797e-16,0.5355413860279101,7.255863839744133e-07,-0.6224007120092997,-0.45160548200992795,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3364,drift_21,76.0,1.625534335975797e-16,0.4883644809445973,1.5024910992183283e-06,0.6963009346618154,1.0461859567067806,7,7,hbo,False,S7_D7 hbo,mild_master_16,,
3365,drift_22,76.0,1.625534335975797e-16,0.030527470543274128,7.240426264888313e-07,-2.2043319541066992,-1.5960302977046725,7,7,hbo,True,S7_D7 hbo,mild_master_16,,
