,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name,ID,mean_hbo,mean_hbr
756,Linear,7.0,1.0604783090016917e-16,0.2473106481461807,7.893171348984749e-13,1.2621737684519065,9.9625538265847e-07,2,6,hbo,False,S2_D6 hbo,mild_master_38,,
757,ShortHbO,7.0,1.0604783090016917e-16,1.948417383343676e-11,0.009665422334170778,75.123194134746,726097.3984042212,2,6,hbo,True,S2_D6 hbo,mild_master_38,,
758,az_itd=0_az=15,7.0,1.0604783090016917e-16,0.00012155565883975793,7.604677962413915e-09,-7.645937946693463,-0.05814489580520408,2,6,hbo,True,S2_D6 hbo,mild_master_38,0.002775591481154987,
759,az_itd=0_az=5,7.0,1.0604783090016917e-16,0.5367334738991643,7.632368001329675e-09,0.6495059261395487,0.004957268247341487,2,6,hbo,False,S2_D6 hbo,mild_master_38,0.02102807717193963,
760,az_itd=15_az=0,7.0,1.0604783090016917e-16,0.0001841466604619899,7.621287261401378e-09,-7.1575184086807875,-0.054549503871324755,2,6,hbo,True,S2_D6 hbo,mild_master_38,-0.11235703177344707,
761,az_itd=5_az=0,7.0,1.0604783090016917e-16,2.6121838926027306e-06,7.691035885653034e-09,-13.691783882713036,-0.10530400118055179,2,6,hbo,True,S2_D6 hbo,mild_master_38,-0.07662795164637119,
762,constant,7.0,1.0604783090016917e-16,0.7643249442823876,8.897626425004128e-09,0.3117305223988131,0.002773661733576021,2,6,hbo,False,S2_D6 hbo,mild_master_38,,
770,Linear,7.0,1.3725416482445535e-16,0.798729911984587,8.979732542787523e-13,-0.2648830571205294,-2.378579008058264e-07,4,2,hbo,False,S4_D2 hbo,mild_master_38,,
771,ShortHbO,7.0,1.3725416482445535e-16,1.4157762067290676e-11,0.010995948730430428,78.63346313286,864649.5291051199,4,2,hbo,True,S4_D2 hbo,mild_master_38,,
772,az_itd=0_az=15,7.0,1.3725416482445535e-16,0.000959279916424699,8.651525623511368e-09,-5.446784024206561,-0.04712299155115543,4,2,hbo,True,S4_D2 hbo,mild_master_38,-0.07660856304098243,
773,az_itd=0_az=5,7.0,1.3725416482445535e-16,7.054139105391981e-05,8.683027428371449e-09,8.326510844416521,0.07229932204470098,4,2,hbo,True,S4_D2 hbo,mild_master_38,0.0720384269922224,
774,az_itd=15_az=0,7.0,1.3725416482445535e-16,0.00041652915662101565,8.670421331717398e-09,-6.268752250196183,-0.054352723233352426,4,2,hbo,True,S4_D2 hbo,mild_master_38,-0.09542858222860916,
775,az_itd=5_az=0,7.0,1.3725416482445535e-16,0.04677023397952578,8.74977143870422e-09,2.410054716412502,0.02108742792338051,4,2,hbo,True,S4_D2 hbo,mild_master_38,0.10169393899293722,
776,constant,7.0,1.3725416482445535e-16,0.8860942926125814,1.0122459278988364e-08,0.14855428325316197,0.001503734682949435,4,2,hbo,False,S4_D2 hbo,mild_master_38,,
784,Linear,7.0,1.876216453753974e-15,0.9072648038011126,3.3200307487051077e-12,-0.12077248884236799,-4.009683765543062e-07,4,4,hbo,False,S4_D4 hbo,mild_master_38,,
785,ShortHbO,7.0,1.876216453753974e-15,4.0467086427529327e-07,0.040654760843112266,17.99323716208295,731510.7536178824,4,4,hbo,True,S4_D4 hbo,mild_master_38,,
786,az_itd=0_az=15,7.0,1.876216453753974e-15,0.00016902353248700517,3.1986844771160034e-08,7.256188341993066,0.2321025701256333,4,4,hbo,True,S4_D4 hbo,mild_master_38,0.7070934031381433,
