OriginalVariableNames,Var1,Var2,Var3,Var4
all_lead_hit_rates_collapsed1,0.888888888888889,0.964285714285714,0.9,0.893617021276596
all_lead_hit_rates_collapsed2,0.510204081632653,0.585365853658537,0.479166666666667,0.634146341463415
all_lead_hit_rates_collapsed3,0.885714285714286,0.891304347826087,0.85,0.815789473684211
all_lead_hit_rates_collapsed4,0.409090909090909,0.589285714285714,0.487179487179487,0.48780487804878
all_lead_hit_rates_collapsed5,0.925,0.84375,0.893617021276596,0.944444444444444
all_lead_hit_rates_collapsed6,0.682926829268293,0.82051282051282,0.818181818181818,0.897959183673469
all_lead_hit_rates_collapsed7,0.804347826086957,0.75,0.647058823529412,0.763157894736842
all_lead_hit_rates_collapsed8,0.533333333333333,0.591836734693878,0.545454545454545,0.523809523809524
all_lead_hit_rates_collapsed9,0.836734693877551,0.926829268292683,0.944444444444444,0.902439024390244
all_lead_hit_rates_collapsed10,0.75,0.767441860465116,0.5,0.755555555555556
all_lead_hit_rates_collapsed11,0.836734693877551,0.833333333333333,0.783783783783784,0.82051282051282
all_lead_hit_rates_collapsed12,0.621621621621622,0.69047619047619,0.55,0.578947368421053
all_lead_hit_rates_collapsed13,0.767441860465116,0.568181818181818,0.760869565217391,0.804347826086957
all_lead_hit_rates_collapsed14,0.707317073170732,0.6,0.58974358974359,0.583333333333333
all_lead_hit_rates_collapsed15,0.909090909090909,0.771428571428571,0.8125,0.853658536585366
all_lead_hit_rates_collapsed16,0.704545454545455,0.853658536585366,0.711538461538462,0.825
all_lead_hit_rates_collapsed17,0.815789473684211,0.925,0.907407407407407,0.815789473684211
all_lead_hit_rates_collapsed18,0.859649122807018,0.829268292682927,0.795918367346939,0.918367346938776
all_lead_hit_rates_collapsed19,0.692307692307692,0.857142857142857,0.777777777777778,0.8
all_lead_hit_rates_collapsed20,0.829787234042553,0.951219512195122,0.891891891891892,0.956521739130435
all_lead_hit_rates_collapsed21,0.638888888888889,0.736842105263158,0.633333333333333,0.815789473684211
all_lead_hit_rates_collapsed22,0.560975609756098,0.580645161290323,0.625,0.696969696969697
all_lead_hit_rates_collapsed23,0.955555555555556,0.918367346938776,0.947368421052632,0.931818181818182
all_lead_hit_rates_collapsed24,0.4375,0.638888888888889,0.619047619047619,0.897435897435897
all_lead_hit_rates_collapsed25,0.816326530612245,0.911111111111111,0.765957446808511,0.8125
all_lead_hit_rates_collapsed26,0.703703703703704,0.714285714285714,0.80952380952381,0.896551724137931
all_lead_hit_rates_collapsed27,0.736842105263158,0.880952380952381,0.627906976744186,0.75
all_lead_hit_rates_collapsed28,0.659090909090909,0.791666666666667,0.772727272727273,0.684210526315789
all_lead_hit_rates_collapsed29,0.684210526315789,0.755555555555556,0.8,0.844444444444444
all_lead_hit_rates_collapsed30,0.785714285714286,0.625,0.863636363636364,0.72972972972973
all_lead_hit_rates_collapsed31,0.3125,0.46875,0.341463414634146,0.476190476190476
all_lead_hit_rates_collapsed32,0.657894736842105,0.754716981132076,0.740740740740741,0.71875
all_lead_hit_rates_collapsed33,0.60377358490566,0.72972972972973,0.651162790697674,0.6875
all_lead_hit_rates_collapsed34,0.571428571428571,0.770833333333333,0.717948717948718,0.829268292682927
all_lead_hit_rates_collapsed35,0.902439024390244,0.9375,0.9,0.909090909090909
all_lead_hit_rates_collapsed36,0.697674418604651,0.84,0.568181818181818,0.75
all_lead_hit_rates_collapsed37,0.9,0.837837837837838,0.888888888888889,0.921052631578947
all_lead_hit_rates_collapsed38,0.842105263157895,0.871794871794872,0.611111111111111,0.947368421052632
all_lead_hit_rates_collapsed39,0.852941176470588,0.870967741935484,0.847826086956522,0.833333333333333
all_lead_hit_rates_collapsed40,0.695652173913043,0.720930232558139,0.6,0.780487804878049
