S,Condition,Lead_Stream,Lead_Word,Lag_Word,Lead_Amplitude,Lag_Amplitude,Electrode
mild_master_1 ,large_itd,Target,non-bash,bash,1.48639478021198,1.65320821752151,F7
mild_master_1 ,large_itd,Target,non-bash,non-bash,1.70706708907307,1.28551938498949,F7
mild_master_1 ,large_itd,Masker,bash,non-bash,1.55143403559923,1.28190903613965,F7
mild_master_1 ,large_itd,Masker,non-bash,bash,1.98955658024008,1.36858747475075,F7
mild_master_1 ,large_itd,Masker,non-bash,non-bash,2.33459095997776,0.251200815027566,F7
mild_master_1 ,small_ild,Target,bash,non-bash,2.55760006576776,1.81912119328976,F7
mild_master_1 ,small_ild,Target,non-bash,bash,2.17058557158425,1.04130389023395,F7
mild_master_1 ,small_ild,Target,non-bash,non-bash,1.64177249448978,0.870976896593902,F7
mild_master_1 ,small_ild,Masker,bash,non-bash,2.61885990988125,2.41795144961639,F7
mild_master_1 ,small_ild,Masker,non-bash,bash,2.59881072375509,0.533179582820998,F7
mild_master_1 ,small_ild,Masker,non-bash,non-bash,2.35109261014408,1.64727359266209,F7
mild_master_1 ,large_ild,Target,bash,non-bash,2.50689171971159,0.736903941884954,F7
mild_master_1 ,large_ild,Target,non-bash,bash,2.6156490341211,1.78415402449094,F7
mild_master_1 ,large_ild,Target,non-bash,non-bash,2.43702916110434,0.836572402667224,F7
mild_master_1 ,large_ild,Masker,bash,non-bash,2.09798816828167,1.05447255039916,F7
mild_master_1 ,large_ild,Masker,non-bash,bash,2.06299391544384,-0.255083286503087,F7
mild_master_1 ,large_ild,Masker,non-bash,non-bash,2.11593430938188,0.991644388733443,F7
mild_master_1 ,small_itd,Target,bash,non-bash,5.22165320681201,3.03311181465785,F3
mild_master_1 ,small_itd,Target,non-bash,bash,5.63125336871428,1.76011007638539,F3
mild_master_1 ,small_itd,Target,non-bash,non-bash,2.26587776503664,0.014120205158883,F3
mild_master_1 ,small_itd,Masker,bash,non-bash,1.68459514092516,1.89221231915333,F3
mild_master_1 ,small_itd,Masker,non-bash,bash,3.38372096114042,0.111192900960038,F3
mild_master_1 ,small_itd,Masker,non-bash,non-bash,3.80036922251428,1.1149088697,F3
mild_master_1 ,large_itd,Target,bash,non-bash,3.24240059171404,2.89921454531806,F3
mild_master_1 ,large_itd,Target,non-bash,bash,3.17602989110682,1.5694055593676,F3
mild_master_1 ,large_itd,Target,non-bash,non-bash,2.59980730089274,2.21760053534012,F3
mild_master_1 ,large_itd,Masker,bash,non-bash,3.0961274154981,1.52899599591891,F3
mild_master_1 ,large_itd,Masker,non-bash,bash,3.1857921127117,0.994147313363624,F3
mild_master_1 ,large_itd,Masker,non-bash,non-bash,2.95512834255644,0.215023609802877,F3
mild_master_1 ,small_ild,Target,bash,non-bash,2.67012951761484,2.47036558747292,F3
mild_master_1 ,small_ild,Target,non-bash,bash,3.49213104475112,2.09261324916567,F3
mild_master_1 ,small_ild,Target,non-bash,non-bash,2.51528489171274,1.6820889791116,F3
mild_master_1 ,small_ild,Masker,bash,non-bash,3.41460299898278,2.5895381575281,F3
mild_master_1 ,small_ild,Masker,non-bash,bash,3.07192886835999,1.4447603467438,F3
mild_master_1 ,small_ild,Masker,non-bash,non-bash,2.81280327981576,1.56286473148747,F3
mild_master_1 ,large_ild,Target,bash,non-bash,2.96362939134557,2.07924569515472,F3
mild_master_1 ,large_ild,Target,non-bash,bash,3.85869148113789,3.01391702554165,F3
mild_master_1 ,large_ild,Target,non-bash,non-bash,3.80452558877991,1.15086358708095,F3
mild_master_1 ,large_ild,Masker,bash,non-bash,3.37652115786777,2.24127449358211,F3
mild_master_1 ,large_ild,Masker,non-bash,bash,3.45451578757037,0.547813326120377,F3
mild_master_1 ,large_ild,Masker,non-bash,non-bash,2.57524525349185,0.768785333411294,F3
mild_master_1 ,small_itd,Target,bash,non-bash,5.20367564956347,4.24058595332834,FC1
mild_master_1 ,small_itd,Target,non-bash,bash,6.72441770644749,1.56745748029036,FC1
mild_master_1 ,small_itd,Target,non-bash,non-bash,2.78038138396351,-0.280546028986045,FC1
mild_master_1 ,small_itd,Masker,bash,non-bash,2.31133613476047,2.36265931725502,FC1
mild_master_1 ,small_itd,Masker,non-bash,bash,3.74588023278771,-0.360357019668672,FC1
mild_master_1 ,small_itd,Masker,non-bash,non-bash,4.25516805790521,1.32326730789838,FC1
mild_master_1 ,large_itd,Target,bash,non-bash,3.19878046555178,3.52421855543341,FC1
mild_master_1 ,large_itd,Target,non-bash,bash,3.08077664077282,0.636381566855643,FC1
mild_master_1 ,large_itd,Target,non-bash,non-bash,3.15515086728257,2.70083781449826,FC1
mild_master_1 ,large_itd,Masker,bash,non-bash,3.58511336743832,2.08651401937008,FC1
mild_master_1 ,large_itd,Masker,non-bash,bash,3.65718807523901,0.394051059448358,FC1
mild_master_1 ,large_itd,Masker,non-bash,non-bash,3.30468210350695,0.386434351540298,FC1
mild_master_1 ,small_ild,Target,bash,non-bash,2.58384195148945,3.43204667776823,FC1
mild_master_1 ,small_ild,Target,non-bash,bash,3.57260271452722,2.2422369318349,FC1
mild_master_1 ,small_ild,Target,non-bash,non-bash,2.91278742551804,2.23692436447207,FC1
mild_master_1 ,small_ild,Masker,bash,non-bash,4.00689782608639,2.82804445109584,FC1
mild_master_1 ,small_ild,Masker,non-bash,bash,3.72925994892915,0.891069073147244,FC1
mild_master_1 ,small_ild,Masker,non-bash,non-bash,3.25471294750845,1.74198017129324,FC1
mild_master_1 ,large_ild,Target,bash,non-bash,2.47771499131588,3.1549523259731,FC1
mild_master_1 ,large_ild,Target,non-bash,bash,4.1412669423299,3.07727741614366,FC1
mild_master_1 ,large_ild,Target,non-bash,non-bash,4.59386569193708,1.79485433140421,FC1
mild_master_1 ,large_ild,Masker,bash,non-bash,4.21840240078814,2.89568841737859,FC1
mild_master_1 ,large_ild,Masker,non-bash,bash,3.47296228538389,0.699271691622941,FC1
mild_master_1 ,large_ild,Masker,non-bash,non-bash,2.62301027952514,0.839465196902707,FC1
mild_master_1 ,small_itd,Target,bash,non-bash,3.77813779976633,2.79224055839909,FC5
mild_master_1 ,small_itd,Target,non-bash,bash,4.01615646902253,1.60682853951174,FC5
mild_master_1 ,small_itd,Target,non-bash,non-bash,2.32573902040509,-0.230326973292845,FC5
mild_master_1 ,small_itd,Masker,bash,non-bash,2.08614504116553,1.83456838351709,FC5
mild_master_1 ,small_itd,Masker,non-bash,bash,2.50089484802107,0.545428044912292,FC5
mild_master_1 ,small_itd,Masker,non-bash,non-bash,3.13849024589245,1.42718575292534,FC5
mild_master_1 ,large_itd,Target,bash,non-bash,2.93433878847531,1.91854906720775,FC5
mild_master_1 ,large_itd,Target,non-bash,bash,3.03739712370767,0.558781687087483,FC5
mild_master_1 ,large_itd,Target,non-bash,non-bash,2.23889121397749,1.58930752292856,FC5
mild_master_1 ,large_itd,Masker,bash,non-bash,1.80670291384061,2.31037311216195,FC5
mild_master_1 ,large_itd,Masker,non-bash,bash,2.33361949451042,0.77947200681224,FC5
mild_master_1 ,large_itd,Masker,non-bash,non-bash,2.77728693030721,0.0440261728471989,FC5
mild_master_1 ,small_ild,Target,bash,non-bash,1.63897066235542,2.597305354774,FC5
mild_master_1 ,small_ild,Target,non-bash,bash,2.69707941072328,1.32934342026711,FC5
mild_master_1 ,small_ild,Target,non-bash,non-bash,2.22493204723131,1.26875502739521,FC5
mild_master_1 ,small_ild,Masker,bash,non-bash,2.50247647626833,2.83031544576992,FC5
mild_master_1 ,small_ild,Masker,non-bash,bash,2.6197232839134,1.23921180963516,FC5
mild_master_1 ,small_ild,Masker,non-bash,non-bash,2.84860905211671,1.47674484145372,FC5
mild_master_1 ,large_ild,Target,bash,non-bash,2.82088763079745,1.69464222902947,FC5
mild_master_1 ,large_ild,Target,non-bash,bash,3.65109370091023,1.60478692268714,FC5
mild_master_1 ,large_ild,Target,non-bash,non-bash,3.1001498853288,1.02090230462997,FC5
mild_master_1 ,large_ild,Masker,bash,non-bash,2.96650006841211,1.8885189473629,FC5
mild_master_1 ,large_ild,Masker,non-bash,bash,2.76149570656859,-0.020954372053561,FC5
mild_master_1 ,large_ild,Masker,non-bash,non-bash,2.67318462866434,0.623556858856485,FC5
mild_master_1 ,small_itd,Target,bash,non-bash,2.6370116846429,2.88033536374569,T7
mild_master_1 ,small_itd,Target,non-bash,bash,2.66069962557624,0.699993705048281,T7
mild_master_1 ,small_itd,Target,non-bash,non-bash,1.78492859842929,-0.484131969078213,T7
mild_master_1 ,small_itd,Masker,bash,non-bash,1.59611882788164,1.32881524010941,T7
mild_master_1 ,small_itd,Masker,non-bash,bash,1.42331989989048,0.0478263620923205,T7
mild_master_1 ,small_itd,Masker,non-bash,non-bash,2.34052554494017,1.06888662251559,T7
mild_master_1 ,large_itd,Target,bash,non-bash,1.40180707573891,1.89211188703775,T7
mild_master_1 ,large_itd,Target,non-bash,bash,1.58166849215825,0.125766304632028,T7
mild_master_1 ,large_itd,Target,non-bash,non-bash,1.69741623862223,1.22697733354259,T7
mild_master_1 ,large_itd,Masker,bash,non-bash,1.32249192267656,2.23219364007314,T7
mild_master_1 ,large_itd,Masker,non-bash,bash,1.21874655196161,-0.356894996130105,T7
mild_master_1 ,large_itd,Masker,non-bash,non-bash,1.79538503533645,-0.248589503722225,T7
mild_master_1 ,small_ild,Target,bash,non-bash,0.94234744489193,2.94748292043805,T7
mild_master_1 ,small_ild,Target,non-bash,bash,2.05368807244869,0.748938510673387,T7
mild_master_1 ,small_ild,Target,non-bash,non-bash,1.80965714198075,1.18356147463748,T7
mild_master_1 ,small_ild,Masker,bash,non-bash,1.81306361989541,1.67102119502696,T7
mild_master_1 ,small_ild,Masker,non-bash,bash,2.25128274129497,-0.0283618883954154,T7
mild_master_1 ,small_ild,Masker,non-bash,non-bash,2.33819134087491,1.30317160339284,T7
mild_master_1 ,large_ild,Target,bash,non-bash,1.88229568258245,2.18522868651025,T7
mild_master_1 ,large_ild,Target,non-bash,bash,3.11530933303711,0.747716715396979,T7
mild_master_1 ,large_ild,Target,non-bash,non-bash,2.68391113324863,1.25763527906038,T7
mild_master_1 ,large_ild,Masker,bash,non-bash,2.71488158176927,0.752577786410556,T7
mild_master_1 ,large_ild,Masker,non-bash,bash,1.92005228076292,0.288745023634123,T7
mild_master_1 ,large_ild,Masker,non-bash,non-bash,1.58721570261517,0.496799445522498,T7
mild_master_1 ,small_itd,Target,bash,non-bash,3.35019594099787,2.35018905070093,C3
mild_master_1 ,small_itd,Target,non-bash,bash,3.55512886713533,0.720731524509542,C3
mild_master_1 ,small_itd,Target,non-bash,non-bash,2.59590795902496,-0.0430255167027737,C3
mild_master_1 ,small_itd,Masker,bash,non-bash,1.97925442810412,1.43815779421065,C3
mild_master_1 ,small_itd,Masker,non-bash,bash,2.08727707426722,0.259191071987152,C3
mild_master_1 ,small_itd,Masker,non-bash,non-bash,3.76431474627315,1.34541433782844,C3
mild_master_1 ,large_itd,Target,bash,non-bash,1.68525168086801,1.84635956372534,C3
mild_master_1 ,large_itd,Target,non-bash,bash,1.43392046060827,0.690808487269614,C3
mild_master_1 ,large_itd,Target,non-bash,non-bash,1.91520172682675,1.04291077380056,C3
mild_master_1 ,large_itd,Masker,bash,non-bash,2.46338078558445,3.57531972110271,C3
mild_master_1 ,large_itd,Masker,non-bash,bash,2.48287481575301,-0.687217716737227,C3
mild_master_1 ,large_itd,Masker,non-bash,non-bash,3.0934314382162,-0.0979979364992046,C3
mild_master_1 ,small_ild,Target,bash,non-bash,0.950688995420933,3.83416549474001,C3
mild_master_1 ,small_ild,Target,non-bash,bash,3.89394788798832,0.775548528205781,C3
mild_master_1 ,small_ild,Target,non-bash,non-bash,2.51637976722212,1.68600185699021,C3
mild_master_1 ,small_ild,Masker,bash,non-bash,3.45040230371735,2.30276654796167,C3
mild_master_1 ,small_ild,Masker,non-bash,bash,1.81850089761946,-0.421104706658257,C3
mild_master_1 ,small_ild,Masker,non-bash,non-bash,3.64787456962399,1.22639042847139,C3
mild_master_1 ,large_ild,Target,bash,non-bash,3.23192955838873,3.67827963499313,C3
mild_master_1 ,large_ild,Target,non-bash,bash,3.14177402655284,1.13186420752452,C3
mild_master_1 ,large_ild,Target,non-bash,non-bash,2.98461150493079,1.96705818544558,C3
mild_master_1 ,large_ild,Masker,bash,non-bash,4.01628816232962,1.65686839152785,C3
mild_master_1 ,large_ild,Masker,non-bash,bash,2.49106203680453,-0.62815051752588,C3
mild_master_1 ,large_ild,Masker,non-bash,non-bash,1.82344967141655,1.04681722710592,C3
mild_master_1 ,small_itd,Target,bash,non-bash,3.91505256891251,3.71835456854767,CP1
mild_master_1 ,small_itd,Target,non-bash,bash,4.65445930396809,1.72521637432715,CP1
mild_master_1 ,small_itd,Target,non-bash,non-bash,2.28602697608319,-0.767560344849918,CP1
mild_master_1 ,small_itd,Masker,bash,non-bash,1.01332563183926,2.29405879974365,CP1
mild_master_1 ,small_itd,Masker,non-bash,bash,1.89519360094536,-1.12382695238765,CP1
mild_master_1 ,small_itd,Masker,non-bash,non-bash,2.6437065196204,0.660322411285414,CP1
mild_master_1 ,large_itd,Target,bash,non-bash,-0.301318650160517,4.87296244714941,CP1
mild_master_1 ,large_itd,Target,non-bash,bash,1.48536495963732,-2.31984443846676,CP1
mild_master_1 ,large_itd,Target,non-bash,non-bash,2.39502876339021,1.88808025590011,CP1
mild_master_1 ,large_itd,Masker,bash,non-bash,3.01133678356806,3.42786772330602,CP1
mild_master_1 ,large_itd,Masker,non-bash,bash,1.36344494241657,-0.720573929945628,CP1
mild_master_1 ,large_itd,Masker,non-bash,non-bash,1.76311899959612,-0.909840810041633,CP1
mild_master_1 ,small_ild,Target,bash,non-bash,0.290751033723354,4.45332045793533,CP1
mild_master_1 ,small_ild,Target,non-bash,bash,0.972577455214092,1.56276675363382,CP1
mild_master_1 ,small_ild,Target,non-bash,non-bash,1.92311235172859,2.51501068263654,CP1
mild_master_1 ,small_ild,Masker,bash,non-bash,1.6476424198259,0.670701456069946,CP1
mild_master_1 ,small_ild,Masker,non-bash,bash,3.70526753630903,-0.87120865881443,CP1
mild_master_1 ,small_ild,Masker,non-bash,non-bash,2.07107924760732,0.71498944598033,CP1
mild_master_1 ,large_ild,Target,bash,non-bash,0.461074092286698,3.72901637300532,CP1
mild_master_1 ,large_ild,Target,non-bash,bash,2.75327024062475,0.61939218991842,CP1
mild_master_1 ,large_ild,Target,non-bash,non-bash,3.94859565195999,1.00494417892239,CP1
mild_master_1 ,large_ild,Masker,bash,non-bash,3.80337866159046,0.652610104925492,CP1
mild_master_1 ,large_ild,Masker,non-bash,bash,1.58385889115541,0.451172708428424,CP1
mild_master_1 ,large_ild,Masker,non-bash,non-bash,0.825787095290534,0.640101779469792,CP1
mild_master_1 ,small_itd,Target,bash,non-bash,1.79691076245573,2.85038001139959,CP5
mild_master_1 ,small_itd,Target,non-bash,bash,1.56982051624971,0.433794031423681,CP5
mild_master_1 ,small_itd,Target,non-bash,non-bash,1.40897932876932,-0.86768685837164,CP5
mild_master_1 ,small_itd,Masker,bash,non-bash,1.51165050996674,1.13405481565882,CP5
mild_master_1 ,small_itd,Masker,non-bash,bash,0.552987559394139,0.135966536475391,CP5
mild_master_1 ,small_itd,Masker,non-bash,non-bash,1.74162652775958,0.823736401079418,CP5
mild_master_1 ,large_itd,Target,bash,non-bash,0.480646449753216,1.35225421765021,CP5
mild_master_1 ,large_itd,Target,non-bash,bash,0.904600497086843,-0.311127283175786,CP5
mild_master_1 ,large_itd,Target,non-bash,non-bash,1.1050666234323,0.610265945923793,CP5
mild_master_1 ,large_itd,Masker,bash,non-bash,0.766507082283497,1.96596115618944,CP5
mild_master_1 ,large_itd,Masker,non-bash,bash,0.141242067561005,-1.31909918875405,CP5
mild_master_1 ,large_itd,Masker,non-bash,non-bash,0.990139825910115,-0.652495735626426,CP5
mild_master_1 ,small_ild,Target,bash,non-bash,-0.439777885377407,3.40862638369203,CP5
mild_master_1 ,small_ild,Target,non-bash,bash,1.47607231608459,0.0303212598675773,CP5
mild_master_1 ,small_ild,Target,non-bash,non-bash,1.53660408195281,0.792431963279547,CP5
mild_master_1 ,small_ild,Masker,bash,non-bash,1.13093791563403,1.07220869606191,CP5
mild_master_1 ,small_ild,Masker,non-bash,bash,2.05685113138623,-0.423908709983031,CP5
mild_master_1 ,small_ild,Masker,non-bash,non-bash,1.93606334485506,0.844588106108787,CP5
mild_master_1 ,large_ild,Target,bash,non-bash,1.39631358866996,2.30366282767438,CP5
mild_master_1 ,large_ild,Target,non-bash,bash,2.84941464738968,-0.27976391239044,CP5
mild_master_1 ,large_ild,Target,non-bash,non-bash,2.40450367559262,1.21178133259944,CP5
mild_master_1 ,large_ild,Masker,bash,non-bash,2.34605636947295,-0.373240372187951,CP5
mild_master_1 ,large_ild,Masker,non-bash,bash,1.71155767013197,0.543605122747629,CP5
mild_master_1 ,large_ild,Masker,non-bash,non-bash,0.938427193453593,0.0325448368647084,CP5
mild_master_1 ,small_itd,Target,bash,non-bash,0.479410112690594,1.38351962471174,P7
mild_master_1 ,small_itd,Target,non-bash,bash,-0.943318955556435,-1.44490916338914,P7
mild_master_1 ,small_itd,Target,non-bash,non-bash,0.281732346762157,-0.581461144550472,P7
mild_master_1 ,small_itd,Masker,bash,non-bash,-0.288025193413099,-0.116468128175647,P7
mild_master_1 ,small_itd,Masker,non-bash,bash,-0.458442713065845,-0.727285027649344,P7
mild_master_1 ,small_itd,Masker,non-bash,non-bash,0.427942661274146,0.471888933440188,P7
mild_master_1 ,large_itd,Target,bash,non-bash,-0.878846467392785,0.689871956408024,P7
mild_master_1 ,large_itd,Target,non-bash,bash,-0.211140585400992,-0.372774979058239,P7
mild_master_1 ,large_itd,Target,non-bash,non-bash,0.313723869641106,0.474341369604135,P7
mild_master_1 ,large_itd,Masker,bash,non-bash,-0.392619381422798,1.33015109846989,P7
mild_master_1 ,large_itd,Masker,non-bash,bash,-0.36144508385297,-1.59629699831659,P7
mild_master_1 ,large_itd,Masker,non-bash,non-bash,-0.100870572437914,-0.624895731204276,P7
mild_master_1 ,small_ild,Target,bash,non-bash,-0.281456055045128,2.04270502220839,P7
mild_master_1 ,small_ild,Target,non-bash,bash,0.586468230542682,0.375072722562722,P7
mild_master_1 ,small_ild,Target,non-bash,non-bash,0.608587868107076,0.516075281710025,P7
mild_master_1 ,small_ild,Masker,bash,non-bash,-0.320748113705353,-1.10849244821478,P7
mild_master_1 ,small_ild,Masker,non-bash,bash,0.299417275148961,-1.30157639483611,P7
mild_master_1 ,small_ild,Masker,non-bash,non-bash,0.942124869007813,0.679713038024598,P7
mild_master_1 ,large_ild,Target,bash,non-bash,0.730724566952979,1.87856556738311,P7
mild_master_1 ,large_ild,Target,non-bash,bash,1.70663767472292,-0.503807616233826,P7
mild_master_1 ,large_ild,Target,non-bash,non-bash,1.34084236699391,1.1643539389338,P7
mild_master_1 ,large_ild,Masker,bash,non-bash,1.51308094280608,-1.28286437278285,P7
mild_master_1 ,large_ild,Masker,non-bash,bash,0.152721598744392,1.09606199423256,P7
mild_master_1 ,large_ild,Masker,non-bash,non-bash,-0.275631504640076,-0.141274190402549,P7
mild_master_1 ,small_itd,Target,bash,non-bash,3.10795979383919,1.84680268367132,P3
mild_master_1 ,small_itd,Target,non-bash,bash,1.43244238408173,-0.242401162841741,P3
mild_master_1 ,small_itd,Target,non-bash,non-bash,1.443883716426,-0.574418026631606,P3
mild_master_1 ,small_itd,Masker,bash,non-bash,0.518217978433326,0.62466298463168,P3
mild_master_1 ,small_itd,Masker,non-bash,bash,0.255159953309268,-1.31578361857228,P3
mild_master_1 ,small_itd,Masker,non-bash,non-bash,1.58500541757037,0.287424360517855,P3
mild_master_1 ,large_itd,Target,bash,non-bash,-1.13820517999785,2.54099671606507,P3
mild_master_1 ,large_itd,Target,non-bash,bash,0.65393208488822,-1.47372516418497,P3
mild_master_1 ,large_itd,Target,non-bash,non-bash,0.938031795969257,0.743151546376092,P3
mild_master_1 ,large_itd,Masker,bash,non-bash,1.25167714188496,2.32328605284293,P3
mild_master_1 ,large_itd,Masker,non-bash,bash,-0.764537823742086,-1.99468808083823,P3
mild_master_1 ,large_itd,Masker,non-bash,non-bash,0.657938983286027,-0.96255781641967,P3
mild_master_1 ,small_ild,Target,bash,non-bash,-0.86923900142312,3.20057691946626,P3
mild_master_1 ,small_ild,Target,non-bash,bash,1.0342021155925,0.974414717725345,P3
mild_master_1 ,small_ild,Target,non-bash,non-bash,1.15509405629524,1.74251081979038,P3
mild_master_1 ,small_ild,Masker,bash,non-bash,0.557492265376178,-0.801172234659845,P3
mild_master_1 ,small_ild,Masker,non-bash,bash,2.30542168915272,-1.15520593424638,P3
mild_master_1 ,small_ild,Masker,non-bash,non-bash,1.45180144242774,0.201726762871993,P3
mild_master_1 ,large_ild,Target,bash,non-bash,1.55673413593718,2.58635853579704,P3
mild_master_1 ,large_ild,Target,non-bash,bash,1.52678730793488,-0.47595650217472,P3
mild_master_1 ,large_ild,Target,non-bash,non-bash,2.81798561423775,0.743823210882947,P3
mild_master_1 ,large_ild,Masker,bash,non-bash,2.71856224379119,-0.249646627727677,P3
mild_master_1 ,large_ild,Masker,non-bash,bash,1.27588405881239,1.98511947160182,P3
mild_master_1 ,large_ild,Masker,non-bash,non-bash,0.00974823854724813,0.111812359372281,P3
mild_master_1 ,small_itd,Target,bash,non-bash,3.68840974817673,1.80908586531878,Pz
mild_master_1 ,small_itd,Target,non-bash,bash,3.88619263119557,0.695772515675601,Pz
mild_master_1 ,small_itd,Target,non-bash,non-bash,1.84192375629506,-1.27888298799806,Pz
mild_master_1 ,small_itd,Masker,bash,non-bash,0.187404519926619,0.474721926009213,Pz
mild_master_1 ,small_itd,Masker,non-bash,bash,1.20076116308933,-1.80829749790634,Pz
mild_master_1 ,small_itd,Masker,non-bash,non-bash,1.89361453489824,-0.658895696230702,Pz
mild_master_1 ,large_itd,Target,bash,non-bash,-0.0672535934618541,5.01498628237418,Pz
mild_master_1 ,large_itd,Target,non-bash,bash,1.0294035601947,-2.19896657152308,Pz
mild_master_1 ,large_itd,Target,non-bash,non-bash,1.68425552258631,1.16370822616986,Pz
mild_master_1 ,large_itd,Masker,bash,non-bash,2.05717308416963,1.96532236759861,Pz
mild_master_1 ,large_itd,Masker,non-bash,bash,1.04219878406236,-1.30868370334307,Pz
mild_master_1 ,large_itd,Masker,non-bash,non-bash,0.389691761886473,-0.894618060005655,Pz
mild_master_1 ,small_ild,Target,bash,non-bash,-1.09414108455181,2.63785181701183,Pz
