,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name,ID,mean_hbo,mean_hbr
406,Linear,7.0,4.766557043726906e-17,0.005808472231188022,5.263731440614213e-13,3.911999887821776,2.0591716805206753e-06,1,7,hbo,True,S1_D7 hbo,mild_master_1,,
407,ShortHbO,7.0,4.766557043726906e-17,0.003916584873546466,0.000802693740444644,4.224113502674884,3390.6694675248295,1,7,hbo,True,S1_D7 hbo,mild_master_1,,
408,az_itd=0_az=15,7.0,4.766557043726906e-17,3.4844677999893803e-06,5.035981754550326e-09,-13.12099566450515,-0.06607709476798186,1,7,hbo,True,S1_D7 hbo,mild_master_1,-0.058060511859851505,
409,az_itd=0_az=5,7.0,4.766557043726906e-17,3.175874969785013e-06,4.965752024941467e-09,-13.302230026749095,-0.06605557569156649,1,7,hbo,True,S1_D7 hbo,mild_master_1,-0.04801268248000002,
410,az_itd=15_az=0,7.0,4.766557043726906e-17,8.197939520966181e-07,5.036783357420647e-09,-16.23215722986158,-0.08175785939040205,1,7,hbo,True,S1_D7 hbo,mild_master_1,-0.05549159638049938,
411,az_itd=5_az=0,7.0,4.766557043726906e-17,3.5431976917741637e-07,5.049254628898848e-09,-18.34459846097515,-0.09262654869436945,1,7,hbo,True,S1_D7 hbo,mild_master_1,-0.044523136687481576,
412,constant,7.0,4.766557043726906e-17,0.4799128365441305,5.7682588346701e-09,0.7460908469691802,0.004303645119496471,1,7,hbo,False,S1_D7 hbo,mild_master_1,,
420,Linear,7.0,4.309130915192233e-17,0.16730393113682002,5.004793580864729e-13,1.5406355194766141,7.710562758328754e-07,1,8,hbo,False,S1_D8 hbo,mild_master_1,,
421,ShortHbO,7.0,4.309130915192233e-17,3.5872227319125583e-06,0.0007632069616205347,13.064670355859251,9971.047366869208,1,8,hbo,True,S1_D8 hbo,mild_master_1,,
422,az_itd=0_az=15,7.0,4.309130915192233e-17,0.4821514563773034,4.788247546988142e-09,-0.7421485497468745,-0.0035535909728262793,1,8,hbo,False,S1_D8 hbo,mild_master_1,0.008731377851796633,
423,az_itd=0_az=5,7.0,4.309130915192233e-17,0.0006925423993420302,4.721472616713343e-09,-5.758221561501017,-0.0271872854235954,1,8,hbo,True,S1_D8 hbo,mild_master_1,-0.03549127261103504,
424,az_itd=15_az=0,7.0,4.309130915192233e-17,0.0019406855759178943,4.78900971674263e-09,-4.811359245661064,-0.023041646178210327,1,8,hbo,True,S1_D8 hbo,mild_master_1,-0.027592257440361256,
425,az_itd=5_az=0,7.0,4.309130915192233e-17,9.961242969438958e-06,4.800867491050364e-09,-11.22137917732597,-0.05387235449717373,1,8,hbo,True,S1_D8 hbo,mild_master_1,0.0033573079850569825,
426,constant,7.0,4.309130915192233e-17,0.8581412977655357,5.4845018432692926e-09,0.1854419714285574,0.0010170568341194145,1,8,hbo,False,S1_D8 hbo,mild_master_1,,
602,Linear,7.0,1.0543147472260415e-15,0.32045381248693816,2.4755771554166107e-12,1.0692073784364793,2.646905360460231e-06,2,6,hbo,False,S2_D6 hbo,mild_master_1,,
603,ShortHbO,7.0,1.0543147472260415e-15,0.0001815550466147454,0.0037751361539995233,7.1737644936667415,27081.9377003194,2,6,hbo,True,S2_D6 hbo,mild_master_1,,
604,az_itd=0_az=15,7.0,1.0543147472260415e-15,0.0005717448469194997,2.3684645630790206e-08,-5.947069659745109,-0.140854237432687,2,6,hbo,True,S2_D6 hbo,mild_master_1,0.07651528180340424,
605,az_itd=0_az=5,7.0,1.0543147472260415e-15,6.944122685872411e-07,2.335434930733171e-08,-16.6307280542777,-0.3883998322148425,2,6,hbo,True,S2_D6 hbo,mild_master_1,-0.5710496354267544,
606,az_itd=15_az=0,7.0,1.0543147472260415e-15,0.001740852613279167,2.3688415636490292e-08,4.906162494854952,0.11621921635828426,2,6,hbo,True,S2_D6 hbo,mild_master_1,-0.1728631838943915,
607,az_itd=5_az=0,7.0,1.0543147472260415e-15,0.4589165805162948,2.374706907487094e-08,-0.7836840405539913,-0.018610199043909592,2,6,hbo,False,S2_D6 hbo,mild_master_1,0.17598421167392903,
608,constant,7.0,1.0543147472260415e-15,0.7652518826306671,2.7128606310456188e-08,0.3104587102420377,0.008422312125808233,2,6,hbo,False,S2_D6 hbo,mild_master_1,,
616,Linear,7.0,3.4105634891186504e-15,0.6313501390630145,4.452504786539841e-12,0.5015803085413314,2.2332887246144085e-06,4,2,hbo,False,S4_D2 hbo,mild_master_1,,
617,ShortHbO,7.0,3.4105634891186504e-15,2.8190070369796988e-08,0.006789855754947681,26.460940035357723,179665.96598039914,4,2,hbo,True,S4_D2 hbo,mild_master_1,,
618,az_itd=0_az=15,7.0,3.4105634891186504e-15,0.0007499250907393357,4.2598550325064026e-08,5.681036735590854,0.24200392927960446,4,2,hbo,True,S4_D2 hbo,mild_master_1,0.07174995471308904,
619,az_itd=0_az=5,7.0,3.4105634891186504e-15,0.0014771428604889339,4.200448846843489e-08,-5.051615944403245,-0.21219054368364793,4,2,hbo,True,S4_D2 hbo,mild_master_1,-0.18144551967188333,
