S,Condition,Target_Direction,Lead_Stream,Word,WordPosition,Amplitude_1,Amplitude_2,Amplitude_3,Amplitude_4,Amplitude_5,Amplitude_6,Amplitude_7,Amplitude_8,Amplitude_9,Amplitude_10,Amplitude_11,Amplitude_12,Amplitude_13,Amplitude_14,Amplitude_15,Amplitude_16,Amplitude_17,Amplitude_18,Amplitude_19,Amplitude_20,Amplitude_21,Amplitude_22,Amplitude_23,Amplitude_24,Amplitude_25,Amplitude_26,Amplitude_27,Amplitude_28,Amplitude_29,Amplitude_30,Amplitude_31,Amplitude_32
mild_master_1 ,large_itd,R,Target,"dash,gash",Lag,0.816823124223285,1.13357884628432,0.919833204197505,1.70667404466205,1.50940219693714,1.41483129887354,0.65223039114286,1.13710210361178,0.329649835209998,0.363299088392939,-0.410388750068489,-0.806765271368481,-1.22716650986482,-1.3405090537957,-0.814117124339654,-0.825413189254819,-0.51020974776678,-0.630224077628245,-0.46071627281961,0.421983368836698,0.233277853140755,0.174856210322607,1.33048632835585,0.829378298823796,1.17669886520931,1.32038632640763,1.07462085977433,1.14752330004223,1.29797129224217,0.668490904758847,0.740517734818988,0.993273115725744
mild_master_1 ,large_itd,L,Masker,"dash,gash",Lag,1.17341133381252,1.31933842570364,1.40714557662413,1.89929013767026,1.85318845268581,2.16033626047822,1.19938469774924,2.00015455339249,0.482488327067007,0.845479596406221,-0.156345263837123,-0.0793995689358804,-0.84075809086298,-0.605115694151103,-0.437916872823345,-0.685937601734291,-0.659154171502073,-0.526821167135684,-0.227163653264379,0.34500625442907,0.642637693117578,0.177568274417094,1.44807307731796,1.10515273372074,1.39547577171357,1.41164893695673,1.2281179992216,1.35044546754329,1.05977169579113,1.0300214497687,1.43606417122986,0.873703117107416
mild_master_1 ,large_itd,R,Masker,"dash,gash",Lag,1.219876559398,1.32876733137029,1.04733088889292,1.74373571223446,1.65446343443223,1.44922006151506,0.876410704265748,1.30214143193194,0.802290033495852,0.715995391671147,-0.134349410408842,-0.041574286456619,-0.330550388725741,-0.632781771231177,-0.428006204776466,-0.166010571271181,-0.0661593584144222,0.249705245917929,0.677977177766817,1.15701010336301,1.66319305050586,1.079789901578,1.58086547617401,1.25633764575635,1.53402920322759,1.59920342309134,1.28746406702059,1.42552183110799,1.32867759040424,1.16307328130518,1.73751982216324,1.28245261588267
mild_master_1 ,small_ild,L,Target,"bash",Lead,1.10481896286919,1.53199509495781,0.867381974628993,1.21394277527219,1.32304788998195,1.58834589890071,1.50810275503567,2.59411267893655,2.38133627460116,1.79366284353392,0.297471727359863,0.931506289612679,1.95165660863831,0.564232450741388,0.0617009977499644,0.417487572062583,-0.408070333302021,0.626360777446202,1.0182772837934,0.332485180667468,0.245416532527833,1.7297923099427,0.925362512043544,1.25418192204975,1.35553321100417,1.50893012341999,2.30405059031078,0.376579491297404,1.60949662753514,0.707223925704048,1.61356668756122,1.25637121087029
mild_master_1 ,small_ild,R,Target,"bash",Lead,5.16670332522619,2.92386209170024,5.40797969046093,6.90655911877042,5.24891289131982,5.65403360979898,2.7880882921673,3.25541028124946,0.764698044459025,1.65954019739514,-2.04462290817783,-0.671041340913091,-0.79501173780078,-2.13542804718018,-2.47084745317698,-2.54081692383403,-2.29175041800454,-0.898078751634984,1.10157686670621,0.846501055785588,2.56992963041578,2.79031453444844,3.66695060162317,5.5544063386463,5.75260039397648,5.0228295201347,6.30532919906435,6.46418267034349,3.59256193751381,5.68555370285397,7.22212257612319,2.76479964653651
mild_master_1 ,small_ild,L,Masker,"bash",Lead,0.687378138587588,2.08489118984767,0.0913317549796332,1.54160415955952,1.67502914326532,0.928916014943804,0.619828591176442,3.30253798961639,3.07099753476325,0.741638850030445,-0.996500870833794,1.12465356389681,2.05915688531739,0.292267706990242,0.0505031131917522,0.82731652181773,1.28380536068053,2.65976777658576,3.64393189776511,2.1947377599421,3.24493336876233,3.13727597537495,2.53561108339401,2.61124173232487,2.48025241352263,2.13873947461446,1.95984550260362,0.808318393571036,2.3640913946288,0.0404257269132705,0.4734227844647,1.98812348615556
mild_master_1 ,small_ild,R,Masker,"bash",Lead,2.80143226547675,3.37523934283814,2.53953766938928,4.37400363830777,3.74207988652316,3.6891285858371,3.20666213701298,3.35197502452058,3.49413766295879,3.26886496799333,2.20389860174195,2.83712252664876,1.99828899854963,2.62678256407138,1.83904083116682,1.66855285113508,1.47946060400505,2.20919006704897,2.75051796320197,2.38308480217472,2.94807406118164,3.1495500733326,3.16817816666194,3.64747232314828,3.77308141952985,3.73827032377194,4.57786508388334,2.72381774519945,3.58626907367211,2.76153348831387,4.13507304795377,3.0903666820619
mild_master_1 ,small_ild,L,Target,"dash,gash",Lead,2.07261610729545,1.83539728770095,2.40549215851396,3.09015170165471,2.50570735990714,3.11489922267476,1.87881364016816,2.39317071112545,0.998081655841004,1.27072573607462,0.318418403301107,0.433068126081272,-0.271782982454637,-0.251355041237025,-0.0296033463869872,0.0537223027567611,0.462773394455496,0.381456466657775,0.718366553657128,0.834466993354297,1.81354706470121,0.856277660229042,2.11396076198948,2.22380949324819,2.5182196831818,2.21894300778069,2.75284934780571,2.42046766143358,1.61212976365373,1.99689363725304,2.63644361237653,1.33485821009065
mild_master_1 ,small_ild,R,Target,"dash,gash",Lead,1.88354126426763,1.62269187606735,2.12269827352339,3.20283773770699,2.80890111314071,2.97472512460017,1.52053524504651,2.36126069391603,0.493495788002189,0.744161015028482,-0.468762597396642,-0.271362378238103,-0.831324612510292,-0.928904021249218,-1.09003249182274,-0.998636110545897,-0.976992144732951,-0.923338361548417,-0.760547189894832,-0.476200651691292,0.311549548646469,-0.425216633922014,0.796947816461871,0.666839091878234,1.63286741771104,2.10673853110918,2.4569755088497,1.8997639810646,1.42620947302043,1.87774551198596,2.35761942346017,1.39695597022444
mild_master_1 ,small_ild,L,Masker,"dash,gash",Lead,1.44398458883452,0.372987362748778,1.8384680791196,2.22472773482805,1.39769838588324,2.12890956968641,1.19920333845021,1.53775793911297,0.136415849108177,0.676816238841014,0.312364721658832,-0.107047227082222,-0.894770522933525,-0.252688956540277,-0.193227547802714,-0.494807181752789,-0.171304877275534,-0.346941412194197,-0.0878296573914445,0.224085504216934,0.843923217325068,-0.480032773922756,0.545397166885547,0.906401933701054,1.24593691251425,0.881072413946774,1.76647801478026,1.76080877186139,0.282704688338583,1.64313295057842,1.97238154261351,-0.017315088558807
mild_master_1 ,small_ild,R,Masker,"dash,gash",Lead,1.73483250013958,2.12672456392975,1.74108230151492,2.50405743669644,2.66013505898591,2.10157571768028,0.908817768474168,1.80003479829102,0.858876738906122,0.0559186197642176,-0.956605725381085,-0.842857091648885,-0.773546933508049,-1.8094878619685,-1.063903721137,-0.741509519914876,-0.371839700411554,-0.250835569545115,0.168387854993882,0.430219363562668,1.34825721259143,1.07126766308522,2.64811621037788,1.22491604095126,2.33176066021807,2.39411120927787,2.63290486898388,1.97141501981139,1.91877743574853,1.83408085433312,2.32996584213664,1.98122672954908
mild_master_1 ,small_ild,L,Target,"bash",Lag,1.55731202973114,1.57028934556049,1.81864586014014,2.44433280170619,2.2261703987043,2.25588107207319,1.63774365743438,1.89290714132917,2.1951443793682,1.45203981851483,0.394707714627077,1.51346032665326,1.4371161838318,1.62690356309311,0.598868098724019,1.38500891985106,0.400630516987703,0.680321778569903,0.657564352174382,-0.545187528808038,0.596172856433051,0.759043829945418,0.670506213720028,0.874427232277262,1.3594357584204,0.932645551123462,1.53583815137109,1.58647989539,0.663666991742103,0.880852844361421,1.58119328270902,0.681201888964726
mild_master_1 ,small_ild,R,Target,"bash",Lag,0.872913403170449,3.22235462921006,0.872288399509021,1.84075064815226,3.34257979336239,1.37378466767924,1.84136080245177,4.38081323178042,4.44292564938466,2.02635179140738,1.6520123394827,3.31536210754088,3.02971650429425,3.29687621692816,2.05495315719218,2.12609683828694,3.42609824045073,3.87341850463833,3.94252726400182,3.09514275477046,2.44037650454612,3.92591125127815,3.73698430472896,1.08632272340003,2.16854644531295,1.96344158975851,2.13125146712576,0.912429155338378,2.77520726550193,1.78313188751539,2.51045649250348,3.13913080096245
mild_master_1 ,small_ild,L,Masker,"bash",Lag,3.19900157097932,3.68646498302837,1.74607776285528,3.89694359538319,4.90203735068604,3.17737968806382,1.5682906469146,2.95344086597254,0.734811215610294,0.786803676859363,-1.45318279947553,0.596545287868479,0.40840592947635,0.158795375169695,-0.288679993783052,0.267340301976099,0.672686325324761,1.57954316168696,2.29759213688609,1.27351991635757,2.46899990917562,2.51370746945287,3.53852197495136,0.920949496410705,3.0090447304013,3.87366864445445,3.5900018457528,2.11579518200277,2.8966248690427,1.80878898141148,4.5753916148301,3.15949880880314
mild_master_1 ,small_ild,R,Masker,"bash",Lag,3.33908678535232,1.80204684483378,2.00367764243506,4.29915516000045,3.70148507320791,2.53461787530354,1.41538878266973,-0.400956464889354,-0.50169882984986,1.0067835544285,-0.0871028870456201,0.565026016947918,-0.414314350687472,0.0193286219373681,0.0748564805695437,-0.50300494015665,-1.6989799050012,-1.84846923158581,-2.26168400900705,-1.98668728303864,-0.698537882333411,-1.04110609140611,0.243277034365145,-0.133797073722782,1.28844903241423,2.10809960221886,3.47830035453452,1.44891310679285,0.965456927629342,2.97891483450294,5.15200745342369,0.840812302173528
mild_master_1 ,small_ild,L,Target,"dash,gash",Lag,2.09430218638081,3.61752277066856,1.72087494859765,3.02057642585192,3.40493330905289,2.35829699104959,1.67282930633306,2.75942355590862,2.56375287882574,1.14770566352776,0.0480313612618944,1.05058976538452,2.11843906375733,0.259421805458846,0.0745428827942619,0.455907304363578,0.970356455809631,1.85126025243338,2.42945121029467,1.8114118347347,2.63695581579383,3.42206203975739,3.90102004295304,2.40193084182538,3.25490764787782,3.54669776744458,3.14028578592744,2.19742209166834,3.58375541325454,2.36316361204608,3.43223517772916,3.67496770172765
