,Unnamed: 0,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name,ID,mean_hbo,mean_hbr
30389,539,az_itd=0_az=15,8.0,8.780344722875062e-17,0.2881313141429961,8.388093514353594e-09,-1.137797937570986,-0.009543955500784,17,16,hbr,False,S17_D16 hbr,mild_master_28,,0.0014922378781673
30390,540,az_itd=0_az=5,8.0,8.780344722875062e-17,0.7454526821522914,8.394640413563892e-09,0.3360839887311311,0.0028213042341541,17,16,hbr,False,S17_D16 hbr,mild_master_28,,0.0263196151971396
30391,541,az_itd=15_az=0,8.0,8.780344722875062e-17,0.3063510916393785,8.375667748704097e-09,1.0926610196219049,0.0091517656623133,17,16,hbr,False,S17_D16 hbr,mild_master_28,,0.0217710629348198
30392,542,az_itd=5_az=0,8.0,8.780344722875062e-17,0.317182436510236,8.383044949738182e-09,1.0668296757067588,0.0089432811251643,17,16,hbr,False,S17_D16 hbr,mild_master_28,,0.0360879816003155
30397,555,az_itd=0_az=15,8.0,2.6241859991677447e-15,0.0390601780768644,3.3787423265309806e-08,2.464231583527673,0.0832600355363941,17,17,hbr,True,S17_D17 hbr,mild_master_28,,0.0564002591007083
30398,556,az_itd=0_az=5,8.0,2.6241859991677447e-15,0.3108513249188921,3.3815773729236684e-08,1.0818424780375844,0.0365833404479956,17,17,hbr,False,S17_D17 hbr,mild_master_28,,0.0380373436092918
30399,557,az_itd=15_az=0,8.0,2.6241859991677447e-15,0.6225044031078164,3.376395613897848e-08,-0.5119665216605029,-0.0172860151819705,17,17,hbr,False,S17_D17 hbr,mild_master_28,,0.0058205811949741
30400,558,az_itd=5_az=0,8.0,2.6241859991677447e-15,0.8710566370972485,3.3769120320187376e-08,0.1676008035354159,0.0056597317003475,17,17,hbr,False,S17_D17 hbr,mild_master_28,,0.0118537890970871
30405,571,az_itd=0_az=15,8.0,2.245971294553198e-17,0.0859302748150189,4.3280705750794694e-09,-1.95794743517193,-0.0084741346817199,17,21,hbr,False,S17_D21 hbr,mild_master_28,,0.0046093654266341
30406,572,az_itd=0_az=5,8.0,2.245971294553198e-17,0.105954486929106,4.331475061177261e-09,-1.8218318653667456,-0.0078912192904941,17,21,hbr,False,S17_D21 hbr,mild_master_28,,0.0331071103914801
30407,573,az_itd=15_az=0,8.0,2.245971294553198e-17,0.0969042715036396,4.321308118317755e-09,-1.88000840104597,-0.0081240955659455,17,21,hbr,False,S17_D21 hbr,mild_master_28,,0.0176563537518153
30408,574,az_itd=5_az=0,8.0,2.245971294553198e-17,0.0243149615167305,4.3254555883316765e-09,-2.7695129075157205,-0.0119794050827705,17,21,hbr,True,S17_D21 hbr,mild_master_28,,0.0092128192495733
30413,587,az_itd=0_az=15,8.0,9.088897070750347e-17,0.0315414799712548,8.534205035708712e-09,2.601555321792484,0.0222022065279162,17,22,hbr,True,S17_D22 hbr,mild_master_28,,0.0390594684949981
30414,588,az_itd=0_az=5,8.0,9.088897070750347e-17,0.0025184501862875,8.540865974825951e-09,4.328091169824426,0.036965646608298,17,22,hbr,True,S17_D22 hbr,mild_master_28,,0.0432881553342942
30415,589,az_itd=15_az=0,8.0,9.088897070750347e-17,0.0033573076726909,8.521562826654055e-09,4.117162607257365,0.0350846598252944,17,22,hbr,True,S17_D22 hbr,mild_master_28,,0.0345126666304088
30416,590,az_itd=5_az=0,8.0,9.088897070750347e-17,0.0104382835253446,8.529068530555281e-09,3.3265211018252048,0.0283721264458054,17,22,hbr,True,S17_D22 hbr,mild_master_28,,0.0335151015432059
30421,603,az_itd=0_az=15,8.0,5.390237326970513e-17,0.1893615214625671,6.704959776827609e-09,-1.434426933485493,-0.0096177748918184,17,23,hbr,False,S17_D23 hbr,mild_master_28,,0.0186753566950878
30422,604,az_itd=0_az=5,8.0,5.390237326970513e-17,0.2308678348232264,6.710233938131241e-09,-1.2967467046938073,-0.0087014737469962,17,23,hbr,False,S17_D23 hbr,mild_master_28,,0.0384976157857558
30423,605,az_itd=15_az=0,8.0,5.390237326970513e-17,0.7070072638325875,6.694483514993781e-09,-0.3895881741768936,-0.0026080916096637,17,23,hbr,False,S17_D23 hbr,mild_master_28,,0.0197693466198051
30424,606,az_itd=5_az=0,8.0,5.390237326970513e-17,0.9142835897389832,6.700908692018169e-09,-0.1110872955608757,-0.0007443858243966,17,23,hbr,False,S17_D23 hbr,mild_master_28,,0.0305720270661807
30429,619,az_itd=0_az=15,8.0,5.2156185432753065e-17,0.2189784514362688,6.595460802512841e-09,-1.333843581966213,-0.0087973130615414,18,15,hbr,False,S18_D15 hbr,mild_master_28,,0.0024489830564076
30430,620,az_itd=0_az=5,8.0,5.2156185432753065e-17,0.0903053267073873,6.600648831270961e-09,1.9257904639044467,0.0127114665748436,18,15,hbr,False,S18_D15 hbr,mild_master_28,,0.0417651541716618
30431,621,az_itd=15_az=0,8.0,5.2156185432753065e-17,0.1407086183035593,6.5851556289425706e-09,1.634905156751862,0.0107661048957717,18,15,hbr,False,S18_D15 hbr,mild_master_28,,0.0264297803118222
30432,622,az_itd=5_az=0,8.0,5.2156185432753065e-17,0.6255403426833517,6.5914758761363005e-09,0.5074339265428406,0.0033447384855402,18,15,hbr,False,S18_D15 hbr,mild_master_28,,0.0164397947632671
30437,635,az_itd=0_az=15,8.0,8.460823513768609e-17,0.5766116696526518,8.234055654642255e-09,0.5819751554066502,0.0047920158192374,18,16,hbr,False,S18_D16 hbr,mild_master_28,,0.0234503814986041
30438,636,az_itd=0_az=5,8.0,8.460823513768609e-17,0.2415457084019203,8.240482327445877e-09,1.2647884904828497,0.0104224672037808,18,16,hbr,False,S18_D16 hbr,mild_master_28,,0.0413970850342325
30439,637,az_itd=15_az=0,8.0,8.460823513768609e-17,0.0497723606728944,8.22185807413908e-09,2.308927298781384,0.0189836725540858,18,16,hbr,True,S18_D16 hbr,mild_master_28,,0.0339230957389717
30440,638,az_itd=5_az=0,8.0,8.460823513768609e-17,0.0646516571058549,8.22909980121165e-09,2.141237746462513,0.0176204591137615,18,16,hbr,False,S18_D16 hbr,mild_master_28,,0.0327768381932182
30445,651,az_itd=0_az=15,8.0,2.723766366832775e-17,0.1312963464389427,4.766253747111375e-09,-1.680868317197489,-0.0080114449152433,18,21,hbr,False,S18_D21 hbr,mild_master_28,,-0.0100664934006955
30446,652,az_itd=0_az=5,8.0,2.723766366832775e-17,0.0855011562486383,4.770002910702659e-09,1.9611858711976364,0.0093548623140416,18,21,hbr,False,S18_D21 hbr,mild_master_28,,0.0283009806871709
30447,653,az_itd=15_az=0,8.0,2.723766366832775e-17,0.134195361635192,4.7588066446852324e-09,1.6663961822194124,0.0079300572246238,18,21,hbr,False,S18_D21 hbr,mild_master_28,,0.0135277069893709
30448,654,az_itd=5_az=0,8.0,2.723766366832775e-17,0.0865697443014698,4.763374013482012e-09,1.9531503300513773,0.0093035855265905,18,21,hbr,False,S18_D21 hbr,mild_master_28,,0.0109491201127857
30453,667,az_itd=0_az=15,8.0,3.737946155400092e-17,0.2505198486728495,5.583528713238766e-09,1.2388363225995178,0.0069170781782375,18,22,hbr,False,S18_D22 hbr,mild_master_28,,0.0398610276850978
30454,668,az_itd=0_az=5,8.0,3.737946155400092e-17,0.0007406101073601,5.5879207501871245e-09,5.286225363612768,0.0295390083994972,18,22,hbr,True,S18_D22 hbr,mild_master_28,,0.0472956252210125
30455,669,az_itd=15_az=0,8.0,3.737946155400092e-17,0.0007436988882279,5.5748046476658825e-09,5.282783308490108,0.0294504849407824,18,22,hbr,True,S18_D22 hbr,mild_master_28,,0.0268792340022867
30456,670,az_itd=5_az=0,8.0,3.737946155400092e-17,0.0306936971165293,5.5801551883995215e-09,2.6190925461426144,0.0146149428602562,18,22,hbr,True,S18_D22 hbr,mild_master_28,,0.0258713305449843
30461,683,az_itd=0_az=15,8.0,8.428101882438461e-16,0.1802937428052966,2.514321721639176e-08,-1.4679833496335972,-0.0369098242298839,18,23,hbr,False,S18_D23 hbr,mild_master_28,,-0.0022541717376906
30462,684,az_itd=0_az=5,8.0,8.428101882438461e-16,0.0444254478673017,2.516279815485857e-08,-2.3817315961336454,-0.05993103141256,18,23,hbr,True,S18_D23 hbr,mild_master_28,,0.039030958620513
30463,685,az_itd=15_az=0,8.0,8.428101882438461e-16,0.3194159949505508,2.5109067432202745e-08,-1.0615894296723718,-0.0266555205749572,18,23,hbr,False,S18_D23 hbr,mild_master_28,,0.0343814094096405
30464,686,az_itd=5_az=0,8.0,8.428101882438461e-16,0.0075435938432229,2.512836023696172e-08,-3.546890243953603,-0.0891275357710311,18,23,hbr,True,S18_D23 hbr,mild_master_28,,-0.0237371997985566
30469,699,az_itd=0_az=15,8.0,1.1297075274111501e-17,0.0243755783112092,3.0695537638238126e-09,-2.7679001709176,-0.0084962183875286,19,14,hbr,True,S19_D14 hbr,mild_master_28,,-0.0173192907255268
30470,700,az_itd=0_az=5,8.0,1.1297075274111501e-17,0.3120948640816661,3.0719682931005613e-09,-1.0788748380955282,-0.0033142692948534,19,14,hbr,False,S19_D14 hbr,mild_master_28,,-0.0021099084657939
30471,701,az_itd=15_az=0,8.0,1.1297075274111501e-17,0.0089793231457406,3.064757694941495e-09,-3.428149135198566,-0.0105064464415068,19,14,hbr,True,S19_D14 hbr,mild_master_28,,-0.0056193327894375
30472,702,az_itd=5_az=0,8.0,1.1297075274111501e-17,0.0004773453453252,3.0676991631940877e-09,-5.657339966915256,-0.0173550170824104,19,14,hbr,True,S19_D14 hbr,mild_master_28,,-0.0206171943401062
30477,715,az_itd=0_az=15,8.0,1.1542575325642657e-17,0.0544577925433809,3.102727193018098e-09,-2.251287390709004,-0.0069851306064515,19,15,hbr,False,S19_D15 hbr,mild_master_28,,-0.0084222995045892
30478,716,az_itd=0_az=5,8.0,1.1542575325642657e-17,0.011565007588167,3.105167816711874e-09,3.2578162276864218,0.0101160661029735,19,15,hbr,True,S19_D15 hbr,mild_master_28,,0.0207842795012698
30479,717,az_itd=15_az=0,8.0,1.1542575325642657e-17,0.2463034737010486,3.0978792918292884e-09,-1.2509308872079283,-0.003875232890991,19,15,hbr,False,S19_D15 hbr,mild_master_28,,0.0147015078455582
30480,718,az_itd=5_az=0,8.0,1.1542575325642657e-17,0.0004174338203743,3.1008525492591742e-09,-5.7738650345073,-0.0179039041113303,19,15,hbr,True,S19_D15 hbr,mild_master_28,,-0.0053232573906864
30485,731,az_itd=0_az=15,8.0,1.2422912825398786e-15,0.1279223924117909,2.1863019667275878e-08,-1.6980884952279052,-0.0371253421679425,19,21,hbr,False,S19_D21 hbr,mild_master_28,,-0.0370591094055402
30486,732,az_itd=0_az=5,8.0,1.2422912825398786e-15,0.3381833737811793,2.1881874314142643e-08,1.0186487104655115,0.0222899430526698,19,21,hbr,False,S19_D21 hbr,mild_master_28,,0.0094704589640704
30487,733,az_itd=15_az=0,8.0,1.2422912825398786e-15,0.4113331469774894,2.184970806389232e-08,0.8667247838996535,0.0189376834999475,19,21,hbr,False,S19_D21 hbr,mild_master_28,,-0.016631846037775
30488,734,az_itd=5_az=0,8.0,1.2422912825398786e-15,0.6281197546198888,2.1851078934174863e-08,0.5035918293344349,0.0110040248133922,19,21,hbr,False,S19_D21 hbr,mild_master_28,,-0.0491656955458683
30493,779,az_itd=0_az=15,8.0,7.409111874716574e-16,0.7565135183708348,2.1439166095451032e-08,0.3208934630909081,0.0068796882541504,20,12,hbr,False,S20_D12 hbr,mild_master_28,,0.0060433286042472
30494,780,az_itd=0_az=5,8.0,7.409111874716574e-16,0.4141988522381824,2.145611442706176e-08,-0.8611892386303333,-0.0184777748474066,20,12,hbr,False,S20_D12 hbr,mild_master_28,,0.0253090502142686
30495,781,az_itd=15_az=0,8.0,7.409111874716574e-16,0.8911061574282546,2.141637260659804e-08,-0.1413263116406141,-0.0030266969492115,20,12,hbr,False,S20_D12 hbr,mild_master_28,,0.055152230887058
30496,782,az_itd=5_az=0,8.0,7.409111874716574e-16,0.260228076324006,2.1427148757578024e-08,1.21162043692966,0.0259615713398135,20,12,hbr,False,S20_D12 hbr,mild_master_28,,0.0483497289804408
30501,795,az_itd=0_az=15,8.0,2.5354035761915428e-17,0.1028683201823599,4.598495677050158e-09,-1.8411214184170868,-0.0084663888835154,20,13,hbr,False,S20_D13 hbr,mild_master_28,,-0.0137046331421631
30502,796,az_itd=0_az=5,8.0,2.5354035761915428e-17,0.1417146134607298,4.6021128811441525e-09,1.630161193625321,0.0075021858275244,20,13,hbr,False,S20_D13 hbr,mild_master_28,,0.0062073701509032
30503,797,az_itd=15_az=0,8.0,2.5354035761915428e-17,0.2138393792666276,4.591310690658293e-09,-1.3504146585730272,-0.006200173258728,20,13,hbr,False,S20_D13 hbr,mild_master_28,,0.0036711111326266
30504,798,az_itd=5_az=0,8.0,2.5354035761915428e-17,0.5265147214293208,4.595717301548495e-09,0.6621021282254543,0.0030428342060778,20,13,hbr,False,S20_D13 hbr,mild_master_28,,0.0113687267061021
30509,811,az_itd=0_az=15,8.0,1.5458735136374704e-17,7.876211996799291e-05,3.5907007414528547e-09,-7.365432817394686,-0.0264470650785402,20,20,hbr,True,S20_D20 hbr,mild_master_28,,-0.0284553607039439
30510,812,az_itd=0_az=5,8.0,1.5458735136374704e-17,1.0600490875686316e-05,3.593525208046814e-09,-9.706152633413105,-0.0348793041613199,20,20,hbr,True,S20_D20 hbr,mild_master_28,,-0.0199942129686739
30511,813,az_itd=15_az=0,8.0,1.5458735136374704e-17,1.7470236289076326e-07,3.585090398902495e-09,-16.606375187959497,-0.0595353562469262,20,20,hbr,True,S20_D20 hbr,mild_master_28,,-0.0362970463775694
30512,814,az_itd=5_az=0,8.0,1.5458735136374704e-17,4.2588097885000005e-05,3.5885312678522502e-09,-8.027874733806323,-0.028808279496665,20,20,hbr,True,S20_D20 hbr,mild_master_28,,-0.018506137145872
30517,827,az_itd=0_az=15,8.0,6.310567505596494e-17,0.0685523883859914,7.111180273848438e-09,2.103601386054509,0.014959088680551,21,11,hbr,False,S21_D11 hbr,mild_master_28,,0.0203345490394263
30518,828,az_itd=0_az=5,8.0,6.310567505596494e-17,0.7815599274299533,7.116730543458508e-09,0.2867909281404384,0.0020410137578838,21,11,hbr,False,S21_D11 hbr,mild_master_28,,0.0196025611050103
30519,829,az_itd=15_az=0,8.0,6.310567505596494e-17,0.0214332868019964,7.100646073267226e-09,2.85138749180573,0.0202466933970536,21,11,hbr,True,S21_D11 hbr,mild_master_28,,0.023122716886571
30520,830,az_itd=5_az=0,8.0,6.310567505596494e-17,0.092863811196784,7.106900248471643e-09,1.9076717093361089,0.0135576325450831,21,11,hbr,False,S21_D11 hbr,mild_master_28,,0.0237482991125823
30525,843,az_itd=0_az=15,8.0,2.3610826018401284e-17,0.8911640111404233,4.4375966373371646e-09,0.1412506634186523,0.0006268134690082,21,12,hbr,False,S21_D12 hbr,mild_master_28,,0.0084451126210855
30526,844,az_itd=0_az=5,8.0,2.3610826018401284e-17,0.9426363481184464,4.441087277288004e-09,-0.0742475873285129,-0.0003297400154539,21,12,hbr,False,S21_D12 hbr,mild_master_28,,0.0279872833953745
30527,845,az_itd=15_az=0,8.0,2.3610826018401284e-17,0.4520844695433009,4.430663049987941e-09,-0.7904021051394625,-0.0035020054018741,21,12,hbr,False,S21_D12 hbr,mild_master_28,,0.0178517513108469
30528,846,az_itd=5_az=0,8.0,2.3610826018401284e-17,0.0587179583165966,4.434915475790146e-09,2.2030065667272023,0.0097701479160457,21,12,hbr,False,S21_D12 hbr,mild_master_28,,0.0113436115481073
30533,859,az_itd=0_az=15,8.0,6.957672251299153e-17,0.021275598589278,7.466885015113961e-09,2.8561909498475604,0.0213268494037208,21,19,hbr,True,S21_D19 hbr,mild_master_28,,0.0097904402665929
30534,860,az_itd=0_az=5,8.0,6.957672251299153e-17,0.1731882192320147,7.47271291194477e-09,1.4953408288927084,0.0111742527198247,21,19,hbr,False,S21_D19 hbr,mild_master_28,,0.0010852528077762
30535,861,az_itd=15_az=0,8.0,6.957672251299153e-17,0.3346311141359274,7.455823888629048e-09,1.0266324516267027,0.0076543907576801,21,19,hbr,False,S21_D19 hbr,mild_master_28,,0.0067060105495382
30536,862,az_itd=5_az=0,8.0,6.957672251299153e-17,0.055471686980003,7.462390900758875e-09,2.239465544631398,0.0167117673028203,21,19,hbr,False,S21_D19 hbr,mild_master_28,,0.0048271306864406
30541,875,az_itd=0_az=15,8.0,2.8263319694025786e-17,0.0016099525670642,4.855163043653396e-09,4.666431731286372,0.0226562868874731,21,20,hbr,True,S21_D20 hbr,mild_master_28,,0.0117686163126176
30542,876,az_itd=0_az=5,8.0,2.8263319694025786e-17,0.3544889770630552,4.858982143826995e-09,-0.9828035607166072,-0.0047754249524115,21,20,hbr,False,S21_D20 hbr,mild_master_28,,0.0338438556397525
30543,877,az_itd=15_az=0,8.0,2.8263319694025786e-17,0.9518636272091376,4.847577023604919e-09,-0.0622853718745971,-0.0003019331376059,21,20,hbr,False,S21_D20 hbr,mild_master_28,,0.0111734865026216
30544,878,az_itd=5_az=0,8.0,2.8263319694025786e-17,0.008940689902153,4.852229591715105e-09,3.431072712978312,0.0166483525492395,21,20,hbr,True,S21_D20 hbr,mild_master_28,,0.0231736141505369
30549,891,az_itd=0_az=15,8.0,6.837178885307956e-15,0.3096195161093439,4.826612830931481e-08,-1.0847913717823805,-0.0523586795392859,22,10,hbr,False,S22_D10 hbr,mild_master_28,,-0.060120541606375
30550,892,az_itd=0_az=5,8.0,6.837178885307956e-15,0.4914917762253601,4.830902213433581e-08,0.7209095027258028,0.0348264331240338,22,10,hbr,False,S22_D10 hbr,mild_master_28,,0.0414920986859926
30551,893,az_itd=15_az=0,8.0,6.837178885307956e-15,0.4020311353416181,4.824003953168632e-08,-0.8848843778303366,-0.042686857367507,22,10,hbr,False,S22_D10 hbr,mild_master_28,,-0.0380701833804169
30552,894,az_itd=5_az=0,8.0,6.837178885307956e-15,0.3950289272620217,4.823932510315997e-08,0.8987539859659365,0.0433552857167716,22,10,hbr,False,S22_D10 hbr,mild_master_28,,0.003700895586442
30557,907,az_itd=0_az=15,8.0,1.0507399533924243e-16,0.7662313753913012,9.176035881886131e-09,0.3076149968373338,0.0028226862487856,22,11,hbr,False,S22_D11 hbr,mild_master_28,,0.0095017129025045
30558,908,az_itd=0_az=5,8.0,1.0507399533924243e-16,0.993124956064811,9.18319776938369e-09,-0.0088895309136829,-8.163432045740067e-05,22,11,hbr,False,S22_D11 hbr,mild_master_28,,0.0039690924973135
30559,909,az_itd=15_az=0,8.0,1.0507399533924243e-16,0.1033672017067995,9.162442891862288e-09,1.8379663945285472,0.0168402621270298,22,11,hbr,False,S22_D11 hbr,mild_master_28,,0.0170857349125822
30560,910,az_itd=5_az=0,8.0,1.0507399533924243e-16,0.1563486186547518,9.170513076258874e-09,1.564421348743044,0.0143465464354266,22,11,hbr,False,S22_D11 hbr,mild_master_28,,0.0240137403730057
30565,923,az_itd=0_az=15,8.0,2.6960123496110135e-17,0.7919521748517686,4.741908525349932e-09,0.2727518642432988,0.0012933643903603,22,12,hbr,False,S22_D12 hbr,mild_master_28,,0.0089655422895234
30566,924,az_itd=0_az=5,8.0,2.6960123496110135e-17,0.4965506658061134,4.745638538844747e-09,-0.7122552002517394,-0.0033801057278072,22,12,hbr,False,S22_D12 hbr,mild_master_28,,0.0128330604868235
30567,925,az_itd=15_az=0,8.0,2.6960123496110135e-17,0.0102246408870943,4.7344994614692934e-09,3.340428768834487,0.0158152582071234,22,12,hbr,True,S22_D12 hbr,mild_master_28,,0.0204658661483583
30568,926,az_itd=5_az=0,8.0,2.6960123496110135e-17,0.012346494673726,4.739043500915156e-09,3.21418408921684,0.0152321582187479,22,12,hbr,True,S22_D12 hbr,mild_master_28,,0.022602730262002
30573,939,az_itd=0_az=15,8.0,5.50650633995189e-16,0.0117812618969912,2.0323290766308546e-08,3.245438880938589,0.0659579980415979,22,19,hbr,True,S22_D19 hbr,mild_master_28,,0.0049054114164792
30574,940,az_itd=0_az=5,8.0,5.50650633995189e-16,0.0328996207187539,2.033911806090308e-08,2.5744390367855465,0.0523618195097788,22,19,hbr,True,S22_D19 hbr,mild_master_28,,0.0165553042401394
30575,941,az_itd=15_az=0,8.0,5.50650633995189e-16,0.0374655850429326,2.0295687457324386e-08,2.490969426052373,0.0505559369369096,22,19,hbr,True,S22_D19 hbr,mild_master_28,,0.0008715015391573
30576,942,az_itd=5_az=0,8.0,5.50650633995189e-16,0.1517567906981271,2.0311281853118673e-08,1.58442322101967,0.0321816666167566,22,19,hbr,False,S22_D19 hbr,mild_master_28,,-0.0032084522306969
30581,955,az_itd=0_az=15,8.0,3.206629501855069e-17,0.0087112757538261,5.1715011453613975e-09,3.4487140982307047,0.017835028909024,22,20,hbr,True,S22_D20 hbr,mild_master_28,,0.015650443409654
30582,956,az_itd=0_az=5,8.0,3.206629501855069e-17,0.0310499376600848,5.175569078970307e-09,-2.6116638571611,-0.0135168467037873,22,20,hbr,True,S22_D20 hbr,mild_master_28,,0.0128559689175398
30583,957,az_itd=15_az=0,8.0,3.206629501855069e-17,0.173844035810259,5.163420858249162e-09,-1.4927743578317,-0.0077078222558876,22,20,hbr,False,S22_D20 hbr,mild_master_28,,0.0105464374390781
30584,958,az_itd=5_az=0,8.0,3.206629501855069e-17,0.7574500333381038,5.168376564390102e-09,0.3196111110703792,0.0016518705761748,22,20,hbr,False,S22_D20 hbr,mild_master_28,,0.0092057454319369
30589,1019,az_itd=0_az=15,8.0,2.286477652179317e-15,0.168771040628014,3.766242615268024e-08,1.5128567793033958,0.0569778567300958,23,9,hbr,False,S23_D9 hbr,mild_master_28,,0.0388147853399692
30590,1020,az_itd=0_az=5,8.0,2.286477652179317e-15,0.0471833258403389,3.7692199478977456e-08,2.343146974978915,0.0883183631894678,23,9,hbr,True,S23_D9 hbr,mild_master_28,,0.0801065244306528
30591,1021,az_itd=15_az=0,8.0,2.286477652179317e-15,0.488305474386426,3.7622384572384355e-08,0.7263897307740007,0.0273285138006101,23,9,hbr,False,S23_D9 hbr,mild_master_28,,-0.0024030268264925
30592,1022,az_itd=5_az=0,8.0,2.286477652179317e-15,0.6099020852610231,3.7641315158988644e-08,0.5309060726417061,0.0199840028001273,23,9,hbr,False,S23_D9 hbr,mild_master_28,,0.0053548239991073
30597,971,az_itd=0_az=15,8.0,1.115276333026082e-16,0.5302585874733905,9.453632665995328e-09,-0.6559611357527755,-0.0062012156205758,23,10,hbr,False,S23_D10 hbr,mild_master_28,,-0.0100386911936698
30598,972,az_itd=0_az=5,8.0,1.115276333026082e-16,0.9586438372012124,9.461011217525489e-09,-0.0535020206026982,-0.0005061832170824,23,10,hbr,False,S23_D10 hbr,mild_master_28,,0.0093624242363617
30599,973,az_itd=15_az=0,8.0,1.115276333026082e-16,0.0594368133170256,9.439628455879756e-09,-2.1952033426467312,-0.0207219039396904,23,10,hbr,False,S23_D10 hbr,mild_master_28,,-0.0178776895225331
30600,974,az_itd=5_az=0,8.0,1.115276333026082e-16,0.0061381036038134,9.447942782438e-09,-3.689105492592247,-0.0348544576123893,23,10,hbr,True,S23_D10 hbr,mild_master_28,,-0.0231714612631808
30605,987,az_itd=0_az=15,8.0,6.092686646650539e-17,0.0169204813685143,6.9873404021916855e-09,-3.005838151688384,-0.0210028143597414,23,11,hbr,True,S23_D11 hbr,mild_master_28,,-0.0071370699890085
30606,988,az_itd=0_az=5,8.0,6.092686646650539e-17,0.0494197353598154,6.992794014896754e-09,-2.313481896278645,-0.0161777023578693,23,11,hbr,True,S23_D11 hbr,mild_master_28,,0.0078694960642284
30607,989,az_itd=15_az=0,8.0,6.092686646650539e-17,0.0021285326726671,6.976989652739223e-09,-4.45379635659038,-0.0310740910953387,23,11,hbr,True,S23_D11 hbr,mild_master_28,,-0.0165371494575375
30608,990,az_itd=5_az=0,8.0,6.092686646650539e-17,0.0002928600946579,6.983134912654643e-09,-6.089442841917672,-0.0425234009080102,23,11,hbr,True,S23_D11 hbr,mild_master_28,,-0.0143743973741321
30613,1003,az_itd=0_az=15,8.0,3.7903154716742944e-16,0.7378632178730655,1.7427904006756753e-08,-0.3465568280924905,-0.006039759132882,23,19,hbr,False,S23_D19 hbr,mild_master_28,,-0.0146842638412814
30614,1004,az_itd=0_az=5,8.0,3.7903154716742944e-16,0.5717204909520801,1.7441506469674432e-08,0.5896151451044611,0.0102837763679574,23,19,hbr,False,S23_D19 hbr,mild_master_28,,0.005673011977319
30615,1005,az_itd=15_az=0,8.0,3.7903154716742944e-16,0.2259624930450323,1.7402087049592496e-08,-1.3118499783296935,-0.0228289275188993,23,19,hbr,False,S23_D19 hbr,mild_master_28,,-0.0325100755200873
30616,1006,az_itd=5_az=0,8.0,3.7903154716742944e-16,0.0294102684249446,1.7417414626859077e-08,-2.646606124902912,-0.0460970362314188,23,19,hbr,True,S23_D19 hbr,mild_master_28,,-0.015949640740682
30621,1067,az_itd=0_az=15,8.0,2.8818043673165332e-16,0.028334767365426,1.519636539759793e-08,-2.670625292255906,-0.0405837977811875,24,9,hbr,True,S24_D9 hbr,mild_master_28,,-0.0361040029363286
30622,1068,az_itd=0_az=5,8.0,2.8818043673165332e-16,0.6251139968916866,1.5208226146700295e-08,-0.5080697644592062,-0.0077268398761963,24,9,hbr,False,S24_D9 hbr,mild_master_28,,0.0130462662767682
30623,1069,az_itd=15_az=0,8.0,2.8818043673165332e-16,0.0102293076302515,1.517385414699831e-08,-3.340121708030493,-0.0506825196308775,24,9,hbr,True,S24_D9 hbr,mild_master_28,,-0.0454647028394219
30624,1070,az_itd=5_az=0,8.0,2.8818043673165332e-16,0.0033315893000918,1.5187219119901113e-08,-4.1227425709503605,-0.0626129947999675,24,9,hbr,True,S24_D9 hbr,mild_master_28,,-0.0202636535581269
30629,1035,az_itd=0_az=15,8.0,1.1271210085265868e-16,0.0161688830216716,9.503700739269653e-09,-3.035690336055308,-0.0288502924909625,24,10,hbr,True,S24_D10 hbr,mild_master_28,,-0.0258358298401863
30630,1036,az_itd=0_az=5,8.0,1.1271210085265868e-16,0.9062940640585792,9.511118368884578e-09,0.1214965839850514,0.0011555683916969,24,10,hbr,False,S24_D10 hbr,mild_master_28,,-0.0009396864381597
30631,1037,az_itd=15_az=0,8.0,1.1271210085265868e-16,0.0844391602665335,9.489622360435767e-09,-1.9692683123211645,-0.0186876126103005,24,10,hbr,False,S24_D10 hbr,mild_master_28,,-0.0277318417936679
30632,1038,az_itd=5_az=0,8.0,1.1271210085265868e-16,0.0012519570586186,9.49798072110514e-09,-4.8624166382154,-0.0461831394877507,24,10,hbr,True,S24_D10 hbr,mild_master_28,,-0.0275120349685767
30637,1051,az_itd=0_az=15,8.0,1.7131049106776399e-16,0.1068138869860072,1.1953200746557225e-08,-1.816555003692471,-0.0217136466262991,24,19,hbr,False,S24_D19 hbr,mild_master_28,,-0.0305289164300058
30638,1052,az_itd=0_az=5,8.0,1.7131049106776399e-16,0.3863143118546137,1.1962603205472773e-08,0.9162661808786134,0.0109609287524447,24,19,hbr,False,S24_D19 hbr,mild_master_28,,0.011736263439022
30639,1053,az_itd=15_az=0,8.0,1.7131049106776399e-16,0.5984689411045769,1.193452429435746e-08,-0.5482692387413158,-0.0065433325496071,24,19,hbr,False,S24_D19 hbr,mild_master_28,,-0.037885381019332
30640,1054,az_itd=5_az=0,8.0,1.7131049106776399e-16,0.0096891245637251,1.1945978715168474e-08,-3.376684452650025,-0.0403378005991975,24,19,hbr,True,S24_D19 hbr,mild_master_28,,-0.0166970551832675
30645,675,az_itd=0_az=15,8.0,1.2425961975236536e-13,0.795168711455158,1.9801594422532498e-07,0.2684188460802262,0.0531512112544481,1,8,hbo,False,S1_D8 hbo,mild_master_29,0.3940702979968623,
