,Unnamed: 0,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name,ID,mean_hbo,mean_hbr
1512,774,az_itd=5_az=0,8.0,7.905557689051289e-16,4.472167866117109e-06,2.4986409059055522e-08,-10.891189627215498,-0.2721317191653488,20,20,hbo,True,S20_D20 hbo,mild_master_3,0.0476199613089335,
1517,787,az_itd=0_az=15,8.0,5.637076642954935e-16,0.1581473680465796,2.1083845667772323e-08,-1.5567308987565731,-0.032821874015636,21,11,hbo,False,S21_D11 hbo,mild_master_3,0.0117026046816317,
1518,788,az_itd=0_az=5,8.0,5.637076642954935e-16,0.1888970807762079,2.1095900812047813e-08,-1.4361108186560283,-0.0302960513854763,21,11,hbo,False,S21_D11 hbo,mild_master_3,0.0073573267530468,
1519,789,az_itd=15_az=0,8.0,5.637076642954935e-16,0.0059412360005162,2.1096113328735e-08,-3.711767710788129,-0.0783038722767256,21,11,hbo,True,S21_D11 hbo,mild_master_3,-0.0044590347628056,
1520,790,az_itd=5_az=0,8.0,5.637076642954935e-16,0.0094142010514732,2.1099130552226046e-08,-3.3961294399908426,-0.0716553784266251,21,11,hbo,True,S21_D11 hbo,mild_master_3,0.0258951072040967,
1525,803,az_itd=0_az=15,8.0,2.415867705962289e-16,0.1397285187229858,1.380255330207049e-08,-1.639557036055569,-0.0226300733819416,21,12,hbo,False,S21_D12 hbo,mild_master_3,-0.0020525754144868,
1526,804,az_itd=0_az=5,8.0,2.415867705962289e-16,0.015988228101325,1.3810445210124102e-08,-3.043081538699305,-0.0420263108601469,21,12,hbo,True,S21_D12 hbo,mild_master_3,-0.0181363731799596,
1527,805,az_itd=15_az=0,8.0,2.415867705962289e-16,0.0002901582434194,1.3810584334311821e-08,-6.097848162878209,-0.0842148463112579,21,12,hbo,True,S21_D12 hbo,mild_master_3,-0.0152343711453568,
1528,806,az_itd=5_az=0,8.0,2.415867705962289e-16,0.0009733919729894,1.3812559561635889e-08,-5.063022950447582,-0.0699333060649867,21,12,hbo,True,S21_D12 hbo,mild_master_3,0.0165736917588029,
1533,819,az_itd=0_az=15,8.0,2.3737620217666486e-16,0.7514160418823206,1.4025325635413529e-08,0.3278836954723919,0.004598675599543,21,19,hbo,False,S21_D19 hbo,mild_master_3,0.0412628783209677,
1534,820,az_itd=0_az=5,8.0,2.3737620217666486e-16,0.0868988920865824,1.4033918316740889e-08,-1.9506944484679265,-0.0273758865507187,21,19,hbo,False,S21_D19 hbo,mild_master_3,0.0268518136226063,
1535,821,az_itd=15_az=0,8.0,2.3737620217666486e-16,0.0498786567036829,1.4034367420513561e-08,-2.3075606718781936,-0.0323851543142656,21,19,hbo,True,S21_D19 hbo,mild_master_3,0.0107489222515237,
1536,822,az_itd=5_az=0,8.0,2.3737620217666486e-16,0.0152851390954205,1.4036839040864218e-08,-3.0727017648180017,-0.0431310200933297,21,19,hbo,True,S21_D19 hbo,mild_master_3,0.0188291083381084,
1541,835,az_itd=0_az=15,8.0,6.412626324589465e-16,0.9250528583029564,2.2487481833019286e-08,-0.09707750263431,-0.0021830285768839,21,20,hbo,False,S21_D20 hbo,mild_master_3,0.0350091119691168,
1542,836,az_itd=0_az=5,8.0,6.412626324589465e-16,0.3397933733436227,2.2500339536597713e-08,-1.0150514272761335,-0.0228390017608211,21,20,hbo,False,S21_D20 hbo,mild_master_3,0.0503263946143083,
1543,837,az_itd=15_az=0,8.0,6.412626324589465e-16,0.0041053198171223,2.2500566201373088e-08,-3.972364661422372,-0.089380454040329,21,20,hbo,True,S21_D20 hbo,mild_master_3,-0.0087662120908966,
1544,838,az_itd=5_az=0,8.0,6.412626324589465e-16,0.0178854542262371,2.2503784293532847e-08,-2.9694758455082337,-0.0668244438921733,21,20,hbo,True,S21_D20 hbo,mild_master_3,0.0563132882275403,
1549,851,az_itd=0_az=15,8.0,5.478997622516148e-15,0.4788447848179825,5.6416041660744644e-08,-0.7427990987152866,-0.0419057848986851,22,10,hbo,False,S22_D10 hbo,mild_master_3,-0.0175908860747057,
1550,852,az_itd=0_az=5,8.0,5.478997622516148e-15,0.595814177151493,5.643695569370905e-08,-0.5523265210199422,-0.0311716273952629,22,10,hbo,False,S22_D10 hbo,mild_master_3,0.0556630550309987,
1551,853,az_itd=15_az=0,8.0,5.478997622516148e-15,0.7501850260086971,5.6432857021088543e-08,-0.3295744581829855,-0.0185988282764431,22,10,hbo,False,S22_D10 hbo,mild_master_3,0.0488758497643963,
1552,854,az_itd=5_az=0,8.0,5.478997622516148e-15,0.0872056810836952,5.643297168542201e-08,-1.9484134416419516,-0.1099547605836759,22,10,hbo,False,S22_D10 hbo,mild_master_3,0.0320270009998664,
1557,867,az_itd=0_az=15,8.0,1.0106425589559946e-15,0.633731715773719,2.7115952674335503e-08,-0.4952604968253846,-0.013429460193385,22,11,hbo,False,S22_D11 hbo,mild_master_3,0.0437120313536508,
1558,868,az_itd=0_az=5,8.0,1.0106425589559946e-15,0.9005744406031913,2.712983151058509e-08,-0.1289575085216727,-0.0034985954782178,22,11,hbo,False,S22_D11 hbo,mild_master_3,0.0022381827526361,
1559,869,az_itd=15_az=0,8.0,1.0106425589559946e-15,0.1023671915848487,2.712934985991441e-08,-1.8443053003155068,-0.0500348037407538,22,11,hbo,False,S22_D11 hbo,mild_master_3,0.0184560957309545,
1560,870,az_itd=5_az=0,8.0,1.0106425589559946e-15,0.0988393642700705,2.7132050361362728e-08,-1.8671473297096493,-0.0506595353817661,22,11,hbo,False,S22_D11 hbo,mild_master_3,0.0584359444289921,
1565,883,az_itd=0_az=15,8.0,2.668876418264085e-16,0.346132509922052,1.4507316664929248e-08,1.0010132149605733,0.0145220156952119,22,12,hbo,False,S22_D12 hbo,mild_master_3,0.037377938131172,
1566,884,az_itd=0_az=5,8.0,2.668876418264085e-16,0.3636961608455265,1.4515611536661936e-08,-0.963111603376173,-0.0139801539010601,22,12,hbo,False,S22_D12 hbo,mild_master_3,0.0069188401201074,
1567,885,az_itd=15_az=0,8.0,2.668876418264085e-16,0.0090897275825673,1.4515757764580988e-08,-3.4198671171667097,-0.0496419626598478,22,12,hbo,True,S22_D12 hbo,mild_master_3,0.0050806534712148,
1568,886,az_itd=5_az=0,8.0,2.668876418264085e-16,0.0130644298570871,1.4517833847726505e-08,-3.176586588879415,-0.0461171563002676,22,12,hbo,True,S22_D12 hbo,mild_master_3,0.0395580763478895,
1573,899,az_itd=0_az=15,8.0,4.834819315124834e-16,0.6833165310876372,2.0016331684621948e-08,-0.4231716344742517,-0.0084703437951602,22,19,hbo,False,S22_D19 hbo,mild_master_3,0.0199629743614559,
1574,900,az_itd=0_az=5,8.0,4.834819315124834e-16,0.0364239309622549,2.0028594783816903e-08,-2.5090653181806606,-0.050253052543969,22,19,hbo,True,S22_D19 hbo,mild_master_3,0.0716600720482823,
1575,901,az_itd=15_az=0,8.0,4.834819315124834e-16,0.0005142552780432,2.0029235725090447e-08,-5.593291113445793,-0.1120293461902594,22,19,hbo,True,S22_D19 hbo,mild_master_3,-0.0064633148133588,
1576,902,az_itd=5_az=0,8.0,4.834819315124834e-16,5.4359620414186855e-05,2.0032763113617696e-08,-7.759549123841406,-0.1554452094663946,22,19,hbo,True,S22_D19 hbo,mild_master_3,0.0020041564557213,
1581,915,az_itd=0_az=15,8.0,4.811838679785502e-16,0.6406833753234127,1.9479526148174005e-08,-0.4849919871474628,-0.0094474140952938,22,20,hbo,False,S22_D20 hbo,mild_master_3,0.0216972526265278,
1582,916,az_itd=0_az=5,8.0,4.811838679785502e-16,0.0776337743048656,1.949066398810296e-08,-2.023519028519729,-0.0394397294584105,22,20,hbo,False,S22_D20 hbo,mild_master_3,0.0142869886221659,
1583,917,az_itd=15_az=0,8.0,4.811838679785502e-16,0.0023493395472743,1.949086033389444e-08,-4.37982473326296,-0.0853665521629648,22,20,hbo,True,S22_D20 hbo,mild_master_3,-0.0137942897166532,
1584,918,az_itd=5_az=0,8.0,4.811838679785502e-16,0.0016009544382708,1.949364796973729e-08,-4.670752271060882,-0.0910500005259118,22,20,hbo,True,S22_D20 hbo,mild_master_3,0.0303809451658189,
1589,979,az_itd=0_az=15,8.0,2.403644848709686e-13,0.7462797579154168,2.855454731646853e-07,-0.334945181089142,-0.0956420802183302,23,9,hbo,False,S23_D9 hbo,mild_master_3,0.0424709899098026,
1590,980,az_itd=0_az=5,8.0,2.403644848709686e-13,0.6106198816221555,2.855873615910184e-07,0.5298218130757945,0.1513104137096858,23,9,hbo,False,S23_D9 hbo,mild_master_3,0.5065390693913352,
1591,981,az_itd=15_az=0,8.0,2.403644848709686e-13,0.605688312837235,2.855465767615378e-07,-0.5372848982093685,-0.1534198634293564,23,9,hbo,False,S23_D9 hbo,mild_master_3,-0.0049902464139845,
1592,982,az_itd=5_az=0,8.0,2.403644848709686e-13,0.3051793963699414,2.855012306346536e-07,-1.095498394083844,-0.3127661396692241,23,9,hbo,False,S23_D9 hbo,mild_master_3,0.0190999111788757,
1597,931,az_itd=0_az=15,8.0,1.3356433117790423e-16,0.0326789931115223,1.0520578267446269e-08,-2.5787655322612912,-0.0271301046155476,23,10,hbo,True,S23_D10 hbo,mild_master_3,-0.025452817734733,
1598,932,az_itd=0_az=5,8.0,1.3356433117790423e-16,0.0002963205132669,1.0527023748911841e-08,-6.078801608305889,-0.0639916888955595,23,10,hbo,True,S23_D10 hbo,mild_master_3,-0.0082457201278407,
1599,933,az_itd=15_az=0,8.0,1.3356433117790423e-16,6.745392883693047e-05,1.0527360627463782e-08,-7.528212799797964,-0.0792522110237619,23,10,hbo,True,S23_D10 hbo,mild_master_3,-0.0292312142978661,
1600,934,az_itd=5_az=0,8.0,1.3356433117790423e-16,5.528362643670496e-06,1.0529214621875212e-08,-10.588902501692674,-0.1114928270504335,23,10,hbo,True,S23_D10 hbo,mild_master_3,-0.0014833767292808,
1605,947,az_itd=0_az=15,8.0,3.2067560202604933e-16,0.052422989621111,1.6301490833976565e-08,2.275687684298992,0.0370971019265933,23,11,hbo,False,S23_D11 hbo,mild_master_3,0.0475495195460237,
1606,948,az_itd=0_az=5,8.0,3.2067560202604933e-16,0.1199544481291411,1.6311478018555262e-08,-1.7404930785762598,-0.0283900145926442,23,11,hbo,False,S23_D11 hbo,mild_master_3,0.0489574009589083,
1607,949,az_itd=15_az=0,8.0,3.2067560202604933e-16,0.0244894670338695,1.6312000007222333e-08,-2.76488125414883,-0.0451007430376446,23,11,hbo,True,S23_D11 hbo,mild_master_3,0.0196315437089502,
1608,950,az_itd=5_az=0,8.0,3.2067560202604933e-16,0.0018755222125544,1.6314872745976407e-08,-4.549534897548621,-0.0742250829068845,23,11,hbo,True,S23_D11 hbo,mild_master_3,0.0159121721138617,
1613,963,az_itd=0_az=15,8.0,3.5874146723319863e-16,0.0202645364732493,1.7241901303790873e-08,-2.887893830057781,-0.0497927803936828,23,19,hbo,True,S23_D19 hbo,mild_master_3,-0.045244075562926,
1614,964,az_itd=0_az=5,8.0,3.5874146723319863e-16,0.0039268785592776,1.7252464635240882e-08,-4.004166054967855,-0.0690817332569649,23,19,hbo,True,S23_D19 hbo,mild_master_3,0.022498390425831,
1615,965,az_itd=15_az=0,8.0,3.5874146723319863e-16,0.0003069548497409,1.725301673671252e-08,-6.046937077594276,-0.1043279066055815,23,19,hbo,True,S23_D19 hbo,mild_master_3,-0.0530586460976065,
1616,966,az_itd=5_az=0,8.0,3.5874146723319863e-16,8.888533150322507e-06,1.725605519979383e-08,-9.938435187929857,-0.1714981862024909,23,19,hbo,True,S23_D19 hbo,mild_master_3,-0.0008389890117614,
1621,995,az_itd=0_az=15,8.0,2.3342629655280086e-16,0.4389375049920265,1.3908146435707344e-08,0.8144854542045005,0.0113279829668297,24,10,hbo,False,S24_D10 hbo,mild_master_3,-0.0084037721738611,
1622,996,az_itd=0_az=5,8.0,2.3342629655280086e-16,0.1421091123529524,1.3916667326650118e-08,-1.6283092850385312,-0.0226606386247767,24,10,hbo,False,S24_D10 hbo,mild_master_3,0.0335858322486262,
1623,997,az_itd=15_az=0,8.0,2.3342629655280086e-16,0.0320032760435592,1.3917112678237491e-08,-2.592203879359646,-0.0360759934740125,24,10,hbo,True,S24_D10 hbo,mild_master_3,-0.0238490611072455,
1624,998,az_itd=5_az=0,8.0,2.3342629655280086e-16,0.0003838859488602,1.3919563648622353e-08,-5.847449730116325,-0.0813939487004737,24,10,hbo,True,S24_D10 hbo,mild_master_3,-0.0009052689575684,
1629,1011,az_itd=0_az=15,8.0,7.18308336187945e-16,0.8054539467878368,2.4397752314228823e-08,-0.2546006914100792,-0.0062116846080545,24,19,hbo,False,S24_D19 hbo,mild_master_3,-0.0227437511222116,
1630,1012,az_itd=0_az=5,8.0,7.18308336187945e-16,0.1136098195597291,2.4412699711258282e-08,-1.776184244003436,-0.0433614525807241,24,19,hbo,False,S24_D19 hbo,mild_master_3,0.065322144415708,
1631,1013,az_itd=15_az=0,8.0,7.18308336187945e-16,0.3216551063226853,2.4413480949633336e-08,-1.0563648512657635,-0.0257895431722389,24,19,hbo,False,S24_D19 hbo,mild_master_3,-0.0185099174353975,
1632,1014,az_itd=5_az=0,8.0,7.18308336187945e-16,0.0003061230715418,2.4417780456304183e-08,-6.049385242940073,-0.147712560757717,24,19,hbo,True,S24_D19 hbo,mild_master_3,-0.0187876150997853,
1637,715,az_itd=0_az=15,8.0,8.080160872276041e-18,0.2001745651838125,2.587643054158897e-09,1.396212884865169,0.0036129005736485,1,7,hbr,False,S1_D7 hbr,mild_master_3,,0.0056658370514021
1638,716,az_itd=0_az=5,8.0,8.080160872276041e-18,0.3922299483944101,2.589228385774813e-09,-0.9043477336718648,-0.0023415628226343,1,7,hbr,False,S1_D7 hbr,mild_master_3,,0.0043076814625685
1639,717,az_itd=15_az=0,8.0,8.080160872276041e-18,0.5581953794825898,2.589311244475435e-09,-0.6109379011302796,-0.0015819083770728,1,7,hbr,False,S1_D7 hbr,mild_master_3,,0.0019116680323585
1640,718,az_itd=5_az=0,8.0,8.080160872276041e-18,0.1773660766780089,2.589767253226972e-09,-1.479137082940356,-0.0038306207804326,1,7,hbr,False,S1_D7 hbr,mild_master_3,,0.0090300705271943
1645,731,az_itd=0_az=15,8.0,1.4736346786143988e-17,0.0333362119610867,3.494534088571816e-09,2.565963913081356,0.0089668483643079,1,8,hbr,True,S1_D8 hbr,mild_master_3,,0.0048193502774769
1646,732,az_itd=0_az=5,8.0,1.4736346786143988e-17,0.1074679674309527,3.496675031220225e-09,1.8125656691472247,0.006337953117754,1,8,hbr,False,S1_D8 hbr,mild_master_3,,0.0042460041806223
1647,733,az_itd=15_az=0,8.0,1.4736346786143988e-17,0.0218144076913842,3.4967869294023927e-09,2.8399272455837377,0.0099306204728109,1,8,hbr,True,S1_D8 hbr,mild_master_3,,0.0046464915411942
1648,734,az_itd=5_az=0,8.0,1.4736346786143988e-17,0.2898328489611537,3.4974027555011167e-09,1.1334873453746754,0.003964261765039,1,8,hbr,False,S1_D8 hbr,mild_master_3,,0.015162724532798
1653,1035,az_itd=0_az=15,8.0,2.5178065775212345e-17,0.0002964053173384,4.567783870560425e-09,-6.07854254650672,-0.0277654686004486,2,6,hbr,True,S2_D6 hbr,mild_master_3,,-0.0109094923232031
1654,1036,az_itd=0_az=5,8.0,2.5178065775212345e-17,0.0001460557656855,4.570582344705856e-09,-6.743288737948995,-0.0308207564509235,2,6,hbr,True,S2_D6 hbr,mild_master_3,,-0.0201802775430666
1655,1037,az_itd=15_az=0,8.0,2.5178065775212345e-17,0.0005433322209288,4.570728609329035e-09,-5.546291844868902,-0.0253505948110306,2,6,hbr,True,S2_D6 hbr,mild_master_3,,-0.0132260428221676
1656,1038,az_itd=5_az=0,8.0,2.5178065775212345e-17,0.0005280303734891,4.571533569432306e-09,-5.570671350699471,-0.0254665110839974,2,6,hbr,True,S2_D6 hbr,mild_master_3,,-0.0094713878093602
1661,1051,az_itd=0_az=15,8.0,1.6223803319593503e-17,0.0078210302896831,3.6666605092166556e-09,-3.5221705171590947,-0.0129146035419944,2,7,hbr,True,S2_D7 hbr,mild_master_3,,-0.0093017198195788
1662,1052,az_itd=0_az=5,8.0,1.6223803319593503e-17,0.0008710278959878,3.668906905921467e-09,-5.153075919223164,-0.0189061558267754,2,7,hbr,True,S2_D7 hbr,mild_master_3,,-0.0174948818778798
1663,1053,az_itd=15_az=0,8.0,1.6223803319593503e-17,0.0007108334635837,3.669024315749274e-09,-5.320236690070277,-0.0195200777814092,2,7,hbr,True,S2_D7 hbr,mild_master_3,,-0.0058365563806713
1664,1054,az_itd=5_az=0,8.0,1.6223803319593503e-17,0.0002097080436342,3.669670474916564e-09,-6.397422223060963,-0.0234764314475419,2,7,hbr,True,S2_D7 hbr,mild_master_3,,-0.0095967504878741
1669,1067,az_itd=0_az=15,8.0,1.6482473151625862e-15,0.0368456913343179,2.5300632681736997e-08,-2.501675979880181,-0.0632939850556729,2,8,hbr,True,S2_D8 hbr,mild_master_3,,-0.041910921281094
1670,1068,az_itd=0_az=5,8.0,1.6482473151625862e-15,0.4670890430919333,2.53054721797762e-08,0.7634874060862087,0.019320409314324,2,8,hbr,False,S2_D8 hbr,mild_master_3,,0.0223441670021849
1671,1069,az_itd=15_az=0,8.0,1.6482473151625862e-15,0.7386097708609612,2.5302177670462392e-08,-0.3455247959554524,-0.0087425297768151,2,8,hbr,False,S2_D8 hbr,mild_master_3,,-0.0148175815694202
1672,1070,az_itd=5_az=0,8.0,1.6482473151625862e-15,0.7531224558089205,2.5298996936935432e-08,-0.3255417064321423,-0.0082358786338715,2,8,hbr,False,S2_D8 hbr,mild_master_3,,0.0128135437140766
1677,1083,az_itd=0_az=15,8.0,9.4067322807116e-17,0.430452613151318,8.612758120913073e-09,-0.8302924670707512,-0.0071511081884965,3,5,hbr,False,S3_D5 hbr,mild_master_3,,0.0090046208746708
1678,1084,az_itd=0_az=5,8.0,9.4067322807116e-17,0.9182555456676542,8.617682651446713e-09,-0.1059174716572549,-0.0009127631579858,3,5,hbr,False,S3_D5 hbr,mild_master_3,,0.002018086232484
1679,1085,az_itd=15_az=0,8.0,9.4067322807116e-17,0.020107210526867,8.617769464585656e-09,-2.8929739244491053,-0.02493098234796,3,5,hbr,True,S3_D5 hbr,mild_master_3,,-0.0017515671739132
1680,1086,az_itd=5_az=0,8.0,9.4067322807116e-17,0.0130864295541792,8.619002001407191e-09,-3.175469019362545,-0.0273693738332923,3,5,hbr,True,S3_D5 hbr,mild_master_3,,-0.0045498349557735
1685,1099,az_itd=0_az=15,8.0,4.811643083325983e-17,0.001007864815815,6.3145305277038395e-09,5.035006830022681,0.0317937043353755,3,6,hbr,True,S3_D6 hbr,mild_master_3,,0.0131906250090403
1686,1100,az_itd=0_az=5,8.0,4.811643083325983e-17,0.0689621157700997,6.318399154355861e-09,2.0997707159974444,0.0132671895162994,3,6,hbr,False,S3_D6 hbr,mild_master_3,,0.0067638258862054
1687,1101,az_itd=15_az=0,8.0,4.811643083325983e-17,0.001839754440283,6.318601351406849e-09,4.564192590840986,0.0288393134725689,3,6,hbr,True,S3_D6 hbr,mild_master_3,,0.0131509854712717
1688,1102,az_itd=5_az=0,8.0,4.811643083325983e-17,0.0350134113721477,6.319714132853985e-09,2.5344241057320973,0.0160168358396409,3,6,hbr,True,S3_D6 hbr,mild_master_3,,-0.0153995714393691
1693,1115,az_itd=0_az=15,8.0,1.4413672603661322e-17,0.1144643886116246,3.4560633243602573e-09,-1.7712695908330636,-0.0061216198704327,3,7,hbr,False,S3_D7 hbr,mild_master_3,,0.0116027847238307
1694,1116,az_itd=0_az=5,8.0,1.4413672603661322e-17,0.8977586729954137,3.458180697715098e-09,0.1326334512649939,0.0004586704410359,3,7,hbr,False,S3_D7 hbr,mild_master_3,,0.0107583801060568
1695,1117,az_itd=15_az=0,8.0,1.4413672603661322e-17,0.0468189773781464,3.4582913640281606e-09,-2.348112857303744,-0.008120458416177,3,7,hbr,True,S3_D7 hbr,mild_master_3,,0.0084571673440497
1696,1118,az_itd=5_az=0,8.0,1.4413672603661322e-17,0.8867467359767565,3.458900410596326e-09,-0.1470292407131029,-0.0005085595010722,3,7,hbr,False,S3_D7 hbr,mild_master_3,,-0.002870838383004
1701,1131,az_itd=0_az=15,8.0,3.1338514789981213e-17,0.2527955070569548,4.971209477689348e-09,1.232379109229082,0.0061264147079059,4,2,hbr,False,S4_D2 hbr,mild_master_3,,0.0164101657573894
1702,1132,az_itd=0_az=5,8.0,3.1338514789981213e-17,0.7681113204898387,4.974051874110834e-09,0.3050532678399179,0.0015173507786027,4,2,hbr,False,S4_D2 hbr,mild_master_3,,0.0149012102708214
1703,1133,az_itd=15_az=0,8.0,3.1338514789981213e-17,0.9518438825285744,4.974101981903603e-09,-0.0623109574342358,-0.0003099410568679,4,2,hbr,False,S4_D2 hbr,mild_master_3,,0.0119585675969824
1704,1134,az_itd=5_az=0,8.0,3.1338514789981213e-17,0.0164389450211492,4.974813391494213e-09,-3.0248003903342937,-0.0150478174884319,4,2,hbr,True,S4_D2 hbr,mild_master_3,,0.0070925596559901
1709,1147,az_itd=0_az=15,8.0,1.0041528071268745e-17,0.3504199709312871,2.884657579788283e-09,-0.9916292206107036,-0.0028605107475742,4,3,hbr,False,S4_D3 hbr,mild_master_3,,-0.0018632280406915
1710,1148,az_itd=0_az=5,8.0,1.0041528071268745e-17,0.0031713078040833,2.8864248787420463e-09,-4.158598881779457,-0.012003483273077,4,3,hbr,True,S4_D3 hbr,mild_master_3,,-0.0069054872983969
1711,1149,az_itd=15_az=0,8.0,1.0041528071268745e-17,0.0170432221391211,2.8865172481198156e-09,-3.0010947393125185,-0.0086627117282672,4,3,hbr,True,S4_D3 hbr,mild_master_3,,-0.0003530909251494
1712,1150,az_itd=5_az=0,8.0,1.0041528071268745e-17,0.0393477646931352,2.887025598411582e-09,-2.459527101902328,-0.007100717703179,4,3,hbr,True,S4_D3 hbr,mild_master_3,,-0.0026055384675946
1717,1163,az_itd=0_az=15,8.0,1.3095618095638995e-16,0.073830895588465,9.760882313969009e-09,-2.055880410180155,-0.0200672067353628,4,4,hbr,False,S4_D4 hbr,mild_master_3,,0.0076146558395771
1718,1164,az_itd=0_az=5,8.0,1.3095618095638995e-16,0.9632016338400547,9.765878254510511e-09,-0.047600325788219,-0.0004648589865227,4,4,hbr,False,S4_D4 hbr,mild_master_3,,0.0127899181266528
1719,1165,az_itd=15_az=0,8.0,1.3095618095638995e-16,0.2639758759688406,9.765704875556452e-09,-1.2013386985292391,-0.0117319191854216,4,4,hbr,False,S4_D4 hbr,mild_master_3,,0.0029763106756859
1720,1166,az_itd=5_az=0,8.0,1.3095618095638995e-16,0.0745128934547462,9.76667697036508e-09,-2.049959191845243,-0.0200212892291831,4,4,hbr,False,S4_D4 hbr,mild_master_3,,-1.9360811920677928e-05
1725,1179,az_itd=0_az=15,8.0,1.041506191121847e-17,0.0127062357760167,2.9378207415470355e-09,-3.1950658407116634,-0.0093865306974511,5,1,hbr,True,S5_D1 hbr,mild_master_3,,-0.0101091642276093
1726,1180,az_itd=0_az=5,8.0,1.041506191121847e-17,0.5603912128422512,2.939620611160421e-09,-0.6074559893902769,-0.0017856901467845,5,1,hbr,False,S5_D1 hbr,mild_master_3,,-0.0054454418476836
1727,1181,az_itd=15_az=0,8.0,1.041506191121847e-17,0.0026467364108125,2.939714682871321e-09,-4.291292527752036,-0.0126151756523286,5,1,hbr,True,S5_D1 hbr,mild_master_3,,-0.0093378667788291
1728,1182,az_itd=5_az=0,8.0,1.041506191121847e-17,0.0004608851525006,2.9402324018690942e-09,-5.687679890666993,-0.0167231007059983,5,1,hbr,True,S5_D1 hbr,mild_master_3,,-0.0177981840931149
1733,1195,az_itd=0_az=15,8.0,5.008129488753832e-18,0.0107248490595467,2.037192832029572e-09,3.3083308564096354,0.0067397079066599,5,2,hbr,True,S5_D2 hbr,mild_master_3,,0.0155313308104602
1734,1196,az_itd=0_az=5,8.0,5.008129488753832e-18,0.1846085760423633,2.038440927743215e-09,1.4518341773482553,0.002959478207403,5,2,hbr,False,S5_D2 hbr,mild_master_3,,0.0127276010558267
1735,1197,az_itd=15_az=0,8.0,5.008129488753832e-18,0.3689532794495345,2.038506160523566e-09,0.9520348574527916,0.0019407289219506,5,2,hbr,False,S5_D2 hbr,mild_master_3,,0.0073871155044974
1736,1198,az_itd=5_az=0,8.0,5.008129488753832e-18,0.1452722113703516,2.038865165896614e-09,-1.6136285932601682,-0.0032899711294929,5,2,hbr,False,S5_D2 hbr,mild_master_3,,0.000657549825262
1741,1211,az_itd=0_az=15,8.0,1.4125467607945616e-17,0.0458867562897012,3.421336428445353e-09,-2.360996981755094,-0.0080777649811282,5,3,hbr,True,S5_D3 hbr,mild_master_3,,0.0060731615079006
1742,1212,az_itd=0_az=5,8.0,1.4125467607945616e-17,0.3210941290822175,3.423432526205042e-09,-1.057671120033827,-0.0036208657143515,5,3,hbr,False,S5_D3 hbr,mild_master_3,,0.0078792343025263
1743,1213,az_itd=15_az=0,8.0,1.4125467607945616e-17,0.0001235391341426,3.423542080531091e-09,-6.907909007020291,-0.0236495171740137,5,3,hbr,True,S5_D3 hbr,mild_master_3,,-0.0060367048207405
1744,1214,az_itd=5_az=0,8.0,1.4125467607945616e-17,0.000402599676156,3.424145007333849e-09,-5.805569493565344,-0.0198791117961214,5,3,hbr,True,S5_D3 hbr,mild_master_3,,-0.0041031880850279
1749,1227,az_itd=0_az=15,8.0,5.2186350876835116e-15,0.1588512333573009,3.6927680343338084e-08,-1.553743082527486,-0.0573761278872477,6,2,hbr,False,S6_D2 hbr,mild_master_3,,-0.0539700835876062
1750,1228,az_itd=0_az=5,8.0,5.2186350876835116e-15,0.3090904564162354,3.6930534687406775e-08,-1.0860607609276378,-0.0401088046040695,6,2,hbr,False,S6_D2 hbr,mild_master_3,,0.0116675404997525
1751,1229,az_itd=15_az=0,8.0,5.2186350876835116e-15,0.7648993923869571,3.692457490102674e-08,0.3094313973286477,0.011425622807391,6,2,hbr,False,S6_D2 hbr,mild_master_3,,0.0109576215811508
1752,1230,az_itd=5_az=0,8.0,5.2186350876835116e-15,0.8468136936721145,3.691675882064617e-08,-0.1995468529274107,-0.0073666230429401,6,2,hbr,False,S6_D2 hbr,mild_master_3,,0.0422692034944891
1757,1275,az_itd=0_az=15,8.0,1.0161237867996561e-17,0.059834880032917,2.9018013189417247e-09,2.190922338145427,0.0063576213305292,7,7,hbr,False,S7_D7 hbr,mild_master_3,,0.0101316554160565
1758,1276,az_itd=0_az=5,8.0,1.0161237867996561e-17,0.000182034387191,2.9035791210874383e-09,6.531175656542268,0.0189637852724906,7,7,hbr,True,S7_D7 hbr,mild_master_3,,0.0292132159281051
1759,1277,az_itd=15_az=0,8.0,1.0161237867996561e-17,0.7999028759371096,2.9036720394234367e-09,-0.2620515994778096,-0.0007609119022899,7,7,hbr,False,S7_D7 hbr,mild_master_3,,0.0064645586686125
1760,1278,az_itd=5_az=0,8.0,1.0161237867996561e-17,0.0147600347853966,2.904183410879609e-09,3.095768186414644,0.0089906786109142,7,7,hbr,True,S7_D7 hbr,mild_master_3,,0.0183113168959792
1765,1291,az_itd=0_az=15,8.0,3.0366643368915534e-17,0.2345065002194613,5.016406931583014e-09,1.285718572560073,0.0064496875594553,7,8,hbr,False,S7_D8 hbr,mild_master_3,,0.0020559858815786
1766,1292,az_itd=0_az=5,8.0,3.0366643368915534e-17,0.1769097591716313,5.0194802567443636e-09,1.4808902663753465,0.0074332994544759,7,8,hbr,False,S7_D8 hbr,mild_master_3,,0.0090567908543594
1767,1293,az_itd=15_az=0,8.0,3.0366643368915534e-17,0.568484703190673,5.019640886688851e-09,0.5946898674965696,0.0029851295737853,7,8,hbr,False,S7_D8 hbr,mild_master_3,,0.013365699323645
