,Condition,df,mse,p_value,se,t,theta,Source,Detector,Chroma,Significant,ch_name,ID,mean_hbo,mean_hbr
720,4,8.0,1.1218892442232587e-15,0.4087887097078414,1.6239807769495865e-07,-0.8716627437682918,-0.14155635398628388,1,7,hbo,False,S1_D7 hbo,mild_master_4,,
721,Linear,8.0,1.1218892442232587e-15,0.37403028046481923,2.134351962816698e-12,-0.9414485193018963,-2.0093824950628764e-06,1,7,hbo,False,S1_D7 hbo,mild_master_4,,
722,ShortHbO,8.0,1.1218892442232587e-15,0.0009874430344213453,0.0008128946871284355,5.051474783907859,4106.31701400196,1,7,hbo,True,S1_D7 hbo,mild_master_4,,
723,az_itd=0_az=15,8.0,1.1218892442232587e-15,1.1030993685628758e-05,2.965874481799567e-08,9.654307889440574,0.2863346540872803,1,7,hbo,True,S1_D7 hbo,mild_master_4,0.15059859034641027,
724,az_itd=0_az=5,8.0,1.1218892442232587e-15,0.08075634875070442,2.9704192669279312e-08,1.9980778242045736,0.059351288658387055,1,7,hbo,False,S1_D7 hbo,mild_master_4,0.05706894373621372,
725,az_itd=15_az=0,8.0,1.1218892442232587e-15,1.3457528001980979e-05,2.969739868359712e-08,9.398898048477754,0.2791228225321267,1,7,hbo,True,S1_D7 hbo,mild_master_4,0.1796361289803577,
726,az_itd=5_az=0,8.0,1.1218892442232587e-15,2.3799348513690533e-05,2.967113547333681e-08,8.698026373563199,0.25808031888065014,1,7,hbo,True,S1_D7 hbo,mild_master_4,0.0740626985939446,
727,constant,8.0,1.1218892442232587e-15,0.6985855886781351,2.493236118759248e-08,-0.4014689907510754,-0.010009569883024035,1,7,hbo,False,S1_D7 hbo,mild_master_4,,
736,4,8.0,4.183852366214347e-16,0.17083184391217976,1.0203549146115694e-07,-1.5046344473253888,-0.1535261153022323,1,8,hbo,False,S1_D8 hbo,mild_master_4,,
737,Linear,8.0,4.183852366214347e-16,0.3059817484858528,2.074991305509334e-12,-1.0935544902973722,-2.2691160594677387e-06,1,8,hbo,False,S1_D8 hbo,mild_master_4,,
738,ShortHbO,8.0,4.183852366214347e-16,9.601385741848647e-05,0.0004951664747372233,7.1613741995020535,3546.0724166415357,1,8,hbo,True,S1_D8 hbo,mild_master_4,,
