OriginalVariableNames,Var1,Var2,Var3,Var4
all_FA_rates_collapsed1,0.284090909090909,0.0625,0.302325581395349,0.0821917808219178
all_FA_rates_collapsed2,0.270588235294118,0.168674698795181,0.380952380952381,0.240963855421687
all_FA_rates_collapsed3,0.431818181818182,0.131578947368421,0.324675324675325,0.148148148148148
all_FA_rates_collapsed4,0.463414634146341,0.305555555555556,0.341176470588235,0.266666666666667
all_FA_rates_collapsed5,0.102564102564103,0.0574712643678161,0.25,0.0112359550561798
all_FA_rates_collapsed6,0.246913580246914,0.0813953488372093,0.111111111111111,0.001
all_FA_rates_collapsed7,0.597222222222222,0.488636363636364,0.571428571428571,0.386363636363636
all_FA_rates_collapsed8,0.195402298850575,0.0833333333333333,0.341463414634146,0.151898734177215
all_FA_rates_collapsed9,0.101449275362319,0.0114942528735632,0.001,0.001
all_FA_rates_collapsed10,0.177777777777778,0.129411764705882,0.285714285714286,0.0795454545454545
all_FA_rates_collapsed11,0.142857142857143,0.0352941176470588,0.269662921348315,0.0574712643678161
all_FA_rates_collapsed12,0.108695652173913,0.0864197530864197,0.213483146067416,0.0344827586206897
all_FA_rates_collapsed13,0.270588235294118,0.240506329113924,0.36986301369863,0.182926829268293
all_FA_rates_collapsed14,0.2375,0.121621621621622,0.402597402597403,0.125
all_FA_rates_collapsed15,0.511111111111111,0.329545454545455,0.426666666666667,0.158536585365854
all_FA_rates_collapsed16,0.109756097560976,0.051948051948052,0.0945945945945946,0.0487804878048781
all_FA_rates_collapsed17,0.142857142857143,0.0352941176470588,0.175,0.001
all_FA_rates_collapsed18,0.0540540540540541,0.024390243902439,0.205128205128205,0.0357142857142857
all_FA_rates_collapsed19,0.413793103448276,0.0731707317073171,0.321428571428571,0.114942528735632
all_FA_rates_collapsed20,0.126582278481013,0.001,0.0963855421686747,0.0121951219512195
all_FA_rates_collapsed21,0.518987341772152,0.395348837209302,0.402173913043478,0.164835164835165
all_FA_rates_collapsed22,0.15,0.0515463917525773,0.0909090909090909,0.0555555555555556
all_FA_rates_collapsed23,0.0833333333333333,0.001,0.0759493670886076,0.001
all_FA_rates_collapsed24,0.390804597701149,0.329545454545455,0.265060240963855,0.172839506172839
all_FA_rates_collapsed25,0.0422535211267606,0.0114942528735632,0.072289156626506,0.024390243902439
all_FA_rates_collapsed26,0.448979591836735,0.272727272727273,0.466666666666667,0.2
all_FA_rates_collapsed27,0.30952380952381,0.111111111111111,0.416666666666667,0.0609756097560976
all_FA_rates_collapsed28,0.108108108108108,0.0357142857142857,0.131578947368421,0.012987012987013
all_FA_rates_collapsed29,0.120879120879121,0.0246913580246914,0.215189873417722,0.0253164556962025
all_FA_rates_collapsed30,0.402439024390244,0.313253012048193,0.517647058823529,0.344086021505376
all_FA_rates_collapsed31,0.472222222222222,0.375,0.45,0.465116279069767
all_FA_rates_collapsed32,0.704545454545455,0.62962962962963,0.631578947368421,0.691489361702128
all_FA_rates_collapsed33,0.0447761194029851,0.001,0.0227272727272727,0.0116279069767442
all_FA_rates_collapsed34,0.109756097560976,0.0759493670886076,0.075,0.0555555555555556
all_FA_rates_collapsed35,0.001,0.001,0.0136986301369863,0.010989010989011
all_FA_rates_collapsed36,0.0779220779220779,0.0135135135135135,0.25,0.0135135135135135
all_FA_rates_collapsed37,0.0571428571428571,0.001,0.17,0.0119047619047619
all_FA_rates_collapsed38,0.0897435897435897,0.0609756097560976,0.160493827160494,0.0481927710843374
all_FA_rates_collapsed39,0.0526315789473684,0.0111111111111111,0.0853658536585366,0.0222222222222222
all_FA_rates_collapsed40,0.130952380952381,0.0128205128205128,0.144578313253012,0.0540540540540541
