S,Channel,0,1,2,3
0,0,,,,
0,1,,,,
0,2,,,,
0,3,,,,
0,4,,,,
0,5,,,,
0,6,,,,
0,7,,,,
0,8,,,,
0,9,,,,
0,10,,,,
0,11,,,,
0,12,,,,
0,13,,,,
0,14,,,,
0,15,,,,
0,16,0.10249413437485999,0.007338270254869017,0.053986613021103996,0.07424500233921505
0,17,0.15514046236495205,0.04142044564497482,0.08385540754016943,0.11584139396913015
0,18,0.008871107030101022,-0.021079447434872143,0.05199180973146465,0.06620539930600915
0,19,0.05064547435967692,0.02715149043679989,0.10857480667794853,0.08652480354908913
0,20,0.17222737713502984,0.047212718875930905,0.10851940887235187,0.10773271367251339
0,21,0.1403007188018486,0.03641218264786547,0.0864205594400374,0.10807820598643769
0,22,,,,
0,23,0.07488218531536635,0.00522434236145384,0.09332271143381274,0.06719432585916751
0,24,,,,
0,25,,,,
0,26,,,,
0,27,,,,
0,28,,,,
0,29,,,,
0,30,0.0650841336362468,0.000429499137412116,0.011836921762324207,0.031075685946739987
0,31,,,,
0,32,,,,
0,33,,,,
0,34,,,,
0,35,-0.02044673894526828,-0.05976508816127464,-0.01689951618714788,-0.0010702419012673977
0,36,,,,
0,37,,,,
0,38,,,,
0,39,0.06954272404972858,-0.008944386142294338,0.036669815208849765,0.02744006486125139
0,40,0.02179721263865208,0.0059365576879214605,0.000168238589321116,0.025901507601053343
0,41,0.010643935989107548,0.00835150442579714,-0.017158036569935167,0.02703704428535781
0,42,0.10044504144167757,-0.03843913722089964,0.015160428141398312,0.04782705348404327
0,43,,,,
0,44,,,,
0,45,,,,
0,46,,,,
0,47,,,,
0,48,,,,
0,49,,,,
0,50,,,,
0,51,,,,
0,52,,,,
0,53,,,,
0,54,,,,
0,55,,,,
0,56,,,,
0,57,,,,
0,58,,,,
0,59,,,,
0,60,,,,
0,61,,,,
0,62,,,,
0,63,0.028713591142572818,0.014281092484635988,0.05513086469866295,0.07640002891036202
0,64,,,,
0,65,,,,
0,66,0.01744953276926565,-0.01738833659836071,0.024475899006652656,0.03762939089341649
0,67,,,,
0,68,,,,
0,69,0.12776464462054782,0.038999770499470426,0.06404824638227558,0.12614304098704235
0,70,,,,
0,71,,,,
0,72,0.05426910630576804,0.034863628144996765,0.01897577577403929,0.08550809446898881
0,73,,,,
0,74,,,,
0,75,,,,
0,76,,,,
0,77,,,,
0,78,,,,
0,79,0.06980194910702638,-0.053734019400547305,-0.013709930027413669,0.06628535576262783
0,80,,,,
0,81,0.0036356105164036083,-0.027538965246346185,-0.023256274860293774,0.03736899222641211
0,82,,,,
0,83,0.20193216279047133,0.0325094351731565,0.035728871057224484,0.21190527300350892
0,84,0.08701040836108272,-0.029450161274067004,-0.0018804473575558787,0.09090370620629744
0,85,0.03223784407424929,-0.00440724969859553,-0.0050300605416576305,-0.0062754253401917865
0,86,0.02888340817069872,0.0033599279700699514,-0.0060483178790037674,-0.0010207207712603914
0,87,0.02783240859006179,-0.029070682867968402,0.0024385392587023304,-0.018644581868932048
0,88,,,,
0,89,,,,
0,90,0.012858423498302336,-0.025740280017619965,-0.03832640555751058,-0.030021077872321347
0,91,0.06542695703759266,-0.0018743279467608837,-0.017276863564532684,-0.010854908893416696
0,92,,,,
0,93,,,,
0,94,,,,
0,95,,,,
0,96,,,,
0,97,,,,
0,98,,,,
0,99,0.016119580192014052,-0.045027061002167475,0.015444684228954262,0.026734484881365546
0,100,,,,
1,0,0.00336957344947383,-0.0027737605980693737,-0.013271469605555745,0.018723678858599865
1,1,,,,
1,2,-0.0012679833541797607,-0.09119024609200156,-0.0045202425280904904,-0.05527466064053444
1,3,,,,
1,4,,,,
1,5,0.05801941109581796,-0.05440764851290958,-0.003073499295558016,0.027716904769506858
1,6,0.06064894199497051,0.02886199595590096,0.07111654708774395,0.09113413038769955
1,7,,,,
1,8,0.011589475798762879,-0.017779684722649125,-0.008301747634976788,-0.010221636962059133
1,9,0.008453260952394525,-0.11970739166580602,-0.03303554228077526,-0.044471860069664644
1,10,,,,
1,11,-0.00023553446212970578,-0.03890470278564092,-0.011539185320773934,-0.0009256696416092074
1,12,0.08191098780891584,-0.042186636552196406,0.03960860159069752,0.027501603152311403
1,13,0.04470908661654182,-0.04677800077763706,-0.03240008522118019,-0.0018784682259520731
1,14,,,,
1,15,,,,
