# -*- coding: utf-8 -*-

# A datafile created by Gustav!
# 
# Experiment: mild-bici
# 
# Vocoded speech in spatially-separated speech or noise maskers.
# 
# $comments
# 

S,Trial,Date,Block,Condition,masker,Soundfile,Times
mild_bici_1,111,2025-03-29,111,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/8__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=gash-dash-bash-gash-dash-gash-dash-dash-dash-gash-bash-dash-gash-gash-gash-gash__r=gash-gash-gash-dash-bash-dash-dash-gash-bash-gash-gash-dash-bash-gash-bash-dash.wav,
mild_bici_1,112,2025-03-29,112,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/8__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=dash-gash-gash-bash-dash-bash-gash-bash-dash-dash-bash-gash-dash-gash-gash-gash__r=gash-dash-dash-dash-gash-gash-gash-dash-dash-dash-dash-gash-dash-dash-dash-bash.wav,
mild_bici_1,113,2025-03-29,113,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/9__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-dash-dash-dash-gash-gash-bash-dash-bash-gash-dash-dash-dash-bash-dash__r=gash-gash-bash-gash-gash-bash-gash-gash-gash-dash-dash-bash-gash-dash-dash-gash.wav,
mild_bici_1,114,2025-03-29,114,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/9__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-gash-gash-gash-bash-dash-dash-bash-dash-dash-dash-bash-gash-gash-gash-bash__r=gash-gash-bash-gash-dash-gash-dash-gash-gash-gash-dash-gash-dash-bash-gash-gash.wav,4940.918746948242
mild_bici_1,115,2025-03-29,115,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/9__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-gash-gash-bash-gash-bash-gash-gash-bash-dash-dash-gash-dash-dash-dash-gash__r=gash-bash-gash-dash-gash-gash-gash-gash-gash-gash-dash-bash-dash-bash-dash-gash.wav,
mild_bici_1,116,2025-03-29,116,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/9__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-dash-bash-dash-dash-gash-gash-gash-gash-dash-dash-dash-gash-dash-gash-bash__r=dash-gash-gash-gash-gash-bash-gash-dash-bash-gash-dash-bash-dash-dash-gash-dash.wav,
mild_bici_1,117,2025-03-29,117,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/9__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=gash-dash-dash-gash-dash-dash-bash-gash-gash-dash-dash-dash-gash-gash-dash-gash__r=dash-dash-dash-dash-bash-dash-dash-gash-dash-bash-gash-bash-gash-gash-dash-bash.wav,6317.610383033752
mild_bici_1,118,2025-03-29,118,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/9__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-bash-gash-dash-gash-gash-gash-gash-dash-gash-gash-gash-bash-gash-dash-bash__r=gash-gash-gash-gash-bash-dash-bash-dash-bash-gash-gash-gash-gash-dash-gash-gash.wav,6881.755664825439
mild_bici_1,119,2025-03-29,119,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/9__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-gash-gash-bash-gash-dash-bash-dash-gash-bash-dash-gash-dash-dash-dash__r=dash-dash-bash-dash-gash-dash-gash-gash-dash-dash-dash-gash-bash-gash-bash-dash.wav,4484.632804393768
mild_bici_1,120,2025-03-29,120,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/9__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-gash-dash-gash-gash-dash-bash-gash-dash-gash-bash-gash-gash-gash-dash-gash__r=dash-dash-bash-gash-bash-dash-dash-dash-dash-gash-dash-gash-bash-gash-dash-bash.wav,
mild_bici_2,1,2025-04-29,1,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/0__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-bash-gash-gash-gash-bash-dash-gash-gash-gash-dash-gash-dash-dash-bash__r=dash-gash-dash-dash-bash-dash-dash-dash-gash-bash-gash-dash-gash-bash-dash-gash.wav,
mild_bici_2,2,2025-04-29,2,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/0__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-dash-dash-gash-dash-bash-gash-dash-gash-gash-dash-dash-bash-dash-gash-dash__r=dash-dash-bash-dash-dash-gash-gash-bash-dash-gash-bash-gash-dash-dash-bash-dash.wav,
mild_bici_2,3,2025-04-29,3,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/0__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-gash-dash-gash-dash-gash-gash-gash-gash-gash-dash-gash-gash-bash-dash-bash__r=dash-bash-dash-gash-dash-gash-gash-gash-bash-gash-bash-gash-dash-dash-gash-gash.wav,7830.120681999251
mild_bici_2,4,2025-04-29,4,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/0__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=dash-dash-dash-gash-dash-dash-gash-dash-bash-gash-dash-gash-gash-gash-dash-dash__r=gash-bash-dash-dash-gash-bash-gash-gash-gash-dash-gash-dash-bash-gash-dash-bash.wav,8931.405754998326
mild_bici_2,5,2025-04-29,5,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/0__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-dash-gash-gash-dash-gash-dash-dash-gash-gash-gash-bash-dash-gash-gash-gash__r=gash-bash-dash-dash-bash-gash-bash-dash-gash-bash-gash-dash-dash-bash-gash-dash.wav,
mild_bici_2,6,2025-04-29,6,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/0__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-bash-dash-dash-bash-dash-dash-dash-gash-dash-gash-gash-gash-dash-dash-gash__r=gash-gash-dash-dash-dash-gash-dash-bash-dash-bash-dash-bash-dash-bash-dash-dash.wav,4898.00453200005
mild_bici_2,7,2025-04-29,7,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/0__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-gash-dash-gash-dash-gash-dash-gash-bash-gash-gash-gash-gash-gash-gash-dash__r=dash-bash-gash-bash-gash-gash-dash-gash-dash-dash-bash-gash-bash-dash-bash-dash.wav,
mild_bici_2,8,2025-04-29,8,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/0__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-dash-gash-dash-dash-dash-gash-gash-gash-gash-dash-dash-dash-bash-gash-gash__r=dash-gash-gash-dash-gash-dash-bash-gash-gash-bash-gash-bash-gash-gash-dash-bash.wav,
mild_bici_2,9,2025-04-29,9,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/0__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-gash-dash-gash-gash-dash-gash-dash-dash-gash-gash-bash-dash-dash-gash-gash__r=gash-bash-dash-bash-dash-bash-gash-bash-gash-gash-gash-dash-gash-bash-dash-gash.wav,10119.039515998214
mild_bici_2,10,2025-04-29,10,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/0__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-gash-bash-dash-gash-dash-dash-dash-dash-gash-gash-gash-dash-dash-bash__r=dash-bash-gash-gash-gash-bash-dash-bash-dash-dash-bash-gash-dash-gash-gash-gash.wav,
mild_bici_2,11,2025-04-29,11,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/0__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-bash-gash-dash-gash-gash-dash-dash-dash-dash-dash-dash-dash-gash-gash-dash__r=gash-gash-gash-gash-gash-gash-bash-dash-gash-bash-gash-bash-dash-bash-gash-bash.wav,
mild_bici_2,12,2025-04-29,12,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/0__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-gash-gash-dash-dash-bash-gash-bash-dash-dash-gash-dash-gash-gash-gash__r=gash-gash-gash-gash-gash-dash-dash-gash-dash-dash-bash-dash-dash-bash-gash-bash.wav,
mild_bici_2,13,2025-04-29,13,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/0__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=gash-dash-gash-dash-dash-gash-dash-gash-gash-bash-gash-gash-bash-dash-dash-gash__r=dash-bash-dash-dash-bash-gash-gash-dash-dash-gash-gash-gash-gash-gash-bash-dash.wav,
mild_bici_2,14,2025-04-29,14,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/0__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-dash-gash-gash-gash-gash-dash-dash-bash-dash-dash-dash-dash-bash-dash-dash__r=dash-gash-bash-dash-bash-dash-bash-gash-gash-dash-gash-dash-gash-dash-gash-bash.wav,5362.430611001328
mild_bici_2,15,2025-04-29,15,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/0__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-dash-gash-bash-dash-gash-dash-dash-dash-bash-gash-bash-dash-bash-dash-bash__r=dash-gash-gash-dash-dash-dash-bash-gash-dash-dash-dash-gash-gash-dash-dash-dash.wav,
mild_bici_2,16,2025-04-29,16,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/0__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-dash-gash-gash-gash-bash-dash-gash-gash-gash-dash-bash-gash-dash-dash-bash__r=dash-bash-dash-bash-dash-dash-dash-dash-dash-gash-dash-gash-dash-bash-gash-dash.wav,4958.378375997767
mild_bici_2,17,2025-04-29,17,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/10__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-gash-gash-gash-dash-gash-bash-gash-dash-gash-bash-dash-gash-dash-gash-bash__r=dash-bash-dash-gash-gash-dash-dash-dash-dash-gash-gash-gash-bash-gash-dash-dash.wav,9824.831185000017
mild_bici_2,18,2025-04-29,18,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/10__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=dash-bash-gash-dash-dash-gash-bash-gash-gash-gash-gash-bash-gash-dash-gash-dash__r=gash-gash-dash-bash-dash-gash-gash-dash-gash-bash-dash-dash-gash-dash-dash-dash.wav,
mild_bici_2,19,2025-04-29,19,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/10__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-gash-dash-dash-dash-gash-dash-bash-dash-dash-bash-gash-dash-gash-gash-gash__r=dash-dash-gash-dash-gash-bash-gash-gash-gash-dash-gash-gash-bash-gash-dash-bash.wav,
mild_bici_2,20,2025-04-29,20,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/10__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-gash-gash-gash-gash-gash-gash-gash-dash-dash-gash-gash-gash-gash-bash-gash__r=gash-bash-dash-gash-bash-dash-dash-dash-bash-gash-bash-gash-dash-dash-gash-dash.wav,
mild_bici_2,21,2025-04-29,21,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/10__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-dash-gash-gash-dash-dash-dash-bash-gash-dash-gash-dash-dash-gash-bash-dash__r=gash-bash-dash-bash-dash-gash-dash-dash-dash-gash-gash-bash-gash-gash-dash-dash.wav,10634.816513998434
mild_bici_2,22,2025-04-29,22,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/10__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=dash-gash-dash-bash-dash-dash-dash-dash-dash-gash-gash-dash-dash-gash-gash-gash__r=gash-bash-gash-gash-gash-dash-bash-dash-gash-gash-gash-bash-dash-bash-gash-bash.wav,
mild_bici_2,23,2025-04-29,23,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/10__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-dash-gash-gash-bash-dash-dash-gash-dash-dash-dash-dash-gash-dash-dash-gash__r=gash-gash-gash-gash-gash-dash-gash-bash-gash-bash-gash-dash-bash-dash-bash-gash.wav,
mild_bici_2,24,2025-04-29,24,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/10__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=dash-dash-bash-dash-dash-gash-gash-dash-gash-gash-dash-dash-dash-gash-gash-gash__r=gash-gash-gash-gash-gash-bash-dash-gash-bash-dash-bash-dash-gash-bash-gash-bash.wav,
mild_bici_2,25,2025-04-29,25,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/10__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-dash-dash-gash-bash-dash-gash-dash-gash-gash-dash-dash-gash-gash-gash-dash__r=gash-dash-bash-gash-dash-gash-gash-dash-dash-bash-gash-bash-dash-gash-gash-bash.wav,
mild_bici_2,26,2025-04-29,26,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/10__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-dash-gash-gash-gash-gash-gash-gash-gash-dash-bash-gash-gash-gash-gash-gash__r=gash-gash-dash-bash-gash-dash-bash-dash-bash-dash-dash-dash-bash-dash-dash-bash.wav,
mild_bici_2,27,2025-04-29,27,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/10__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-dash-gash-dash-gash-dash-dash-dash-dash-gash-gash-bash-gash-gash-dash-gash__r=gash-dash-bash-dash-dash-bash-gash-bash-gash-gash-dash-dash-dash-bash-gash-gash.wav,
mild_bici_2,28,2025-04-29,28,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/10__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=gash-gash-gash-bash-gash-gash-gash-gash-dash-dash-gash-gash-bash-dash-dash-gash__r=gash-bash-gash-gash-dash-bash-gash-gash-gash-bash-gash-dash-gash-gash-gash-bash.wav,
mild_bici_2,29,2025-04-29,29,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/10__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-gash-gash-gash-gash-dash-gash-gash-gash-gash-gash-gash-bash-gash-gash-dash__r=gash-bash-dash-dash-bash-dash-bash-gash-bash-dash-gash-gash-dash-dash-gash-gash.wav,
mild_bici_2,30,2025-04-29,30,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/10__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=dash-dash-dash-bash-dash-gash-bash-gash-gash-gash-gash-bash-gash-dash-bash-gash__r=gash-dash-gash-gash-dash-dash-gash-dash-gash-bash-dash-dash-dash-dash-gash-gash.wav,
mild_bici_2,31,2025-04-29,31,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/10__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-gash-gash-dash-bash-gash-dash-gash-gash-gash-dash-gash-dash-gash-gash-gash__r=gash-bash-gash-gash-dash-dash-gash-dash-bash-gash-bash-dash-gash-dash-gash-bash.wav,4317.04621199891
mild_bici_2,32,2025-04-29,32,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/10__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-gash-bash-dash-gash-gash-gash-bash-gash-bash-gash-dash-gash-dash-gash-dash__r=gash-dash-gash-dash-dash-dash-gash-gash-dash-dash-gash-bash-gash-gash-dash-bash.wav,9244.215230999514
mild_bici_2,33,2025-04-29,33,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/11__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-gash-bash-dash-dash-bash-gash-gash-dash-gash-dash-gash-dash-dash-dash-gash__r=gash-dash-gash-gash-gash-gash-gash-bash-gash-gash-bash-gash-dash-bash-gash-bash.wav,
mild_bici_2,34,2025-04-29,34,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/11__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=gash-dash-bash-dash-bash-gash-gash-dash-bash-gash-dash-dash-dash-gash-gash-dash__r=gash-gash-dash-gash-dash-gash-dash-gash-gash-dash-bash-gash-dash-bash-gash-dash.wav,
mild_bici_2,35,2025-04-29,35,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/11__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=dash-bash-dash-dash-gash-bash-dash-dash-bash-gash-gash-gash-dash-gash-gash-bash__r=dash-gash-dash-gash-dash-gash-gash-gash-gash-gash-bash-dash-dash-gash-gash-gash.wav,
mild_bici_2,36,2025-04-29,36,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/11__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-bash-gash-bash-dash-bash-gash-dash-dash-dash-dash-gash-dash-gash-dash__r=gash-dash-gash-gash-dash-gash-gash-dash-bash-dash-gash-dash-gash-gash-dash-bash.wav,
mild_bici_2,37,2025-04-29,37,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/11__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-bash-gash-bash-gash-dash-gash-dash-dash-gash-bash-gash-dash-dash-gash__r=dash-gash-dash-gash-dash-dash-gash-bash-gash-bash-dash-dash-dash-bash-gash-dash.wav,4605.642243999988
mild_bici_2,38,2025-04-29,38,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/11__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-dash-gash-dash-dash-dash-dash-gash-bash-gash-bash-dash-gash-dash-gash-dash__r=gash-dash-bash-dash-bash-dash-gash-gash-dash-dash-dash-gash-gash-bash-dash-bash.wav,
mild_bici_2,39,2025-04-29,39,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/11__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-dash-dash-dash-bash-dash-dash-gash-gash-gash-gash-gash-dash-gash-dash-gash__r=gash-gash-bash-dash-gash-gash-bash-dash-gash-bash-gash-bash-dash-gash-gash-bash.wav,
mild_bici_2,40,2025-04-29,40,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/11__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=dash-bash-gash-bash-dash-dash-bash-gash-gash-dash-bash-dash-gash-dash-dash-gash__r=dash-dash-gash-dash-gash-gash-dash-dash-dash-gash-dash-gash-dash-dash-bash-gash.wav,5276.252081999555
mild_bici_2,41,2025-04-29,41,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/11__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=gash-gash-dash-dash-gash-gash-bash-gash-dash-gash-gash-bash-dash-bash-dash-gash__r=dash-gash-gash-dash-bash-dash-dash-gash-gash-bash-dash-gash-dash-gash-dash-bash.wav,
mild_bici_2,42,2025-04-29,42,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/11__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-gash-dash-gash-dash-dash-dash-dash-dash-bash-dash-gash-gash-dash-bash-dash__r=dash-bash-dash-bash-dash-dash-dash-bash-dash-dash-dash-bash-dash-dash-gash-dash.wav,9318.884279999882
mild_bici_2,43,2025-04-29,43,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/11__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-gash-dash-dash-dash-dash-gash-gash-bash-dash-dash-bash-dash-gash-gash-gash__r=dash-bash-gash-dash-bash-dash-dash-gash-gash-gash-dash-gash-dash-gash-bash-gash.wav,
mild_bici_2,44,2025-04-29,44,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/11__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=dash-dash-bash-gash-gash-dash-gash-bash-gash-dash-dash-bash-dash-dash-bash-dash__r=dash-dash-gash-dash-dash-gash-gash-gash-gash-bash-dash-gash-dash-dash-dash-gash.wav,7324.7854410000145
mild_bici_2,45,2025-04-29,45,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/11__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-dash-gash-dash-gash-dash-gash-dash-dash-dash-gash-dash-gash-dash-bash__r=dash-bash-gash-gash-gash-bash-dash-gash-dash-gash-bash-gash-bash-dash-gash-dash.wav,
mild_bici_2,46,2025-04-29,46,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/11__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-dash-gash-gash-dash-gash-dash-dash-dash-gash-bash-gash-bash-gash-gash-dash__r=gash-dash-gash-gash-bash-dash-dash-dash-bash-gash-gash-dash-gash-dash-bash-dash.wav,
mild_bici_2,47,2025-04-29,47,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_2/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/11__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=dash-gash-bash-dash-dash-dash-gash-gash-gash-dash-dash-gash-gash-dash-bash-dash__r=gash-dash-dash-dash-gash-bash-gash-dash-dash-bash-dash-bash-dash-gash-gash-dash.wav,8925.140433998778
