# -*- coding: utf-8 -*-

# A datafile created by Gustav!
# 
# Experiment: mild-bici
# 
# Vocoded speech in spatially-separated speech or noise maskers.
# 
# $comments
# 

S,Trial,Date,Block,Condition,masker,Soundfile,Times
mild_bici_1,55,2025-03-29,55,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/1__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-gash-gash-gash-dash-gash-dash-gash-bash-dash-gash-dash-gash-gash-gash-bash__r=dash-gash-bash-gash-bash-dash-gash-gash-dash-gash-dash-dash-bash-gash-gash-gash.wav,4958.906405448914
mild_bici_1,56,2025-03-29,56,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/1__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-gash-bash-dash-dash-gash-dash-gash-gash-dash-dash-gash-gash-dash-gash-gash__r=dash-gash-dash-gash-gash-bash-dash-bash-gash-bash-dash-gash-bash-dash-dash-gash.wav,
mild_bici_1,57,2025-03-29,57,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/2__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=dash-dash-dash-gash-dash-dash-bash-gash-dash-dash-gash-gash-gash-gash-dash-dash__r=dash-dash-bash-dash-bash-dash-dash-gash-gash-dash-dash-gash-bash-dash-gash-bash.wav,2317.3161067962646
mild_bici_1,58,2025-03-29,58,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/2__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-gash-dash-dash-gash-gash-dash-gash-dash-gash-dash-dash-gash-gash-bash-gash__r=gash-dash-dash-bash-gash-bash-dash-bash-dash-bash-dash-bash-gash-gash-gash-dash.wav,4243.119128227234
mild_bici_1,59,2025-03-29,59,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/2__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-bash-dash-bash-dash-gash-dash-dash-dash-dash-gash-dash-gash-gash-dash-gash__r=dash-gash-dash-dash-gash-gash-gash-gash-bash-gash-bash-dash-bash-dash-bash-gash.wav,
mild_bici_1,60,2025-03-29,60,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/2__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-bash-dash-gash-dash-gash-dash-gash-dash-gash-gash-gash-bash-dash-gash-dash__r=gash-gash-dash-dash-bash-gash-bash-gash-dash-dash-dash-gash-gash-dash-gash-bash.wav,8962.186712265015
mild_bici_1,61,2025-03-29,61,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/2__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=gash-gash-gash-dash-gash-dash-gash-gash-dash-dash-bash-gash-gash-dash-dash-dash__r=dash-bash-dash-gash-dash-bash-gash-gash-bash-gash-gash-gash-bash-dash-bash-gash.wav,4185.11049079895
mild_bici_1,62,2025-03-29,62,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/2__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-gash-gash-gash-gash-gash-gash-gash-dash-gash-bash-dash-gash-gash-dash-dash__r=gash-dash-gash-dash-dash-gash-bash-gash-bash-gash-dash-dash-bash-gash-bash-dash.wav,2940.7301874160767,7505.561334133148
mild_bici_1,63,2025-03-29,63,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/2__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=dash-gash-gash-dash-bash-dash-gash-gash-dash-dash-dash-dash-gash-gash-gash-gash__r=dash-dash-gash-gash-gash-gash-bash-gash-gash-gash-bash-dash-dash-bash-gash-bash.wav,
mild_bici_1,64,2025-03-29,64,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/2__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-dash-bash-dash-dash-dash-gash-gash-dash-gash-dash-dash-dash-dash-bash-gash__r=gash-dash-dash-dash-gash-gash-bash-gash-bash-gash-gash-gash-bash-gash-dash-gash.wav,3237.9166531562805,11581.01687002182
mild_bici_1,65,2025-03-29,65,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/3__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-gash-gash-dash-gash-dash-gash-gash-gash-dash-dash-gash-gash-bash-gash-dash__r=gash-bash-dash-dash-bash-gash-bash-dash-dash-dash-bash-gash-dash-dash-dash-bash.wav,
mild_bici_1,66,2025-03-29,66,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/3__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-gash-gash-dash-dash-gash-dash-gash-dash-bash-dash-bash-dash-bash-dash-dash__r=gash-gash-bash-dash-bash-gash-gash-dash-gash-dash-dash-dash-dash-gash-gash-bash.wav,
mild_bici_1,67,2025-03-29,67,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/3__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-dash-dash-dash-dash-dash-gash-gash-bash-dash-bash-gash-bash-gash-bash__r=gash-dash-bash-dash-dash-gash-dash-bash-gash-dash-dash-dash-gash-dash-gash-gash.wav,2833.7289152145386
mild_bici_1,68,2025-03-29,68,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/3__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=dash-gash-gash-bash-dash-bash-gash-bash-gash-bash-dash-gash-dash-gash-dash-gash__r=dash-bash-dash-gash-gash-gash-dash-gash-gash-gash-dash-gash-gash-dash-dash-gash.wav,4973.493428707123
mild_bici_1,69,2025-03-29,69,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/3__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=dash-dash-gash-gash-dash-dash-bash-dash-gash-bash-gash-dash-dash-gash-bash-dash__r=gash-gash-dash-gash-bash-dash-gash-dash-gash-gash-gash-bash-dash-gash-gash-dash.wav,7467.345115661621
mild_bici_1,70,2025-03-29,70,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/3__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-gash-dash-bash-dash-gash-dash-dash-gash-dash-dash-dash-gash-bash-gash-dash__r=gash-bash-dash-dash-dash-dash-dash-bash-dash-dash-bash-gash-gash-dash-dash-gash.wav,3859.9746351242065,10363.979218006134
mild_bici_1,71,2025-03-29,71,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/3__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-bash-gash-gash-dash-dash-dash-bash-dash-gash-dash-gash-gash-gash-gash-gash__r=gash-gash-dash-bash-gash-bash-dash-dash-dash-gash-bash-gash-gash-gash-dash-dash.wav,
mild_bici_1,72,2025-03-29,72,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/3__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-dash-gash-dash-bash-gash-bash-dash-dash-gash-bash-dash-gash-dash-gash-dash__r=gash-bash-dash-gash-dash-gash-dash-gash-gash-gash-gash-dash-dash-bash-gash-dash.wav,
mild_bici_1,73,2025-03-29,73,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/4__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-gash-gash-bash-dash-dash-dash-gash-dash-dash-dash-dash-gash-dash-dash-bash__r=gash-bash-gash-gash-dash-bash-dash-gash-gash-dash-bash-gash-gash-gash-gash-dash.wav,9860.216618061066
mild_bici_1,74,2025-03-29,74,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/4__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-dash-gash-gash-gash-bash-dash-dash-bash-gash-dash-gash-gash-dash-dash-dash__r=gash-bash-dash-gash-gash-gash-gash-dash-gash-dash-bash-gash-dash-bash-dash-dash.wav,3390.302056312561,7514.76162815094
mild_bici_1,75,2025-03-29,75,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/4__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-dash-gash-gash-dash-bash-gash-dash-dash-gash-bash-gash-gash-dash-dash-dash__r=dash-bash-dash-dash-gash-gash-gash-dash-bash-dash-gash-gash-gash-gash-gash-bash.wav,2835.5767817497253,5043.422616958618
mild_bici_1,76,2025-03-29,76,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/4__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-gash-dash-gash-dash-bash-dash-gash-dash-dash-dash-gash-gash-dash-gash__r=dash-dash-bash-dash-bash-dash-gash-gash-dash-bash-gash-bash-dash-dash-dash-dash.wav,2476.942527770996
mild_bici_1,77,2025-03-29,77,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/4__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-dash-dash-gash-gash-gash-dash-gash-dash-gash-dash-dash-bash-dash-dash-dash__r=gash-gash-dash-bash-dash-bash-dash-bash-dash-bash-gash-gash-gash-gash-gash-dash.wav,3099.4897470474243,5825.2662563323975
mild_bici_1,78,2025-03-29,78,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/4__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-gash-bash-dash-dash-dash-dash-gash-gash-dash-gash-gash-gash-dash-dash-gash__r=gash-gash-dash-dash-bash-dash-bash-dash-dash-bash-gash-bash-dash-dash-bash-dash.wav,
mild_bici_1,79,2025-03-29,79,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/4__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=gash-dash-dash-gash-dash-dash-gash-dash-gash-dash-gash-dash-bash-dash-bash-dash__r=dash-dash-gash-dash-bash-dash-bash-gash-bash-dash-bash-dash-dash-dash-gash-dash.wav,
mild_bici_1,80,2025-03-29,80,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/4__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-bash-dash-bash-dash-gash-dash-gash-dash-gash-dash-bash-gash-bash-gash-gash__r=dash-dash-gash-gash-gash-bash-gash-bash-gash-dash-gash-dash-dash-gash-gash-gash.wav,
mild_bici_1,81,2025-03-29,81,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/5__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=gash-gash-gash-dash-bash-gash-dash-bash-gash-gash-gash-dash-dash-bash-gash-dash__r=dash-bash-dash-gash-dash-gash-gash-gash-gash-dash-bash-gash-gash-gash-dash-gash.wav,
mild_bici_1,82,2025-03-29,82,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/5__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-gash-dash-gash-dash-gash-gash-dash-dash-gash-gash-bash-dash-dash-dash-dash__r=gash-gash-gash-gash-bash-dash-dash-bash-dash-bash-dash-gash-gash-bash-gash-dash.wav,
mild_bici_1,83,2025-03-29,83,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/5__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-gash-dash-bash-dash-gash-dash-bash-dash-dash-gash-gash-gash-bash-gash-gash__r=gash-dash-gash-dash-gash-dash-gash-gash-gash-bash-dash-gash-gash-dash-dash-bash.wav,10013.076338291168
mild_bici_1,84,2025-03-29,84,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/5__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-dash-dash-dash-gash-gash-gash-bash-gash-gash-bash-gash-gash-gash-dash-gash__r=dash-bash-dash-bash-gash-dash-gash-gash-dash-dash-dash-dash-bash-gash-dash-dash.wav,
mild_bici_1,85,2025-03-29,85,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/5__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-bash-dash-gash-bash-dash-gash-bash-gash-gash-bash-gash-gash-dash-bash-gash__r=gash-dash-gash-gash-dash-dash-gash-gash-gash-gash-dash-gash-bash-dash-dash-gash.wav,8571.308647155762
mild_bici_1,86,2025-03-29,86,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/5__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=dash-dash-gash-gash-dash-bash-dash-dash-dash-dash-dash-dash-gash-bash-dash-bash__r=gash-gash-gash-bash-dash-gash-dash-dash-gash-bash-dash-dash-dash-dash-gash-dash.wav,2326.0730724334717
mild_bici_1,87,2025-03-29,87,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/5__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-dash-dash-dash-gash-bash-dash-gash-bash-gash-gash-gash-bash-dash-dash-bash__r=gash-dash-gash-bash-gash-dash-gash-dash-dash-gash-bash-dash-gash-gash-dash-gash.wav,9617.335144519806
mild_bici_1,88,2025-03-29,88,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/5__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-dash-dash-gash-dash-gash-dash-gash-bash-gash-dash-gash-gash-gash-gash-bash__r=gash-bash-gash-dash-dash-gash-dash-gash-gash-dash-bash-gash-bash-dash-dash-gash.wav,4373.93612241745,11276.251880168915
mild_bici_1,89,2025-03-29,89,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/6__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=dash-gash-dash-gash-bash-dash-dash-dash-gash-bash-dash-gash-dash-gash-dash-gash__r=dash-bash-dash-dash-gash-gash-bash-gash-gash-dash-dash-dash-bash-dash-gash-bash.wav,7159.042069911957
mild_bici_1,90,2025-03-29,90,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/6__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=gash-dash-dash-gash-bash-dash-gash-bash-gash-gash-dash-gash-dash-bash-dash-gash__r=gash-dash-bash-dash-dash-dash-dash-gash-dash-bash-gash-bash-gash-dash-dash-gash.wav,
mild_bici_1,91,2025-03-29,91,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/6__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=dash-dash-dash-gash-dash-dash-dash-dash-gash-gash-bash-gash-dash-dash-gash-dash__r=dash-bash-dash-gash-bash-gash-gash-bash-gash-gash-dash-gash-gash-bash-dash-bash.wav,
mild_bici_1,92,2025-03-29,92,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/6__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-dash-gash-dash-dash-dash-gash-dash-dash-bash-gash-gash-dash-gash-gash-gash__r=dash-dash-bash-dash-bash-dash-gash-bash-gash-dash-dash-gash-bash-dash-gash-gash.wav,7867.694331645966
mild_bici_1,93,2025-03-29,93,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/6__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-gash-gash-gash-gash-bash-gash-dash-dash-bash-dash-dash-dash-dash-gash-gash__r=gash-gash-bash-dash-dash-dash-gash-dash-gash-dash-gash-dash-dash-bash-dash-bash.wav,
mild_bici_1,94,2025-03-29,94,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/6__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-gash-gash-dash-bash-gash-bash-dash-dash-dash-dash-gash-dash-dash-dash-dash__r=gash-gash-bash-dash-gash-gash-gash-dash-dash-bash-gash-dash-dash-gash-dash-bash.wav,4243.284724235535
mild_bici_1,95,2025-03-29,95,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/6__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=gash-dash-gash-dash-dash-bash-dash-gash-gash-bash-gash-gash-gash-dash-gash-gash__r=dash-dash-bash-dash-dash-gash-dash-bash-gash-dash-dash-bash-gash-gash-gash-bash.wav,9687.081749916077
mild_bici_1,96,2025-03-29,96,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/6__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-bash-dash-dash-gash-dash-dash-gash-gash-dash-dash-gash-dash-dash-dash__r=gash-gash-dash-dash-bash-gash-dash-gash-bash-dash-bash-gash-dash-bash-dash-bash.wav,4036.4748849868774
mild_bici_1,97,2025-03-29,97,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/7__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=dash-bash-dash-gash-dash-dash-dash-gash-gash-gash-bash-dash-bash-gash-gash-dash__r=gash-gash-gash-bash-dash-gash-dash-dash-bash-dash-gash-dash-gash-dash-bash-dash.wav,8305.93081998825,9493.240586280823
mild_bici_1,98,2025-03-29,98,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/7__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-dash-gash-gash-gash-dash-dash-gash-dash-gash-dash-bash-dash-dash-bash-gash__r=gash-dash-bash-dash-dash-bash-dash-gash-dash-bash-dash-gash-gash-gash-dash-dash.wav,
mild_bici_1,99,2025-03-29,99,2,side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0/7__side=r_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=dash-dash-gash-gash-dash-gash-dash-gash-dash-gash-gash-dash-dash-bash-gash-dash__r=dash-bash-gash-gash-bash-dash-gash-bash-dash-gash-dash-bash-dash-gash-dash-bash.wav,
mild_bici_1,100,2025-03-29,100,7,side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0/7__side=l_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-bash-dash-dash-dash-gash-bash-gash-gash-gash-gash-dash-dash-gash-gash-dash__r=dash-dash-gash-gash-gash-dash-dash-gash-bash-dash-gash-bash-dash-gash-bash-dash.wav,
mild_bici_1,101,2025-03-29,101,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/7__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-bash-gash-dash-dash-bash-gash-bash-gash-gash-gash-dash-dash-bash-dash-dash__r=gash-gash-dash-gash-gash-gash-dash-gash-gash-bash-dash-dash-dash-gash-dash-gash.wav,5357.870199203491
mild_bici_1,102,2025-03-29,102,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/7__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-bash-gash-dash-gash-gash-gash-dash-dash-dash-gash-dash-gash-gash-gash__r=gash-dash-gash-gash-dash-bash-gash-dash-bash-gash-dash-dash-dash-bash-dash-bash.wav,4673.5275893211365
mild_bici_1,103,2025-03-29,103,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/7__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=dash-dash-gash-bash-dash-gash-gash-gash-gash-dash-gash-dash-dash-dash-bash-gash__r=dash-bash-gash-gash-dash-gash-bash-gash-dash-dash-bash-dash-gash-dash-gash-gash.wav,10696.990293979645
mild_bici_1,104,2025-03-29,104,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/7__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-dash-dash-gash-gash-gash-gash-dash-dash-dash-dash-dash-bash-dash-gash-dash__r=dash-gash-bash-gash-bash-gash-bash-dash-bash-dash-bash-dash-gash-dash-gash-gash.wav,9357.413866519928
mild_bici_1,105,2025-03-29,105,4,side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0/8__side=l_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=gash-gash-gash-gash-dash-bash-gash-dash-gash-dash-dash-bash-gash-dash-bash-dash__r=dash-bash-dash-dash-gash-gash-dash-bash-gash-gash-gash-gash-dash-dash-gash-dash.wav,5446.866632461548
mild_bici_1,106,2025-03-29,106,5,side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0/8__side=l_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=dash-gash-bash-gash-dash-gash-gash-dash-dash-gash-dash-gash-gash-gash-gash-dash__r=dash-gash-dash-dash-bash-gash-bash-gash-bash-dash-dash-bash-dash-dash-bash-dash.wav,3904.5522422790527
mild_bici_1,107,2025-03-29,107,6,side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0/8__side=l_itd=0_az=90_az_itd=0_mag=0_lpf=0__l=gash-dash-gash-dash-dash-dash-dash-gash-dash-gash-gash-bash-gash-gash-dash-gash__r=gash-bash-gash-gash-dash-gash-bash-dash-gash-dash-dash-gash-gash-bash-dash-bash.wav,
mild_bici_1,108,2025-03-29,108,3,side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0/8__side=r_itd=0_az=90_az_itd=0_mag=1_lpf=0__l=gash-gash-dash-bash-gash-dash-dash-dash-gash-dash-bash-dash-gash-gash-dash-bash__r=dash-bash-dash-gash-gash-bash-dash-gash-gash-gash-dash-dash-bash-dash-gash-gash.wav,
mild_bici_1,109,2025-03-29,109,8,side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0/8__side=r_itd=0_az=60_az_itd=0_mag=0_lpf=0__l=gash-bash-dash-gash-gash-dash-bash-gash-dash-gash-dash-dash-gash-dash-dash-gash__r=gash-gash-gash-dash-dash-gash-dash-dash-gash-bash-dash-dash-bash-gash-bash-dash.wav,9629.612624168396
mild_bici_1,110,2025-03-29,110,1,side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0,stim/mild-bici/s_mild_bici_1/side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0/8__side=r_itd=0_az=60_az_itd=0_mag=1_lpf=0__l=dash-dash-dash-gash-bash-dash-gash-gash-dash-dash-dash-gash-dash-gash-dash-dash__r=dash-dash-bash-gash-dash-gash-gash-bash-gash-bash-dash-bash-dash-gash-bash-dash.wav,
