# -*- coding: utf-8 -*-

# A datafile created by Gustav!
# 
# Experiment: mild-bici-color
# 
# Vocoded speech in spatially-separated speech or noise maskers.
# 
# $comments
# 

S,Trial,Date,Block,Condition,masker,Soundfile,Times
mild-bici-color-1_snr-4,84,2025-05-08,84,36,side=r_itd=0_az=20_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=20_mag=0_lpf=0/2_side=r_itd=0_az=20_mag=0_lpf=0.wav,4221.694982051849,11185.164608120918
mild-bici-color-1_snr-4,85,2025-05-08,85,1,side=r_itd=0_az=80_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=80_mag=1_lpf=0/2_side=r_itd=0_az=80_mag=1_lpf=0.wav,7106.415082931519,8762.336603879929
mild-bici-color-1_snr-4,86,2025-05-08,86,7,side=l_itd=0_az=20_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=20_mag=0_lpf=0/2_side=l_itd=0_az=20_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,87,2025-05-08,87,33,side=l_itd=0_az=70_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=70_mag=0_lpf=0/2_side=l_itd=0_az=70_mag=0_lpf=0.wav,7143.712664961815
mild-bici-color-1_snr-4,88,2025-05-08,88,4,side=l_itd=0_az=70_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=70_mag=1_lpf=0/2_side=l_itd=0_az=70_mag=1_lpf=0.wav,11440.38423192501
mild-bici-color-1_snr-4,89,2025-05-08,89,24,side=l_itd=0_az=20_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=20_mag=1_lpf=0/2_side=l_itd=0_az=20_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,90,2025-05-08,90,25,side=r_itd=0_az=50_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=50_mag=0_lpf=0/2_side=r_itd=0_az=50_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,91,2025-05-08,91,2,side=r_itd=0_az=40_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=40_mag=1_lpf=0/2_side=r_itd=0_az=40_mag=1_lpf=0.wav,4881.656271934509,8673.604683995247,11953.61675298214
mild-bici-color-1_snr-4,92,2025-05-08,92,17,side=r_itd=0_az=10_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=10_mag=0_lpf=0/2_side=r_itd=0_az=10_mag=0_lpf=0.wav,4475.121834993362,8523.065562009811
mild-bici-color-1_snr-4,93,2025-05-08,93,21,side=l_itd=0_az=30_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=30_mag=1_lpf=0/2_side=l_itd=0_az=30_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,94,2025-05-08,94,15,side=l_itd=0_az=10_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=10_mag=1_lpf=0/2_side=l_itd=0_az=10_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,95,2025-05-08,95,27,side=r_itd=0_az=60_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=60_mag=0_lpf=0/2_side=r_itd=0_az=60_mag=0_lpf=0.wav,11943.079406142235
mild-bici-color-1_snr-4,96,2025-05-08,96,13,side=l_itd=0_az=60_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=60_mag=0_lpf=0/2_side=l_itd=0_az=60_mag=0_lpf=0.wav,3843.590963125229,7787.405866026878,11763.585633993149
mild-bici-color-1_snr-4,97,2025-05-08,97,11,side=r_itd=0_az=10_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=10_mag=1_lpf=0/2_side=r_itd=0_az=10_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,98,2025-05-08,98,31,side=r_itd=0_az=30_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=30_mag=0_lpf=0/2_side=r_itd=0_az=30_mag=0_lpf=0.wav,8551.834581017494,11394.934324026108
mild-bici-color-1_snr-4,99,2025-05-08,99,26,side=l_itd=0_az=90_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=90_mag=1_lpf=0/2_side=l_itd=0_az=90_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,100,2025-05-08,100,35,side=l_itd=0_az=40_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=40_mag=0_lpf=0/2_side=l_itd=0_az=40_mag=0_lpf=0.wav,5696.5524179935455,9544.496709942818
mild-bici-color-1_snr-4,101,2025-05-08,101,6,side=l_itd=0_az=80_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=80_mag=1_lpf=0/2_side=l_itd=0_az=80_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,102,2025-05-08,102,10,side=r_itd=0_az=70_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=70_mag=1_lpf=0/2_side=r_itd=0_az=70_mag=1_lpf=0.wav,5520.396685004234,7152.40346300602,11825.889235854149
mild-bici-color-1_snr-4,103,2025-05-08,103,12,side=l_itd=0_az=40_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=40_mag=1_lpf=0/2_side=l_itd=0_az=40_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,104,2025-05-08,104,8,side=r_itd=0_az=60_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=60_mag=1_lpf=0/2_side=r_itd=0_az=60_mag=1_lpf=0.wav,6334.759135961533
mild-bici-color-1_snr-4,105,2025-05-08,105,19,side=l_itd=0_az=50_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=50_mag=0_lpf=0/2_side=l_itd=0_az=50_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,106,2025-05-08,106,3,side=r_itd=0_az=50_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=50_mag=1_lpf=0/2_side=r_itd=0_az=50_mag=1_lpf=0.wav,12393.806762933731
mild-bici-color-1_snr-4,107,2025-05-08,107,16,side=l_itd=0_az=30_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=30_mag=0_lpf=0/2_side=l_itd=0_az=30_mag=0_lpf=0.wav,5495.3526129722595
mild-bici-color-1_snr-4,108,2025-05-08,108,5,side=r_itd=0_az=90_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=90_mag=1_lpf=0/2_side=r_itd=0_az=90_mag=1_lpf=0.wav,5386.79610812664,7226.733818054199
mild-bici-color-1_snr-4,109,2025-05-08,109,19,side=l_itd=0_az=50_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=50_mag=0_lpf=0/3_side=l_itd=0_az=50_mag=0_lpf=0.wav,6238.724390029907
mild-bici-color-1_snr-4,110,2025-05-08,110,32,side=r_itd=0_az=40_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=40_mag=0_lpf=0/3_side=r_itd=0_az=40_mag=0_lpf=0.wav,7728.737739086151
mild-bici-color-1_snr-4,111,2025-05-08,111,30,side=l_itd=0_az=60_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=60_mag=1_lpf=0/3_side=l_itd=0_az=60_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,112,2025-05-08,112,22,side=r_itd=0_az=20_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=20_mag=1_lpf=0/3_side=r_itd=0_az=20_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,113,2025-05-08,113,5,side=r_itd=0_az=90_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=90_mag=1_lpf=0/3_side=r_itd=0_az=90_mag=1_lpf=0.wav,3832.591269016266,5272.570854067802,8728.533347010612
mild-bici-color-1_snr-4,114,2025-05-08,114,10,side=r_itd=0_az=70_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=70_mag=1_lpf=0/3_side=r_itd=0_az=70_mag=1_lpf=0.wav,3978.508667945862,10338.473296999931
mild-bici-color-1_snr-4,115,2025-05-08,115,28,side=r_itd=0_az=80_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=80_mag=0_lpf=0/3_side=r_itd=0_az=80_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,116,2025-05-08,116,3,side=r_itd=0_az=50_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=50_mag=1_lpf=0/3_side=r_itd=0_az=50_mag=1_lpf=0.wav,6672.570894002914,11990.979137063026
mild-bici-color-1_snr-4,117,2025-05-08,117,7,side=l_itd=0_az=20_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=20_mag=0_lpf=0/3_side=l_itd=0_az=20_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,118,2025-05-08,118,17,side=r_itd=0_az=10_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=10_mag=0_lpf=0/3_side=r_itd=0_az=10_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,119,2025-05-08,119,33,side=l_itd=0_az=70_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=70_mag=0_lpf=0/3_side=l_itd=0_az=70_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,120,2025-05-08,120,16,side=l_itd=0_az=30_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=30_mag=0_lpf=0/3_side=l_itd=0_az=30_mag=0_lpf=0.wav,8616.6771889925,10192.59796500206
mild-bici-color-1_snr-4,121,2025-05-08,121,31,side=r_itd=0_az=30_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=30_mag=0_lpf=0/3_side=r_itd=0_az=30_mag=0_lpf=0.wav,7164.896142959595,11279.906600952148
mild-bici-color-1_snr-4,122,2025-05-08,122,27,side=r_itd=0_az=60_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=60_mag=0_lpf=0/3_side=r_itd=0_az=60_mag=0_lpf=0.wav,5619.177776932716
mild-bici-color-1_snr-4,123,2025-05-08,123,1,side=r_itd=0_az=80_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=80_mag=1_lpf=0/3_side=r_itd=0_az=80_mag=1_lpf=0.wav,6077.709603905678
mild-bici-color-1_snr-4,124,2025-05-08,124,20,side=r_itd=0_az=70_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=70_mag=0_lpf=0/3_side=r_itd=0_az=70_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,125,2025-05-08,125,14,side=r_itd=0_az=90_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=90_mag=0_lpf=0/3_side=r_itd=0_az=90_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,126,2025-05-08,126,26,side=l_itd=0_az=90_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=90_mag=1_lpf=0/3_side=l_itd=0_az=90_mag=1_lpf=0.wav,10678.064137101173
mild-bici-color-1_snr-4,127,2025-05-08,127,8,side=r_itd=0_az=60_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=60_mag=1_lpf=0/3_side=r_itd=0_az=60_mag=1_lpf=0.wav,8690.320114970207
mild-bici-color-1_snr-4,128,2025-05-08,128,21,side=l_itd=0_az=30_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=30_mag=1_lpf=0/3_side=l_itd=0_az=30_mag=1_lpf=0.wav,3973.4746310710907,10661.517664074898
mild-bici-color-1_snr-4,129,2025-05-08,129,23,side=l_itd=0_az=10_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=10_mag=0_lpf=0/3_side=l_itd=0_az=10_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,130,2025-05-08,130,34,side=l_itd=0_az=90_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=90_mag=0_lpf=0/3_side=l_itd=0_az=90_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,131,2025-05-08,131,6,side=l_itd=0_az=80_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=80_mag=1_lpf=0/3_side=l_itd=0_az=80_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,132,2025-05-08,132,12,side=l_itd=0_az=40_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=40_mag=1_lpf=0/3_side=l_itd=0_az=40_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,133,2025-05-08,133,9,side=l_itd=0_az=50_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=50_mag=1_lpf=0/3_side=l_itd=0_az=50_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,134,2025-05-08,134,18,side=r_itd=0_az=30_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=30_mag=1_lpf=0/3_side=r_itd=0_az=30_mag=1_lpf=0.wav,8138.112736105919,9984.796660065651,11958.386956095695
mild-bici-color-1_snr-4,135,2025-05-08,135,25,side=r_itd=0_az=50_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=50_mag=0_lpf=0/3_side=r_itd=0_az=50_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,136,2025-05-08,136,36,side=r_itd=0_az=20_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=20_mag=0_lpf=0/3_side=r_itd=0_az=20_mag=0_lpf=0.wav,6664.0589879751205,8587.635497927666,10179.579481959343,11867.562230825424
mild-bici-color-1_snr-4,137,2025-05-08,137,13,side=l_itd=0_az=60_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=60_mag=0_lpf=0/3_side=l_itd=0_az=60_mag=0_lpf=0.wav,7233.766260147095,11529.800275087357
mild-bici-color-1_snr-4,138,2025-05-08,138,15,side=l_itd=0_az=10_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=10_mag=1_lpf=0/3_side=l_itd=0_az=10_mag=1_lpf=0.wav,8692.033869981766
mild-bici-color-1_snr-4,139,2025-05-08,139,11,side=r_itd=0_az=10_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=10_mag=1_lpf=0/3_side=r_itd=0_az=10_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,140,2025-05-08,140,2,side=r_itd=0_az=40_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=40_mag=1_lpf=0/3_side=r_itd=0_az=40_mag=1_lpf=0.wav,10015.961239099503,11809.77109003067
mild-bici-color-1_snr-4,141,2025-05-08,141,4,side=l_itd=0_az=70_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=70_mag=1_lpf=0/3_side=l_itd=0_az=70_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,142,2025-05-08,142,29,side=l_itd=0_az=80_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=80_mag=0_lpf=0/3_side=l_itd=0_az=80_mag=0_lpf=0.wav,5727.685426950455,8303.616530060768,10367.591107010841,11991.764539122581
mild-bici-color-1_snr-4,143,2025-05-08,143,24,side=l_itd=0_az=20_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=20_mag=1_lpf=0/3_side=l_itd=0_az=20_mag=1_lpf=0.wav,4925.632763028145
mild-bici-color-1_snr-4,144,2025-05-08,144,35,side=l_itd=0_az=40_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=40_mag=0_lpf=0/3_side=l_itd=0_az=40_mag=0_lpf=0.wav,7249.244325995445,10929.26957309246
mild-bici-color-1_snr-4,145,2025-05-08,145,34,side=l_itd=0_az=90_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=90_mag=0_lpf=0/4_side=l_itd=0_az=90_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,146,2025-05-08,146,25,side=r_itd=0_az=50_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=50_mag=0_lpf=0/4_side=r_itd=0_az=50_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,147,2025-05-08,147,9,side=l_itd=0_az=50_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=50_mag=1_lpf=0/4_side=l_itd=0_az=50_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,148,2025-05-08,148,23,side=l_itd=0_az=10_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=10_mag=0_lpf=0/4_side=l_itd=0_az=10_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,149,2025-05-08,149,11,side=r_itd=0_az=10_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=10_mag=1_lpf=0/4_side=r_itd=0_az=10_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,150,2025-05-08,150,24,side=l_itd=0_az=20_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=20_mag=1_lpf=0/4_side=l_itd=0_az=20_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,151,2025-05-08,151,22,side=r_itd=0_az=20_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=20_mag=1_lpf=0/4_side=r_itd=0_az=20_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,152,2025-05-08,152,31,side=r_itd=0_az=30_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=30_mag=0_lpf=0/4_side=r_itd=0_az=30_mag=0_lpf=0.wav,9845.87988114357
mild-bici-color-1_snr-4,153,2025-05-08,153,3,side=r_itd=0_az=50_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=50_mag=1_lpf=0/4_side=r_itd=0_az=50_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,154,2025-05-08,154,33,side=l_itd=0_az=70_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=70_mag=0_lpf=0/4_side=l_itd=0_az=70_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,155,2025-05-08,155,32,side=r_itd=0_az=40_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=40_mag=0_lpf=0/4_side=r_itd=0_az=40_mag=0_lpf=0.wav,6524.739495038986,8452.68059194088,11316.787785053253
mild-bici-color-1_snr-4,156,2025-05-08,156,36,side=r_itd=0_az=20_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=20_mag=0_lpf=0/4_side=r_itd=0_az=20_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,157,2025-05-08,157,10,side=r_itd=0_az=70_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=70_mag=1_lpf=0/4_side=r_itd=0_az=70_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,158,2025-05-08,158,4,side=l_itd=0_az=70_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=70_mag=1_lpf=0/4_side=l_itd=0_az=70_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,159,2025-05-08,159,28,side=r_itd=0_az=80_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=80_mag=0_lpf=0/4_side=r_itd=0_az=80_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,160,2025-05-08,160,12,side=l_itd=0_az=40_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=40_mag=1_lpf=0/4_side=l_itd=0_az=40_mag=1_lpf=0.wav,6377.3908969163895,12050.355047941208
mild-bici-color-1_snr-4,161,2025-05-08,161,20,side=r_itd=0_az=70_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=70_mag=0_lpf=0/4_side=r_itd=0_az=70_mag=0_lpf=0.wav,7144.440425992012,11959.5203820467
mild-bici-color-1_snr-4,162,2025-05-08,162,26,side=l_itd=0_az=90_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=90_mag=1_lpf=0/4_side=l_itd=0_az=90_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,163,2025-05-08,163,7,side=l_itd=0_az=20_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=20_mag=0_lpf=0/4_side=l_itd=0_az=20_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,164,2025-05-08,164,16,side=l_itd=0_az=30_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=30_mag=0_lpf=0/4_side=l_itd=0_az=30_mag=0_lpf=0.wav,8060.111945033073
mild-bici-color-1_snr-4,165,2025-05-08,165,27,side=r_itd=0_az=60_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=60_mag=0_lpf=0/4_side=r_itd=0_az=60_mag=0_lpf=0.wav,6889.261531114578
mild-bici-color-1_snr-4,166,2025-05-08,166,35,side=l_itd=0_az=40_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=40_mag=0_lpf=0/4_side=l_itd=0_az=40_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,167,2025-05-08,167,1,side=r_itd=0_az=80_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=80_mag=1_lpf=0/4_side=r_itd=0_az=80_mag=1_lpf=0.wav,8925.947397947311
mild-bici-color-1_snr-4,168,2025-05-08,168,21,side=l_itd=0_az=30_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=30_mag=1_lpf=0/4_side=l_itd=0_az=30_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,169,2025-05-08,169,18,side=r_itd=0_az=30_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=30_mag=1_lpf=0/4_side=r_itd=0_az=30_mag=1_lpf=0.wav,5501.375277161598,8461.4001070261,12020.73202419281
mild-bici-color-1_snr-4,170,2025-05-08,170,8,side=r_itd=0_az=60_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=60_mag=1_lpf=0/4_side=r_itd=0_az=60_mag=1_lpf=0.wav,5063.053308010101,8646.954532980919,11774.976797938347
mild-bici-color-1_snr-4,171,2025-05-08,171,29,side=l_itd=0_az=80_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=80_mag=0_lpf=0/4_side=l_itd=0_az=80_mag=0_lpf=0.wav,3680.7663320302963,5896.361678004265,10187.068447947502
mild-bici-color-1_snr-4,172,2025-05-08,172,15,side=l_itd=0_az=10_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=10_mag=1_lpf=0/4_side=l_itd=0_az=10_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,173,2025-05-08,173,17,side=r_itd=0_az=10_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=10_mag=0_lpf=0/4_side=r_itd=0_az=10_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,174,2025-05-08,174,6,side=l_itd=0_az=80_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=80_mag=1_lpf=0/4_side=l_itd=0_az=80_mag=1_lpf=0.wav,
mild-bici-color-1_snr-4,175,2025-05-08,175,13,side=l_itd=0_az=60_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=60_mag=0_lpf=0/4_side=l_itd=0_az=60_mag=0_lpf=0.wav,
mild-bici-color-1_snr-4,176,2025-05-08,176,5,side=r_itd=0_az=90_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=90_mag=1_lpf=0/4_side=r_itd=0_az=90_mag=1_lpf=0.wav,7296.227892994881,12062.084848999977
mild-bici-color-1_snr-4,177,2025-05-08,177,19,side=l_itd=0_az=50_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=50_mag=0_lpf=0/4_side=l_itd=0_az=50_mag=0_lpf=0.wav,6405.030856013298,8560.452929019928,10749.034310936928
mild-bici-color-1_snr-4,178,2025-05-08,178,14,side=r_itd=0_az=90_mag=0_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=90_mag=0_lpf=0/4_side=r_itd=0_az=90_mag=0_lpf=0.wav,8034.634870052338,9392.667543053627,11463.71894800663
mild-bici-color-1_snr-4,179,2025-05-08,179,2,side=r_itd=0_az=40_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=r_itd=0_az=40_mag=1_lpf=0/4_side=r_itd=0_az=40_mag=1_lpf=0.wav,5171.198233962059,6243.130267858505,12227.422234892845
mild-bici-color-1_snr-4,180,2025-05-08,180,30,side=l_itd=0_az=60_mag=1_lpf=0,stim/mild-bici-color/s_mild-bici-color-1_snr-4/side=l_itd=0_az=60_mag=1_lpf=0/4_side=l_itd=0_az=60_mag=1_lpf=0.wav,
